,Li-Li,Li-Sb,Sb-Sb,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,3.6942071336878314e-07,0.0,0.0,0.6000000000000001
7,4.017958091631852e-06,0.0,0.0,0.7000000000000001
8,2.7024876940861372e-05,0.0,0.0,0.8
9,0.000138571438833882,0.0,0.0,0.9
10,0.0005738788376808848,2.0112905505633753e-07,0.0,1.0
11,0.0019752494910768546,3.3874454652611754e-06,0.0,1.1
12,0.005750588738701493,3.005350301955603e-05,0.0,1.2000000000000002
13,0.014382375993759394,0.00018174594883930975,0.0,1.3
14,0.03139985509357678,0.0008699765936377194,0.0,1.4000000000000001
15,0.06083198688557442,0.003428681621500557,0.0,1.5
16,0.10634246332012967,0.011334807426240006,1.527323761834063e-06,1.6
17,0.17047559979543953,0.031879913900729355,1.4651340585456318e-05,1.7000000000000002
18,0.25421826416594656,0.07728019820752471,9.028301762965661e-05,1.8
19,0.3567684493890471,0.1635053997435642,0.00043251778410895235,1.9000000000000001
20,0.47535434447005404,0.3055231651598475,0.0016732104184635074,2.0
21,0.604962492024046,0.5095601018151031,0.005351649902101417,2.1
22,0.7380730551365438,0.7658610555165968,0.014412372237141816,2.2
23,0.8652540169857912,1.0471190287654324,0.03328387567202352,2.3000000000000003
24,0.9771990127658402,1.315360756477592,0.06711294338312933,2.4000000000000004
25,1.0670904287078316,1.5342576059509014,0.1200476977829138,2.5
26,1.1316732127254294,1.6800937987884668,0.19282033394345358,2.6
27,1.1711016990840608,1.7463015398361115,0.28032041996803153,2.7
28,1.1883345010002728,1.7410649893195203,0.3705957794845026,2.8000000000000003
29,1.188019101245334,1.6812056518097345,0.4473998499549219,2.9000000000000004
30,1.1749803113818553,1.5862474090197574,0.4970188986395446,3.0
31,1.1532515678264719,1.474289063794253,0.5159638935145464,3.1
32,1.126000331056336,1.3594015375091086,0.5132699051738535,3.2
33,1.0957243016028038,1.250610636170646,0.505026108539214,3.3000000000000003
34,1.0644724819309133,1.1527088596665047,0.5057635484479676,3.4000000000000004
35,1.0342795405581664,1.0680718230008377,0.5227284656240924,3.5
36,1.0073996097094216,0.9980951006727351,0.5550161158950764,3.6
37,0.9857823992354289,0.9435126034663622,0.5965369190707985,3.7
38,0.9701524018521377,0.9039787456578882,0.6409887181421724,3.8000000000000003
39,0.9596672611533636,0.8778779348420159,0.6861001763662294,3.9000000000000004
40,0.9527284929577106,0.8628812570802705,0.7347661490431008,4.0
41,0.948387726917048,0.8567845325294152,0.7926484606473495,4.1000000000000005
42,0.9469618264615328,0.8578697979332436,0.8634277833424218,4.2
43,0.9492348266150027,0.864829125753107,0.9442757835258623,4.3
44,0.9552629893221831,0.876719365279848,1.0255072647162693,4.4
45,0.9641200046683641,0.8927767826382664,1.0961358009252256,4.5
46,0.9745259129077364,0.9118436454263472,1.1508025797973374,4.6000000000000005
47,0.9853777860748478,0.9319586275692132,1.1914451441111857,4.7
48,0.995751260917447,0.9507783656597073,1.22314199503532,4.800000000000001
49,1.0047975784900314,0.9666139833383302,1.2492819353981879,4.9
50,1.0119211482110115,0.9791807658885207,1.2695376739349342,5.0
51,1.017003278150125,0.98931343275789,1.2802869288344392,5.1000000000000005
52,1.0202256366078004,0.9978494731433886,1.2768621866220773,5.2
53,1.0216620591752612,1.00485283396962,1.2571525856659596,5.300000000000001
54,1.021230966226631,1.0099931215048656,1.2240829653206364,5.4
55,1.0190936142583835,1.0133425714410735,1.1842802472390646,5.5
56,1.0158910465424418,1.0154191725978785,1.1440905458219988,5.6000000000000005
57,1.0124326768688319,1.0165617148767376,1.1066471500135922,5.7
58,1.0091746842377431,1.016607770162035,1.0722169496916252,5.800000000000001
59,1.0059926337268617,1.0152602776832598,1.0404520635292949,5.9
60,1.0024396504419664,1.012625985212062,1.0115464738758801,6.0
61,0.9982969536642998,1.00942301396481,0.985532166859513,6.1000000000000005
62,0.9939932972944887,1.0066955604023926,0.9620889566237251,6.2
63,0.9904632452338348,1.0051099439370161,0.9420386104268157,6.300000000000001
64,0.9884372679371434,1.0044867149476844,0.9279136428104622,6.4
65,0.9878064973634955,1.0042085490675292,0.9217802934422781,6.5
66,0.9877823494005514,1.004037201312849,0.9228687560493208,6.6000000000000005
67,0.9877536312848737,1.0043092804226437,0.9276486623343331,6.7
68,0.987835025029857,1.005411113393086,0.9316977910052764,6.800000000000001
69,0.9884856262199881,1.0072568728517806,0.9318378641374176,6.9
70,0.9897847180163964,1.0091957717585351,0.9276874172386533,7.0
71,0.9912748081846072,1.0103205520891945,0.9217177724884926,7.1000000000000005
72,0.9923977492872296,1.0100153227643307,0.9178693556975137,7.2
73,0.9929587502563536,1.008350731085091,0.9198389980958835,7.300000000000001
74,0.9932361681115894,1.006027686641218,0.9295276552521634,7.4
75,0.9937323018117887,1.0040743106706587,0.9454502662843758,7.5
76,0.9947761743033163,1.0034567132895054,0.9623749756076704,7.6000000000000005
77,0.9963041670823855,1.0045158268483585,0.9737122723360921,7.7
78,0.9979441856494594,1.0065381931331379,0.9756831760119741,7.800000000000001
79,0.9992164545529995,1.0081339117146708,0.9699494459999795,7.9
80,0.9997172325102035,1.0082720137119494,0.9622790914480593,8.0
81,0.9993256698633609,1.0069205363587932,0.9582858635299601,8.1
82,0.9983657280997039,1.004798304561177,0.9599571013959525,8.200000000000001
83,0.99750971597974,1.002765532453397,0.9657421927400499,8.3
84,0.9973804967335145,1.0014073908116718,0.9732646452935906,8.4
85,0.9981485959524911,1.0008332249899812,0.9814561195421375,8.5
86,0.9994360015257041,1.000679963242775,0.990368138956867,8.6
87,1.0005737046697774,1.0004876770752629,0.9997375912229525,8.700000000000001
88,1.0010170824419933,1.000183276001954,1.008265147980234,8.8
89,1.0006281177329603,1.000092967139744,1.0143098846017529,8.9
90,0.9996271709629542,1.0005069889116598,1.0172267041920449,9.0
91,0.9983461493343707,1.0014153658231868,1.0179521705470502,9.1
92,0.9970887484373857,1.0025862133348251,1.0181981267746143,9.200000000000001
93,0.9961457072195959,1.003620985582919,1.0190793631422925,9.3
94,0.9957519888563808,1.003943068716331,1.020461723676157,9.4
95,0.99593147051918,1.0030918348174236,1.0213130417197724,9.5
96,0.9964324792378189,1.0011834240568473,1.0205247761656024,9.600000000000001
97,0.9969053958424651,0.9989140316347384,1.017718476219986,9.700000000000001
98,0.9971632422277454,0.9970217760589042,1.013678837880607,9.8
99,0.9972453356699307,0.9958320178737449,1.009932762934599,9.9
100,0.997259947538585,0.9952976881532002,1.0077723162758419,10.0
