,Li-Li,Li-Si,Li-Au,Si-Si,Si-Au,Au-Au,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,9.319032439056171e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,8.18742979379875e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,4.933263517859466e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,0.00023137914021028404,8.848243949055408e-07,5.056139399460234e-07,0.0,0.0,0.0,0.9
10,0.0008780665042286294,9.039494670928113e-06,6.6794806731332695e-06,9.019903002740788e-07,0.0,0.0,1.0
11,0.0027641271280437036,5.962873954649828e-05,5.023485601549859e-05,1.276282719459229e-05,6.071569057246568e-07,0.0,1.1
12,0.007365215171378297,0.0003082835278311143,0.0002791917197975835,0.00010980968340934027,1.4187730364997854e-05,0.0,1.2000000000000002
13,0.016974421718191,0.0012937418000119939,0.00125161236560711,0.0006505672717379132,0.00012325270152305443,3.3134337561088616e-07,1.3
14,0.03459689569293162,0.00455399862185714,0.0046580598643448925,0.0030251150177238208,0.0007330518475226044,2.7644419076914155e-06,1.4000000000000001
15,0.06370017010075006,0.013720058916384566,0.014668234046210468,0.011558601563040366,0.0034071645753194963,1.7395947295124706e-05,1.5
16,0.10793155303118082,0.03588880281421653,0.03965073063448915,0.03676748842227382,0.012895835653339266,9.863012609922672e-05,1.6
17,0.17068711587569124,0.08228289600643891,0.09306016943769153,0.09810012022998121,0.04043140739795242,0.0004633375491209552,1.7000000000000002
18,0.2541706502559767,0.16641830331299146,0.19143742720902562,0.22115202931932418,0.10608438879597568,0.0018627571297779046,1.8
19,0.3579575064881403,0.2986336374071919,0.347967440810129,0.4250421594177561,0.23516623684973384,0.006572387613900993,1.9000000000000001
20,0.47776710884464024,0.47894805681480607,0.5632102722792557,0.7042412207118255,0.4448740434615454,0.020199408057669073,2.0
21,0.605456781010072,0.69331421057098,0.8190337415559674,1.0191019981263552,0.7262003756449069,0.05347266985894381,2.1
22,0.7306823019011945,0.9170086849151672,1.082000875758542,1.306672896249492,1.0360987755065498,0.12109016028418897,2.2
23,0.8438061984436839,1.1230866231046794,1.3154629386040317,1.507344617693664,1.3116393366219137,0.23479667007236962,2.3000000000000003
24,0.9385294833160216,1.2898670913783112,1.492055328178968,1.5901139089385012,1.4991205560835228,0.39314093310476733,2.4000000000000004
25,1.01244127065706,1.4040291971421086,1.5992973939359072,1.5611521034203983,1.5765365012769108,0.5764678726436931,2.5
26,1.0653737629893372,1.4611040842218561,1.6381606476701929,1.45296562561798,1.5554857920724086,0.7534458862218962,2.6
27,1.0975445193142732,1.4657281889508853,1.6187548720749632,1.3047927965818493,1.467578215379318,0.895121509118839,2.7
28,1.1095207598222923,1.4304438423923684,1.556249664180047,1.1486651614388765,1.3482640416859855,0.9861604219998035,2.8000000000000003
29,1.1038351625920004,1.3712035660111646,1.4676038372097089,1.0060731731908428,1.225705063294539,1.0268654676874276,2.9000000000000004
30,1.0859114343847616,1.3016031381776028,1.368576621312114,0.8891712015438515,1.1162813463488634,1.0280257637724417,3.0
31,1.0624611822806735,1.2300542640417367,1.27120700110137,0.8014768626570691,1.0259048379249218,1.0045999234599503,3.1
32,1.0385510851262272,1.1611951131389404,1.1827104490690672,0.7400081772572745,0.9546801575283586,0.9713190652038107,3.2
33,1.0163587257153008,1.0985727336315734,1.106151965341192,0.7003251417074376,0.9014965765257545,0.9395538595004593,3.3000000000000003
34,0.9964831930533804,1.0453762942755962,1.0421425703227556,0.6803835244725098,0.865995361432005,0.9152623971856132,3.4000000000000004
35,0.9795485977766614,1.0035201397345481,0.9904553103604485,0.6794470547102609,0.8476257234133375,0.8993026679797261,3.5
36,0.9662161643807902,0.9732750727561003,0.9508465628493774,0.6944817553639007,0.8439452977769151,0.890511221781642,3.6
37,0.9564171464395977,0.9539631890440798,0.9229537784615547,0.7194861169284623,0.8506963230014044,0.8895121426304329,3.7
38,0.9492710492869736,0.9446244390295799,0.9058053110499523,0.7486179580540833,0.8636054593457047,0.8995663596891635,3.8000000000000003
39,0.9438922648625467,0.9439841420269481,0.8977241715405723,0.7788811622331469,0.8799006721193505,0.9230521840990584,3.9000000000000004
40,0.9403053094565927,0.9500655920962151,0.8968520907970983,0.809516800286864,0.8984026553985063,0.9570482228043978,4.0
41,0.9396564583565089,0.960250248879097,0.9018011758229093,0.8399993885965151,0.918621866258978,0.9931600667045457,4.1000000000000005
42,0.9433335144011424,0.9720528584262528,0.9116152653091609,0.8696536851761405,0.9399473625247258,1.0225191164512148,4.2
43,0.9516102712244956,0.9839114676325047,0.9249971517983484,0.8988059052473641,0.9614784132817866,1.041531794061817,4.3
44,0.963159623005987,0.99521196161941,0.9398252326615886,0.9286840140897175,0.9822349650284237,1.053076049917465,4.4
45,0.9757940084806356,1.0057281355476198,0.9537789678294712,0.9591374672209599,1.0013963698839607,1.0620597733897026,4.5
46,0.9875848462314835,1.0150900696977219,0.9655000464055328,0.9872011683064842,1.0184203918563661,1.0699424988804893,4.6000000000000005
47,0.9975766601703672,1.0226286821264898,0.9750798632066034,1.0089761898981764,1.032868366235392,1.0737869776535327,4.7
48,1.0059175851788953,1.0276428809703553,0.9835193773659456,1.0226076176899006,1.0441578443796111,1.070348823142946,4.800000000000001
49,1.0134173999794691,1.0298831709940763,0.9917678600723766,1.02888964765368,1.051798502110935,1.0605097022115775,4.9
50,1.0207861219246268,1.029805880370066,1.0000172324280348,1.029690906158205,1.0559174093247812,1.0495268550667325,5.0
51,1.0278791963795177,1.0282131685288947,1.0075065664573142,1.0265386040033513,1.0572007055842085,1.0428700967369156,5.1000000000000005
52,1.0332873778150202,1.0254446551613228,1.012799327692809,1.0201537300821073,1.0561838400256982,1.0416258906877618,5.2
53,1.034915951661884,1.0211577946051318,1.0144978776154434,1.0107604792326461,1.0528919470889933,1.0418590543157085,5.300000000000001
54,1.0316086823408013,1.0152643575120754,1.0122332533664489,0.9993296650033596,1.047237213114575,1.0383943821037562,5.4
55,1.0242971759054582,1.0088070345497109,1.007238748498553,0.9887410388252996,1.0395990324408402,1.0291221890081559,5.5
56,1.0153703646853558,1.003362897090985,1.001803968727056,0.9826699063072718,1.0311557947087149,1.0159239021088444,5.6000000000000005
57,1.0071370505926405,0.9997648028072164,0.9979288374211559,0.9824465462115543,1.0236998783645477,1.002357694706538,5.7
58,1.0008803411266296,0.9977706477161906,0.9962831353014631,0.9855516957591567,1.0186132313989833,0.9911043971111791,5.800000000000001
59,0.9966895834949425,0.9966173486300688,0.9962297631599922,0.9881224301102995,1.015735675799218,0.9830308854717595,5.9
