,Li-Li,Li-Zn,Li-Si,Zn-Zn,Zn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,2.6241327190174186e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,2.2383190002907267e-05,6.589618993068292e-07,1.647404748267073e-07,0.0,0.0,0.0,0.8
9,0.00012973900997728134,6.194051976178989e-06,1.657959953099169e-06,0.0,0.0,0.0,0.9
10,0.0005867365407092469,4.017994514074052e-05,1.186507527271745e-05,5.206612537732971e-07,6.508265672166214e-07,7.809918806599458e-07,1.0
11,0.002133258331400684,0.00020067394130463882,6.792937680229926e-05,7.13351450641106e-06,8.800068862776608e-06,9.765677597718817e-06,1.1
12,0.00635407093546915,0.0008243660121798359,0.0003200460747795928,5.2162601047599013e-05,6.876425143387002e-05,8.459078274965956e-05,1.2000000000000002
13,0.015783400826308937,0.0028419688266661117,0.0012724413577759738,0.0002926837147985558,0.00038850053303241254,0.0005105287431900961,1.3
14,0.03342207058892244,0.008424228209443456,0.0043836408302236,0.0013116577060521234,0.0017537646092006232,0.002420447730727612,1.4000000000000001
15,0.061920783147387234,0.021860981915405288,0.013157222482454545,0.004879579007897677,0.006544999318388424,0.009463410520959146,1.5
16,0.10331495877793506,0.05029980121875656,0.03448257802748653,0.015367963903697313,0.0205242485597267,0.030942488929613862,1.6
17,0.15965945244444943,0.10340962050630328,0.07912384104519672,0.04145346967049716,0.05470278411503414,0.08521791842834271,1.7000000000000002
18,0.2335470775567221,0.19087631473087016,0.15985974822644686,0.09656602899884682,0.1252061244000571,0.19886985440499808,1.8
19,0.3269432940145618,0.317936994012559,0.28695502479355034,0.19560913130195637,0.2486299598174813,0.3962188249853352,1.9000000000000001
20,0.43818446488093077,0.48153704940471387,0.462576577945997,0.34705863381709123,0.4327807552857091,0.680432763971045,2.0
21,0.5596669721959915,0.66988826353871,0.6767502534561539,0.5442569998167076,0.6672115342343177,1.018877955198495,2.1
22,0.6794321256243727,0.8651930555721526,0.9071358016574248,0.7630967370994207,0.9208544088635497,1.3479150864455323,2.2
23,0.7864243775582545,1.047204143517279,1.1240212149191393,0.9697938163964201,1.1512360482717867,1.5983950478312146,2.3000000000000003
24,0.8750064651519714,1.1970067133117521,1.2993529304736948,1.1343419871815854,1.3215362586552946,1.7254067035212424,2.4000000000000004
25,0.9450917774031624,1.3015739462541662,1.4154136288687766,1.2410552033661442,1.4144698423344002,1.7232884929631496,2.5
26,0.9988233708038442,1.3574855151101262,1.4686228511958361,1.2905395511579414,1.4341494155268044,1.6205252616422519,2.6
27,1.0373104823588166,1.3709085376464032,1.4672879068774336,1.2939630809780656,1.397756744576181,1.4625141960789414,2.7
28,1.060082490091723,1.3534783063692812,1.4259175435348155,1.265385702443778,1.3260162742153208,1.2930534545213386,2.8000000000000003
29,1.067385683033411,1.3170101700456849,1.3600681253775904,1.2174716532543157,1.2379012365848083,1.1421358374302009,2.9000000000000004
30,1.0624681916614793,1.2702614283064857,1.2837546767587527,1.160810016390997,1.1483591171766356,1.0231175282127614,3.0
31,1.0507171132995057,1.2187349578285487,1.208436989263413,1.1037657471769537,1.0670482831957142,0.9368754776168402,3.1
32,1.03635041157976,1.1661825971030624,1.1418928755505062,1.0516546688283859,0.9985541664885811,0.8778063637211334,3.2
33,1.020366019424522,1.1158458512591387,1.0871555659769554,1.0065410931171086,0.9444064316895949,0.8386520419470765,3.3000000000000003
34,1.0019201842114718,1.0707268877173894,1.0432499376659792,0.9682677051701916,0.9053481101585429,0.8137468803081271,3.4000000000000004
35,0.9812743233683636,1.0332401378488998,1.0081243869460006,0.936070565632566,0.8819422893024594,0.800412469817423,3.5
36,0.9608319396241155,1.004523652245523,0.9812602385132381,0.9100647900591032,0.8734016308915042,0.7982006744666429,3.6
37,0.9434139589561367,0.9839247738674592,0.963381898203564,0.8916728359070833,0.8766271871288535,0.8071475402572788,3.7
38,0.9302997665399374,0.9695570124022564,0.9542553825353671,0.8825663667958846,0.8871822791771635,0.826530442109961,3.8000000000000003
39,0.9213307992243436,0.9596983618484363,0.9518893646416255,0.8830513118576233,0.9013125082739538,0.8544457565126773,3.9000000000000004
40,0.9162690015084904,0.9537266624610423,0.9539801734374902,0.8912485725404299,0.9171379885900144,0.8877737769497196,4.0
41,0.9153917896283067,0.9518505622833702,0.9594193401612242,0.9038381827183407,0.9346033668046071,0.922405720507991,4.1000000000000005
42,0.9188369462954092,0.954159996036401,0.9682084538876726,0.9180036578986959,0.9544219804368449,0.9541378470505385,4.2
43,0.92571069250934,0.9599875344717796,0.9803070274268197,0.9327997047740714,0.9761634718680394,0.9800068905717099,4.3
44,0.9341652409085383,0.9681300744636437,0.9946185355675211,0.9484402329586406,0.9971995898544179,0.9989536119719951,4.4
45,0.9426101272859544,0.9776318058859244,1.0089317973272895,0.9645492973293089,1.0142982939229666,1.0114438284289433,4.5
46,0.9507946088521995,0.9881889418424525,1.020881232685444,0.9794226165031102,1.0261956052340346,1.0187329446497582,4.6000000000000005
47,0.9595374787391843,0.9997203309297903,1.029083865409921,0.9908241484377358,1.0339784002446626,1.0221130965191108,4.7
48,0.9695870925928544,1.011723571506479,1.0334746430192707,0.9974349335200794,1.0393920458314636,1.0221724217157664,4.800000000000001
49,0.9808755063385814,1.0231459965693326,1.0347400868430603,0.9997712150573944,1.0434432752476366,1.0187296740310126,4.9
50,0.9925665962485738,1.0324827372291243,1.0336298263510386,0.9998132442768793,1.0460475764039914,1.0118023370062164,5.0
51,1.0033224177854574,1.0378958395658673,1.0306789895199688,0.999690748074456,1.0462282700496233,1.002555093457085,5.1000000000000005
52,1.0113065546225457,1.0379764756878656,1.026128548757014,1.0005262527878636,1.042969693061501,0.9930229096493659,5.2
53,1.014455110753915,1.0329953608609934,1.020061928706442,1.0019577834361744,1.0364063181291914,0.9848147796515819,5.300000000000001
54,1.0118192032170956,1.0251330999421535,1.0129904989436733,1.002366050893079,1.028036838337463,0.9781453759401937,5.4
55,1.0048916838928326,1.0171053745603837,1.0062559304592935,0.9999312796563568,1.019675868187655,0.9723567927761665,5.5
56,0.9967907930592825,1.0105864638777697,1.0014171354459689,0.9941579171155353,1.0125624468253043,0.9672113589812851,5.6000000000000005
57,0.9898669996644633,1.0058540972891692,0.9991062994499857,0.9865402935139126,1.0073860500306409,0.9632435463205101,5.7
58,0.9847227696539205,1.002521277422979,0.9985044278706299,0.9795410231001473,1.0044909338204009,0.9609727596228907,5.800000000000001
