,Li-Li,Li-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.1145190501131494e-07,0.0,0.0,0.5
6,1.8346479408774e-06,1.823233262597562e-07,0.0,0.6000000000000001
7,1.0689276420806424e-05,1.6653690579156336e-06,0.0,0.7000000000000001
8,5.059031469122352e-05,1.26344870572417e-05,0.0,0.8
9,0.00019422309491328832,7.119373464429132e-05,0.0,0.9
10,0.0006300090954765491,0.00032995027129246936,0.0,1.0
11,0.0017776359008512615,0.0012887112280728697,6.335356799452582e-06,1.1
12,0.004492262725909052,0.004322319784141186,8.490886952721664e-05,1.2000000000000002
13,0.010364197775722844,0.01255539893009827,0.0006438355829643039,1.3
14,0.022012460535394837,0.03177220131118362,0.0035388248463565134,1.4000000000000001
15,0.04315497144586893,0.07050365266703792,0.015499119902850914,1.5
16,0.07830878088505679,0.13828038535918957,0.05587381495286353,1.6
17,0.1321437042498166,0.24205587004150989,0.16802702711483103,1.7000000000000002
18,0.20839775703309324,0.38244658245342006,0.4253247411973988,1.8
19,0.3081986066846601,0.5521930459819021,0.9138815508250058,1.9000000000000001
20,0.42828470867301294,0.7377997249749375,1.6822556919772904,2.0
21,0.5606457828782268,0.922930363334816,2.681687913813392,2.1
22,0.6946649118164901,1.0912300475745647,3.7499561356237496,2.2
23,0.8205734564068478,1.2281281829507766,4.670784892303986,2.3000000000000003
24,0.9317118301393084,1.3231295901294482,5.273277898039443,2.4000000000000004
25,1.0246146175386392,1.3726378590176915,5.495323603007868,2.5
26,1.0980661208134286,1.3805458394950565,5.374005897135729,2.6
27,1.1521889457518566,1.355258631669414,4.9978203423294785,2.7
28,1.187618517613125,1.3058558278410242,4.470841409996897,2.8000000000000003
29,1.205083670609643,1.2404308836447666,3.8947236506263843,2.9000000000000004
30,1.206117416720766,1.1663698991249265,3.3501460067206006,3.0
31,1.1941707040939078,1.090707775585163,2.8815389323844993,3.1
32,1.1742051647898986,1.0197735060758857,2.5006010401212824,3.2
33,1.1505371333558705,0.9587101374374206,2.2029200302961223,3.3000000000000003
34,1.1251351458358523,0.9112869340776151,1.980409505261335,3.4000000000000004
35,1.0981391415576032,0.8794860833787177,1.8248293901868164,3.5
36,1.0697795122608487,0.862671794353685,1.7272349127222693,3.6
37,1.0415746758376614,0.8576982205943531,1.676324792839865,3.7
38,1.0157882247307293,0.8608473838423922,1.657895060663455,3.8000000000000003
39,0.9941095147890233,0.8699762102588112,1.6582249352340253,3.9000000000000004
40,0.9770615733959777,0.8846028883855239,1.6690735385421092,4.0
41,0.9643912175651106,0.9042351746975338,1.6881444648620092,4.1000000000000005
42,0.9556876069360902,0.9271263362992399,1.7144940392934649,4.2
43,0.9507372504299856,0.9507051869999755,1.7447115238317084,4.3
44,0.949513958540239,0.9728814385108356,1.773330390549166,4.4
45,0.9517996470798459,0.9927651627925212,1.7952962770627625,4.5
46,0.9568964802026007,1.0102736447842362,1.8068706512949453,4.6000000000000005
47,0.9639010296995613,1.0252802246754673,1.8041254886871245,4.7
48,0.9721075434007577,1.0371266359560545,1.781847649341512,4.800000000000001
49,0.9808543370272317,1.0447917181683182,1.7356120728809905,4.9
50,0.9891222520896497,1.047499708830958,1.6654826404404162,5.0
51,0.9957344739421923,1.0453830810175233,1.5771934052014056,5.1000000000000005
52,1.0000971283133493,1.039670763725679,1.4797617961430913,5.2
53,1.0025272463069725,1.0320928007785783,1.38177380688963,5.300000000000001
54,1.003749351517937,1.024097223135407,1.2887601055214266,5.4
55,1.0042183073412212,1.0167576949848738,1.2028530616336317,5.5
56,1.0039777882651626,1.0111313059463967,1.1246154204163852,5.6000000000000005
57,1.0030027044422627,1.0080536612313034,1.0554119808465796,5.7
58,1.001495712623582,1.0073666010290265,0.9980278672391873,5.800000000000001
59,0.999842026202602,1.007755502714757,0.9547358075540785,5.9
60,0.9983221644362252,1.0076556136204404,0.9250393170362909,6.0
61,0.996850017803231,1.0063141946682137,0.9059297901018873,6.1000000000000005
62,0.995033154551528,1.0041091754264915,0.8943802230262026,6.2
63,0.9926869537097043,1.0020861109618664,0.8887980636265957,6.300000000000001
64,0.9903431673041914,1.001069862361719,0.8878807653547258,6.4
65,0.9890413471104551,1.0009451322639094,0.8890223266774835,6.5
66,0.9894738822147072,1.0009110157597196,0.8889427701849084,6.6000000000000005
67,0.9913950258490231,1.0006548546982652,0.8857591186405912,6.7
68,0.9938637746695808,1.001062572715902,0.8794497253728898,6.800000000000001
69,0.9959664964570198,1.003426087222444,0.8698397931090922,6.9
70,0.9972803304341612,1.0080249173733293,0.854835684455472,7.0
71,0.9977742125254593,1.013726991323397,0.8313399072230996,7.1000000000000005
72,0.9974947207339125,1.018893691187817,0.7981795966526232,7.2
73,0.9964869543598047,1.0224842799089267,0.7579557120776421,7.300000000000001
74,0.9949646069943519,1.0243754640997502,0.7159013878627404,7.4
75,0.993411319969574,1.0248843827984149,0.6770762168043456,7.5
76,0.9923768821895876,1.0242395860292277,0.6443191402753979,7.6000000000000005
77,0.992078171170758,1.0226250470767972,0.6178052685324584,7.7
78,0.9922144340068899,1.0204895548309827,0.5960572980690139,7.800000000000001
79,0.9922712144909522,1.0183873198544677,0.5778534690417063,7.9
80,0.9920145261412755,1.0164965666228092,0.5634002413319464,8.0
81,0.9916235319966413,1.0146167500780272,0.5535372581828406,8.1
82,0.9914130121899722,1.0127092208382298,0.5482959426566081,8.200000000000001
83,0.9915301861144458,1.0111707499914757,0.5467463275220344,8.3
84,0.991862494936554,1.010405338236094,0.548013126697786,8.4
85,0.9921845080961346,1.0102970525723753,0.5519329578653456,8.5
86,0.992448469850619,1.0103331918330436,0.558678447745592,8.6
87,0.9928771461666753,1.0101734042202137,0.5680044657018517,8.700000000000001
88,0.9936384204139398,1.009834801784338,0.5790327758621969,8.8
89,0.9945115112565514,1.009331446944043,0.5905844560193473,8.9
90,0.9950668892415799,1.0084906558324371,0.6015352399714683,9.0
91,0.9951478073381003,1.007300307446936,0.6110334271279075,9.1
92,0.9950386129328969,1.0061444492291125,0.6186687031658424,9.200000000000001
93,0.995137531615295,1.0053965300546437,0.6242385590611745,9.3
94,0.9954918963417448,1.004938654097677,0.627306264672515,9.4
95,0.9956834795124399,1.0043739763935284,0.6275355985597305,9.5
96,0.9952554126789608,1.0036287060986564,0.6256181580677138,9.600000000000001
97,0.9942642291477337,1.0030528827118463,0.6233357436932009,9.700000000000001
98,0.9932850813815945,1.0029546710738984,0.6223544408496458,9.8
99,0.9927978763249792,1.0032447770691308,0.6229524960299107,9.9
100,0.9927239310755422,1.0035469711006084,0.6239287758643857,10.0
