,Si-Si,Si-Hg,Hg-Hg,r
85,0.9949357114587792,1.023838810618434,0.98736333308004,8.5
86,0.9918856886954118,1.0298970304420896,0.980988237788103,8.6
87,0.9886553563468403,1.0333241033830138,0.9779414608652015,8.700000000000001
88,0.9861716931362335,1.033443195605653,0.9791183499007649,8.8
89,0.9848334454773982,1.0306098646711606,0.984812924187522,8.9
90,0.9844669837082614,1.0258295226375873,0.9935897253002377,9.0
91,0.9846898015143734,1.0203831985684824,1.0018866336841612,9.1
92,0.9853425191065868,1.0153623796874638,1.0058412470201912,9.200000000000001
93,0.9866200109325809,1.0111652722404825,1.0034223060468714,9.3
94,0.9887347849097082,1.0075990757369686,0.9945855117508072,9.4
95,0.9914784478513952,1.0046339098484727,0.9804682567604618,9.5
96,0.9942849670570646,1.0027706577252518,0.9634496740294712,9.600000000000001
