,Li-Li,Li-Ca,Li-Si,Ca-Ca,Ca-Si,Si-Si,r
48,0.9312296767504876,0.9895983022029499,0.9832172578250512,0.9523862667866,0.8763798129682365,1.0022798413975045,4.800000000000001
49,0.9354411522829889,1.0010163962802947,0.9854752010074852,0.9381841384070605,0.8932965977619507,1.0249851317205347,4.9
50,0.9394720033196856,1.0103068067038032,0.9896531358843215,0.9334863461598147,0.9077214897133216,1.0478786094210897,5.0
51,0.9437243973418719,1.0149087858703538,0.9961563383085653,0.9363511125783893,0.9209615289735298,1.068358547894915,5.1000000000000005
52,0.9477429496848905,1.0155700228794358,1.0026561515518873,0.9440591968386817,0.9340798135411972,1.083426931469556,5.2
53,0.9511929935673484,1.0149384890728241,1.00710626460445,0.9536239234940911,0.9469431711512776,1.0910555780417572,5.300000000000001
54,0.9545939426864236,1.0151462905571578,1.0096406074912836,0.9625566577712003,0.9589532941759611,1.0903696837844556,5.4
55,0.9586747640366622,1.0167023706517664,1.011699325216892,0.9702172853348658,0.9698266264657418,1.0814959750635582,5.5
56,0.9631624357471896,1.0189048599197525,1.0143531905325625,0.9775861036854946,0.9794206400259108,1.0659662859101002,5.6000000000000005
57,0.9669083118676254,1.0204700148420012,1.017704140125363,0.984972236511133,0.9873326542892691,1.0467600133054873,5.7
58,0.9690864249046088,1.0200951458203544,1.021173640879957,0.9907395859761333,0.9930519575806059,1.0273838646881146,5.800000000000001
59,0.9695096278226432,1.0173937599874057,1.024136711688838,0.9929075263120756,0.9964847091743355,1.0108959138673572,5.9
60,0.9681473217891406,1.0136332783210815,1.026462137771954,0.9912931911454753,0.9982090360217798,0.9992895206013629,6.0
61,0.9653433357890233,1.0111083246224644,1.028252823496382,0.9874761717935627,0.9992168900311463,0.9928449017870321,6.1000000000000005
62,0.9623540269061447,1.011281805750048,1.0290657326331554,0.9832669221736839,1.0004189211994123,0.9899999808735315,6.2
63,0.9606978579094263,1.0134878678267163,1.0279326499843375,0.9799279757086327,1.0023323173515826,0.9883141945506556,6.300000000000001
64,0.9608820900514692,1.01565512929801,1.0243393551046658,0.9783578250232471,1.0050954890375454,0.985801530962148,6.4
65,0.9620953361037297,1.016260754169871,1.0188486226067675,0.9789474021923616,1.0086862821153582,0.9816054035544595,6.5
66,0.9628477525647811,1.015521064122161,1.012697178646914,0.9812243545141446,1.013104134988713,0.9759341431413068,6.6000000000000005
67,0.9618292266809244,1.0148886845204177,1.0070782853644753,0.9843075405187703,1.0181724011701612,0.9696126989999375,6.7
68,0.9589214225020013,1.0155621300840776,1.0027967089318945,0.9875989454668875,1.0230239454518568,0.9636037660683909,6.800000000000001
69,0.9557048335934778,1.0173744584534201,1.0002434399057896,0.9904997884173977,1.0261902889883388,0.9587852870212024,6.9
70,0.9544571526581318,1.0189648662815842,0.999379630847194,0.991955345486877,1.0266846255770221,0.9559123613216474,7.0
71,0.9564653389392836,1.0189496584640387,0.9997356325759131,0.9912284459803719,1.0248058730054541,0.9553425064091912,7.1000000000000005
72,0.9613858652351105,1.0170098206348501,1.0006189693987184,0.9890215427601058,1.0216657342301638,0.9565664410210186,7.2
73,0.9677934703692925,1.0141259319292386,1.0014939869479886,0.9871400261676809,1.018268151151498,0.9583296134694391,7.300000000000001
74,0.9739307839856348,1.0118794666429218,1.0022036788527908,0.9869859671341515,1.0152808707004537,0.9596623516714547,7.4
75,0.9783234732540708,1.011286414416581,1.0028770329773944,0.9886456639277345,1.0132724421119357,0.9606634956363713,7.5
76,0.9803263515008532,1.012168347122065,1.003699847156725,0.9912572652322464,1.0125369295778923,0.9618823063275072,7.6000000000000005
77,0.9803695095880903,1.0136070820492278,1.0046711319663602,0.9938895657038986,1.0126048185843843,0.9631324288983022,7.7
78,0.9797279927375538,1.0147426978615783,1.00546846329799,0.9959799662057747,1.012512475646621,0.9635259590149375,7.800000000000001
79,0.9798927122024549,1.0150391657233857,1.005590365491622,0.9971744282929823,1.0119830044339655,0.9626990877158139,7.9
80,0.9817544029477686,1.014168559312681,1.004710326119867,0.9972058501872647,1.0118534941143562,0.9615304436908113,8.0
81,0.9849723875199653,1.0120205267543896,1.0029398158212017,0.9961550019244654,1.0128098599424706,0.9614118456096314,8.1
82,0.9881321663194254,1.0088069733384872,1.000806669613322,0.9945495635960889,1.01411647236311,0.9629814980126845,8.200000000000001
83,0.9897958987788299,1.005003349261353,0.9989113724180171,0.9928831897898758,1.014224822377099,0.9657684763782863,8.3
84,0.9895419422237058,1.0012246656493229,0.99746950395829,0.9911500578375272,1.0124030810388103,0.9690787174527555,8.4
85,0.9880760220058316,0.9982296978232045,0.9963174782199372,0.9889973591549206,1.0092833231136213,0.9729854591887075,8.5
86,0.9866230263882921,0.996835748185915,0.9954865340880265,0.9861867256365936,1.0059998848040859,0.9780955279387227,8.6
87,0.9861734215480764,0.997388683489217,0.9954254074514185,0.9828579778474897,1.0031795585089998,0.984285200592303,8.700000000000001
88,0.9868710265698233,0.9991913243163585,0.9962939121455181,0.9795789459541983,1.0006625250015289,0.9901790565136431,8.8
89,0.9879679365414845,1.000855226836869,0.9973564685798524,0.9770407207622782,0.9979460911910663,0.9944013259069625,8.9
90,0.988495072215137,1.0015423569098711,0.9976185982514095,0.9754554763682697,0.9950255857399841,0.9971348375212755,9.0
91,0.9880077127006077,1.0016575656730875,0.9969275868571646,0.9745168002822933,0.9928614107112627,0.9999673859395554,9.1
92,0.9867958089140536,1.0021749753992693,0.9960102986426717,0.9741142537488474,0.992714978258501,1.0041685471397455,9.200000000000001
93,0.9855413398783831,1.0036106522814456,0.9955914463662041,0.9746463055751892,0.9948151975571925,1.00939997768731,9.3
94,0.9847150488003137,1.005776531592972,0.9958686034223523,0.9764748982932819,0.9978577992976179,1.0142609430670126,9.4
95,0.9841489243389866,1.0080499917193846,0.9966270329620293,0.9795311860691062,0.9999412160652724,1.017874931834183,9.5
96,0.9832038443925214,1.0095658772548712,0.9974504768203839,0.9834740375492602,0.9999184288345021,1.0204582100781818,9.600000000000001
97,0.9814398604612826,1.0096131410446703,0.9979212947902784,0.9877541307972023,0.9979245081455884,1.0223208367954666,9.700000000000001
98,0.9790992072768127,1.0082879975492711,0.9979203164257221,0.9915841332402572,0.9949408888139086,1.0231199137682718,9.8
99,0.9769280135685966,1.006544331575408,0.9976877734115414,0.9942717605683076,0.9921355134941102,1.0226631177379428,9.9
100,0.9756524969123351,1.0054152530962404,0.9975123528525642,0.9955804536731037,0.9904624450393535,1.0218344624411404,10.0
