,Si-Si,Si-C,C-C,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,3.9273382792262375e-06,0.30000000000000004
4,0.0,0.0,0.00011718599106451551,0.4
5,0.0,0.0,0.0010231600621631563,0.5
6,0.0,2.020441886846831e-07,0.005827162250903611,0.6000000000000001
7,0.0,6.069572926590422e-06,0.025908096246395344,0.7000000000000001
8,0.0,6.559979409526049e-05,0.09285867223443,0.8
9,0.0,0.00044270461991757987,0.2701911727626094,0.9
10,1.6296568305431233e-07,0.0022548902030364894,0.6413535192383193,1.0
11,3.951360616989252e-06,0.00927180871800449,1.2485213929462327,1.1
12,3.957856906893648e-05,0.03148229912658208,2.00599659058694,1.2000000000000002
13,0.0002568484916334524,0.08911456383921502,2.681134187627774,1.3
14,0.0012818550068008153,0.2117110793744223,3.0107322220820025,1.4000000000000001
15,0.005202335451088561,0.42498016767248986,2.8771950661224737,1.5
16,0.017531199429786284,0.7262462155272122,2.38113386134948,1.6
17,0.04962267372069211,1.0659882556774087,1.750928417494237,1.7000000000000002
18,0.11907228598488968,1.3589081081889012,1.192071043334495,1.8
19,0.24448666967052549,1.5263621439717059,0.8031684081640283,1.9000000000000001
20,0.43390060682314047,1.539890857730084,0.5865169444675846,2.0
21,0.6730955476431525,1.4311547125377566,0.5007580210620489,2.1
22,0.9244463861957882,1.2647480413926204,0.5017651787952453,2.2
23,1.1410682540307997,1.1010458819093596,0.5561655502180882,2.3000000000000003
24,1.2879431763878086,0.9754262983763475,0.6391900265254752,2.4000000000000004
25,1.355067051498915,0.898152976290911,0.7309343783460968,2.5
26,1.3552769441252106,0.8641314247655683,0.8159180486683316,2.6
27,1.3123072453705849,0.8623798579048824,0.8844762750589787,2.7
28,1.2492698489624556,0.8813782003617795,0.9334308566994408,2.8000000000000003
29,1.18297073258325,0.9108655201669603,0.9645361430757339,2.9000000000000004
30,1.1232681311185226,0.9424391713836108,0.9818117355336528,3.0
31,1.0745061946558254,0.9704172454354933,0.9895343612750725,3.1
32,1.0372892284748434,0.9923872861649409,0.9912622269345156,3.2
33,1.010132026525787,1.0085036616754233,0.9893574991918918,3.3000000000000003
34,0.9906898591832357,1.0198169187927721,0.984804524537439,3.4000000000000004
35,0.9766019769654329,1.0268261465984398,0.977817600752166,3.5
36,0.9661934034014599,1.0293300051842844,0.9693178602758894,3.6
37,0.9587360402733994,1.0274800828614978,0.961880104563458,3.7
38,0.9540335500100462,1.0227152527352257,0.9582652220907498,3.8000000000000003
39,0.9519188405186166,1.0173319607510625,0.9582946750205117,3.9000000000000004
40,0.9522525341736667,1.0130385566829758,0.9581922353912354,4.0
41,0.9551329627282688,1.009987763323087,0.9545037919266224,4.1000000000000005
42,0.9606742096772776,1.0072268276460161,0.9482322729831931,4.2
43,0.9684004800680083,1.0039320220914034,0.9436963705154159,4.3
44,0.9770759557428288,1.0002226560509138,0.9435468622555614,4.4
45,0.9853928690222176,0.997096922729335,0.9460489439676671,4.5
46,0.9927167823936728,0.9957120557200577,0.9474416900859365,4.6000000000000005
47,0.9990331994725695,0.9964251367715047,0.9459365418815516,4.7
48,1.0043722595453002,0.9983668433944055,0.9427238052784778,4.800000000000001
49,1.008501790144716,1.0001131677702602,0.9395881297908689,4.9
50,1.0110815637836175,1.0008554508718925,0.9367652254992724,5.0
51,1.011945972103597,1.0008416630047385,0.9336765092880538,5.1000000000000005
52,1.0112541558968058,1.0008207825468731,0.9307776723672417,5.2
53,1.0094465615884258,1.0013150502591903,0.9295185770684732,5.300000000000001
54,1.0070871430786017,1.0023695066047382,0.9308046336153672,5.4
55,1.0047256436579974,1.0036589426932108,0.9343508039463153,5.5
56,1.0028094152725386,1.0047175547941207,0.9393944346853017,5.6000000000000005
57,1.0015525766683504,1.0052741940042897,0.9453293109468237,5.7
58,1.0008289161517097,1.0054787478720895,0.9514907151751983,5.800000000000001
59,1.0001906606875732,1.0056717474838546,0.9567140795631337,5.9
60,0.9990101564184404,1.005943250497347,0.9595344634301444,6.0
61,0.9968556718698769,1.0060424223572786,0.9592840968371951,6.1000000000000005
62,0.9940257765643563,1.005709531137184,0.9571875295849032,6.2
63,0.9916096742838743,1.0050078434691787,0.9558751011460153,6.300000000000001
64,0.9906964009642854,1.0043167805792916,0.9572818494407395,6.4
65,0.9914722512644689,1.0040232221163046,0.9611038587549372,6.5
66,0.9931485848708804,1.0042487103436288,0.9653728794203993,6.6000000000000005
67,0.99471861106524,1.0048318343743905,0.9681257504645909,6.7
68,0.9957463030586675,1.0055065749026724,0.9683343911652013,6.800000000000001
69,0.9965010309018418,1.0060697301818584,0.9658384048726266,6.9
70,0.9974567516955419,1.0064237575746753,0.9611847679214576,7.0
71,0.9987864499714545,1.0065195867281147,0.9556552947803657,7.1000000000000005
72,1.0003058858638165,1.0063038295286337,0.950958256304922,7.2
73,1.001688304484681,1.005709858361594,0.948379555370941,7.300000000000001
74,1.0026252977709056,1.0046556131111448,0.9481231152077121,7.4
75,1.002899056576083,1.0031482769977633,0.9495031946720389,7.5
76,1.0024452916888313,1.001515922589576,0.9517152184219825,7.6000000000000005
77,1.0013902035540223,1.0004225709968693,0.9544895320875626,7.7
78,1.0000218123763205,1.0004351176815955,0.9581470341426468,7.800000000000001
79,0.998700773205964,1.0014648829352735,0.9629318880991707,7.9
80,0.9977424079190135,1.0026928106727764,0.9680813856706917,8.0
81,0.9973051666891507,1.0032271838107896,0.9717617001062997,8.1
82,0.9973168859122191,1.0029477405237335,0.9724496666895257,8.200000000000001
83,0.997508359104622,1.0025923852365972,0.9704370131573825,8.3
84,0.9975715112156799,1.0029452576201237,0.967500684344983,8.4
85,0.997315738843739,1.0040700942662204,0.9650465686897067,8.5
86,0.996705019583448,1.0053892032570093,0.9631071742611773,8.6
87,0.9958450744442963,1.0063329377026737,0.9612229467182338,8.700000000000001
88,0.9949755360373467,1.0067965692778122,0.9596377868954694,8.8
89,0.9944008878589002,1.0070309352551698,0.9591512047581471,8.9
90,0.9943537694445144,1.0072071338401152,0.9600997083987749,9.0
91,0.9948857135433333,1.0072098509673202,0.9619781418094252,9.1
92,0.9958526801074093,1.0068677604590097,0.9639681146178436,9.200000000000001
93,0.9970298385561718,1.0062094902907184,0.9653900178786763,9.3
94,0.998272671002803,1.005397614311444,0.9657332404467769,9.4
95,0.999558520912403,1.0045861856458427,0.9648098239003707,9.5
96,1.0008971485632516,1.0039638206009989,0.9630175153860321,9.600000000000001
97,1.0022363800910399,1.0037323930631985,0.9611292882865455,9.700000000000001
98,1.0034321727569868,1.0038784667128118,0.9597207549366532,9.8
99,1.004303337750718,1.004135973866871,0.9589099806312739,9.9
100,1.0047438326936964,1.0042825894210115,0.958563697398408,10.0
