,Li-Li,Li-S,S-S,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,1.2550718523142738e-06,5.229466051309474e-07,2.0917864205237895e-07,0.8
9,1.0778201214020383e-05,6.0041449037109425e-06,8.590450560116427e-06,0.9
10,6.244460588282587e-05,4.6381156543362686e-05,0.00010164907944754264,1.0
11,0.0002856462899815392,0.0002678031357483065,0.0006795940891854597,1.1
12,0.0010527434500802368,0.0012389600596666907,0.003404731741375883,1.2000000000000002
13,0.0032047163666212887,0.004776428781569947,0.013708639834746107,1.3
14,0.008240090963589998,0.015610953536464222,0.04515233587534571,1.4000000000000001
15,0.018373496341320152,0.04362787563298202,0.12259859870364381,1.5
16,0.036469004253436535,0.10487430945681206,0.27630173714609213,1.6
17,0.0658743078928383,0.21810110701115684,0.5209342745391458,1.7000000000000002
18,0.10992565537504811,0.39519030831816254,0.8294362301158619,1.8
19,0.17101521034791048,0.6294909744766286,1.1282141645214065,1.9000000000000001
20,0.24958178678720067,0.8912560764953483,1.3300395128626383,2.0
21,0.3434831574311878,1.1366699253227208,1.3844849981017284,2.1
22,0.44775554127133294,1.3263322005449665,1.304488432542724,2.2
23,0.5549078863914839,1.440650430387571,1.1499356918128947,2.3000000000000003
24,0.6563022463874336,1.4825790578192894,0.9880205062334053,2.4000000000000004
25,0.7445459463929258,1.469182203739167,0.8626786965491798,2.5
26,0.8153687890028873,1.4208992769989408,0.7874605452899008,2.6
27,0.8676261634698091,1.3553882527518097,0.7552427306260426,2.7
28,0.9023997113890388,1.2861722493790937,0.7519240407420532,2.8000000000000003
29,0.9229898054457825,1.2224826293819173,0.7655770346985356,2.9000000000000004
30,0.934989657684662,1.1685409069809622,0.7889911997536173,3.0
31,0.9442771185728033,1.12400861406671,0.8181270773777822,3.1
32,0.9539628761229484,1.086873891987968,0.8499525803904374,3.2
33,0.9637548493904394,1.0565599507190955,0.8814196189278399,3.3000000000000003
34,0.9719262655346868,1.0341999589810287,0.909694940477756,3.4000000000000004
35,0.977339654258795,1.0202566345542803,0.9329678117938671,3.5
36,0.9804969299655354,1.0128053971728839,0.9510061159762331,3.6
37,0.9835306139489265,1.0086208084020325,0.9650146677318988,3.7
38,0.9885741201346712,1.0054816531712474,0.9766943340326432,3.8000000000000003
39,0.995690486503994,1.0028923746125926,0.9868505344017074,3.9000000000000004
40,1.0028121817595017,1.0009032173825563,0.9946669244797345,4.0
41,1.0077997028227683,0.9989389096353988,0.998712334941845,4.1000000000000005
42,1.0100098229179415,0.9959865512993823,0.9988926158327918,4.2
43,1.0098508421796621,0.9916831245607043,0.9971902883791236,4.3
44,1.0076986277319453,0.9869078532507569,0.9962384972456555,4.4
45,1.0039976927990213,0.9831739402570129,0.99722933034645,4.5
46,1.0002456800206028,0.981502820335509,0.9993898237228266,4.6000000000000005
47,0.9987777209354123,0.9818979338145294,1.0012836952938555,4.7
48,1.0007420320290001,0.9836347722964156,1.002139042504289,4.800000000000001
49,1.004802693230571,0.9857528997906653,1.0020117923199399,4.9
50,1.0084154859014367,0.9873682801716236,1.0014000003660601,5.0
51,1.010019995227838,0.9879005730702901,1.0010155792077255,5.1000000000000005
52,1.0097932410750703,0.9873674800456254,1.00150050462461,5.2
53,1.008829068167891,0.9865623602007636,1.0029599075142615,5.300000000000001
54,1.007902677100239,0.9866528987241995,1.0048799855765547,5.4
55,1.006917855776279,0.9881955071852557,1.0067076575732303,5.5
56,1.0052981420433718,0.9905747442063997,1.0083827780927574,5.6000000000000005
57,1.0025552011059249,0.9926661498267382,1.010032007006031,5.7
58,0.9984642027566645,0.9939873974217451,1.0111631258963147,5.800000000000001
59,0.9932907478888502,0.994985779047702,1.010587274711045,5.9
60,0.9880229298018328,0.9963196520011682,1.007478950127352,6.0
61,0.9837828894461411,0.9981847141610488,1.0024062790925727,6.1000000000000005
62,0.9809551168226682,1.0003860179127138,0.9971058795899382,6.2
63,0.9793297251598088,1.002767487744338,0.9932225089364666,6.300000000000001
64,0.9788380121922737,1.0052428485521727,0.9912338265669736,6.4
65,0.9795790489942575,1.007441085328756,0.990484043297301,6.5
66,0.9812652869182763,1.0086151141392945,0.9901748934110934,6.6000000000000005
67,0.9831488955031324,1.00809135773274,0.9902639296213416,6.7
68,0.9845675914981918,1.00587913278435,0.9913763275240094,6.800000000000001
69,0.985411943151385,1.0028754433195006,0.9939359236464379,6.9
70,0.9860930560810514,1.00039025101931,0.9974774432197012,7.0
71,0.9871034398560355,0.9993051340776634,1.000757964886372,7.1000000000000005
72,0.9884313930295084,0.9995426860026144,1.0025118491427598,7.2
73,0.9893299981050937,1.0003199668572167,1.0022510526247577,7.300000000000001
74,0.9888179581113167,1.0009175086462059,1.0005628011638301,7.4
75,0.9865222460650951,1.0011772037605917,0.998701951942534,7.5
76,0.9830153928698904,1.0013339580844645,0.9977574053559641,7.6000000000000005
77,0.9794730752983192,1.0015756433970473,0.997970437264762,7.7
78,0.9771787835056406,1.0018452641134514,0.9986832781595908,7.800000000000001
79,0.9770392405923364,1.0019474905336365,0.998926729167374,7.9
80,0.9790251231686539,1.00177926183409,0.9982138416334176,8.0
81,0.9819672251336453,1.0014566144444883,0.9969319612598089,8.1
82,0.9841417485425358,1.0011641364166848,0.9960126674063712,8.200000000000001
83,0.9843506957800566,1.0009128228358937,0.9961545764534021,8.3
84,0.9826767271338096,1.0005776875991768,0.9972683069606287,8.4
85,0.9802982063778144,1.000188730401102,0.9986176815427942,8.5
86,0.9784419022271514,1.000042089141299,0.9995064744752903,8.6
87,0.977497229371622,1.0004319199795715,0.9997909577338598,8.700000000000001
88,0.9771925797780537,1.0013277903802316,0.9996776146210428,8.8
89,0.9772357811424547,1.0024046826417161,0.9991925001087875,8.9
90,0.9773132234188276,1.003272171730265,0.9981154904120016,9.0
91,0.9768344626381965,1.0035630802927733,0.9964173270877177,9.1
92,0.9753297203555471,1.002977860099262,0.9946130747563976,9.200000000000001
93,0.9731211045145627,1.001492752011454,0.9936394440390537,9.3
94,0.9713631503860047,0.9995092487969108,0.9943138042544272,9.4
95,0.9713255144949973,0.997625996720104,0.996781570809225,9.5
96,0.9734627002491216,0.9961797424928929,1.0003990888837004,9.600000000000001
97,0.9770447588769957,0.995045727794468,1.0040697723943581,9.700000000000001
98,0.980746712551718,0.9939216347819819,1.0067797904863314,9.8
99,0.9835426957613661,0.9927846063920628,1.0081367790198543,9.9
100,0.984993340896657,0.9920112263870341,1.0085243763143237,10.0
