,Li-Li,Li-Rh,Rh-Rh,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.13564778627061e-06,0.0,0.0,0.5
6,9.363766817854909e-06,0.0,0.0,0.6000000000000001
7,5.43586025652423e-05,3.554156960735799e-07,0.0,0.7000000000000001
8,0.00024929754062143265,4.6916672489885265e-06,0.0,0.8
9,0.0009248602304584788,3.394693182419631e-05,0.0,0.9
10,0.0028506901590948344,0.00018625930924252927,0.0,1.0
11,0.007489964120817679,0.000822356892459419,8.86077912648814e-08,1.1
12,0.017204816172075706,0.00302247599788896,1.2575278982309793e-06,1.2000000000000002
13,0.035330830586781124,0.009424565901157866,1.4003543980270308e-05,1.3
14,0.06601509111902927,0.025325518612984876,0.00010660428547138663,1.4000000000000001
15,0.11374940730571549,0.05939795133002643,0.0006113505099278831,1.5
16,0.18282793315984494,0.12285971907318304,0.002815034568803292,1.6
17,0.27661083117648183,0.22608081416340137,0.010780040348091336,1.7000000000000002
18,0.39566007190017793,0.37309524324578397,0.03474419873275728,1.8
19,0.5349359855251891,0.5569055121595087,0.09474429251746777,1.9000000000000001
20,0.6829252111541745,0.759287574356775,0.21960766624501316,2.0
21,0.8248567261723666,0.9561388610385343,0.43520564985634025,2.1
22,0.9477115720215793,1.125241325251079,0.7431003928709767,2.2
23,1.043193882331977,1.2520862902089218,1.104281782824393,2.3000000000000003
24,1.1080311036737152,1.3316091565102524,1.4466064036135184,2.4000000000000004
25,1.1433370842484925,1.3663198002906523,1.69692286898118,2.5
26,1.1540008714473555,1.3629095412054615,1.8148961359724503,2.6
27,1.147479202333059,1.3297056653606056,1.8038151169866936,2.7
28,1.1313735611658045,1.2756824462879235,1.6966622152764106,2.8000000000000003
29,1.1108642421846848,1.209855422461389,1.5352097297187008,2.9000000000000004
30,1.0880258604036135,1.140295320578561,1.3565007353978646,3.0
31,1.0632808910250513,1.0733823899228099,1.1873713721265833,3.1
32,1.0371857279416363,1.0137484486629298,1.0429996424147157,3.2
33,1.011061224895967,0.9644856169016215,0.9286356152167426,3.3000000000000003
34,0.9866403139698141,0.9273582291243004,0.843956093155154,3.4000000000000004
35,0.9654265642479248,0.9031026013796923,0.7869852115593721,3.5
36,0.9480164848196446,0.8915814761085785,0.755195479764591,3.6
37,0.9339174994594326,0.8915636976986088,0.7449328835198248,3.7
38,0.9228198781893769,0.9005273894721261,0.7515790468810462,3.8000000000000003
39,0.9163594122742101,0.9152640332129615,0.77065485895447,3.9000000000000004
40,0.9175803711864647,0.9332038463726388,0.7985635470663658,4.0
41,0.9277148031293773,0.9532291626606406,0.832662961440339,4.1000000000000005
42,0.9438018919140835,0.9750499239839078,0.8711844815093813,4.2
43,0.960238949599122,0.9979023327021053,0.9129422258618112,4.3
44,0.9727998955752422,1.0200671272108754,0.9565783456232719,4.4
45,0.9808387525283988,1.039409100749421,0.9998604629869366,4.5
46,0.9860513387188449,1.0540541789635924,1.039693724061247,4.6000000000000005
47,0.9902540006742226,1.0628455783550144,1.072722989624309,4.7
48,0.9944947766410553,1.065671020481095,1.0960395680477868,4.800000000000001
49,0.9989681051248885,1.063389069007514,1.1077892520935235,4.9
50,1.0028548419083099,1.0572453760176965,1.1075895803114943,5.0
51,1.0048210437882985,1.0483492879268623,1.0966980272903863,5.1000000000000005
52,1.0042308907192516,1.0376467846369932,1.077892947164044,5.2
53,1.0015577731686789,1.0261010739990983,1.054900969721853,5.300000000000001
54,0.9976587866751963,1.0146256415421318,1.0313058990209663,5.4
55,0.9931915549156808,1.0038237298040724,1.0094678241921478,5.5
56,0.988704905232437,0.9939893980357449,0.9903377980371626,5.6000000000000005
57,0.9847043125261409,0.9855156911894686,0.9742570221488649,5.7
58,0.9813484312586418,0.9791558036743296,0.9617739454061236,5.800000000000001
59,0.9782901500305543,0.9756915930365768,0.9536790987992475,5.9
60,0.9751542314797385,0.9754254758965654,0.9504311597837996,6.0
61,0.9722882203031336,0.9780535856820723,0.9516342182404881,6.1000000000000005
62,0.9706782914707205,0.9828246638919242,0.9560602264270897,6.2
63,0.9709079317976687,0.9887548016652716,0.9622780994776611,6.300000000000001
64,0.9725429017224065,0.9949643700761085,0.9693323220986436,6.4
65,0.9747369319788644,1.0009463255971462,0.9767705262517591,6.5
66,0.9770799381365934,1.006448708031018,0.9841972496381781,6.6000000000000005
67,0.979694955091944,1.0112748416354547,0.9911645512884397,6.7
68,0.9827811779260237,1.0154124256425792,0.9974630414665245,6.800000000000001
69,0.9861908573174393,1.0191244308211895,1.0031584318323943,6.9
70,0.9892626102066953,1.0225632527877482,1.0082904290613695,7.0
71,0.990973773004817,1.0254136790554427,1.012693215173082,7.1000000000000005
72,0.9904349147588533,1.0271826460343099,1.0159417799875194,7.2
73,0.9873912921201633,1.0277129508973617,1.0172845394112777,7.300000000000001
74,0.9823132772884442,1.0271910356220497,1.0159198810606662,7.4
75,0.9761400170749864,1.0257954962921187,1.011695838456841,7.5
76,0.9699971563669473,1.0235370243549582,1.0055035603023315,7.6000000000000005
77,0.9649395329605324,1.0204092121670523,0.9988995950147862,7.7
78,0.9616414207751343,1.0165977914218352,0.9933635807285609,7.800000000000001
79,0.9602029614110801,1.0125576251084998,0.989736832852242,7.9
80,0.9602180540509453,1.0088792164024145,0.9879854259896306,8.0
81,0.961104872600005,1.006011661748689,0.9873144411377869,8.1
82,0.9625006167852652,1.004055152104817,0.9866001063343739,8.200000000000001
