,Si-Si,Si-Te,Te-Te,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,1.0261114058004709e-06,0.0,0.0,1.0
11,1.2216739430976053e-05,0.0,0.0,1.1
12,0.00011323173621772563,1.1082003182645088e-06,0.0,1.2000000000000002
13,0.000697211243181815,1.8911479221161705e-05,0.0,1.3
14,0.0033433107471392623,0.0001550249425484358,0.0,1.4000000000000001
15,0.013144010826389219,0.0009027710599345868,1.7457471932333144e-06,1.5
16,0.04296750135458195,0.00413146455579792,2.292745499215371e-05,1.6
17,0.11723638620404325,0.01549672697316201,0.00016896207295131387,1.7000000000000002
18,0.2682104819383669,0.048385669824675355,0.0009094565508792067,1.8
19,0.5180559302178988,0.12689680641222834,0.003902375028029559,1.9000000000000001
20,0.8534230967512574,0.28178519179139405,0.013767692166481492,2.0
21,1.2152999966829356,0.5343669223902159,0.04042887871125538,2.1
22,1.520755712041428,0.8740916995579227,0.09967924955353152,2.2
23,1.703188741251442,1.248377715118832,0.2082271943639134,2.3000000000000003
24,1.740160364494581,1.579842630723663,0.3725370852331964,2.4000000000000004
25,1.653541234883418,1.80253900540221,0.5786451257133052,2.5
26,1.4910716178217278,1.890196578815279,0.7938661307978947,2.6
27,1.3044338853337731,1.8581603485507532,0.9821966166705711,2.7
28,1.1328203541692619,1.74482223831415,1.1212509067402616,2.8000000000000003
29,0.9958365800650586,1.590928663692973,1.2075852382787073,2.9000000000000004
30,0.8959725231462509,1.4287601268384842,1.250101703113658,3.0
31,0.8266113317496402,1.2803580022229537,1.2606782672025412,3.1
32,0.7794638790026724,1.158245271836816,1.2488781130560933,3.2
33,0.7478820657897058,1.0659926882812447,1.2212508640928397,3.3000000000000003
34,0.7267514163884489,1.0005339113098553,1.182684774776656,3.4000000000000004
35,0.711900835055923,0.9563176008140084,1.1376704464508838,3.5
36,0.7008839016147456,0.9281512958083518,1.0908401748941614,3.6
37,0.693842319509988,0.9114306868716812,1.0468708228349721,3.7
38,0.6927090708354826,0.9017148754371095,1.0098083884566937,3.8000000000000003
39,0.6995134602750608,0.8952451783914281,0.9822934550268582,3.9000000000000004
40,0.7155014261217368,0.8900858270018924,0.9653803409067161,4.0
41,0.7406300578351707,0.8867969955967798,0.9586587061621197,4.1000000000000005
42,0.7723161236525689,0.8875392446703398,0.9600930738323791,4.2
43,0.804303402086033,0.8937604512148282,0.9661725382931955,4.3
44,0.8282726768846199,0.904578263608602,0.9731004422943865,4.4
45,0.8388936096981856,0.917494608153668,0.9783319648159471,4.5
46,0.8385668281124102,0.9303451152705187,0.9811066482807762,4.6000000000000005
47,0.8363081870590234,0.9424604172312716,0.9817349456672528,4.7
48,0.8406694871871765,0.9545452466289815,0.9807632168232921,4.800000000000001
49,0.8535823781638194,0.9677936599217347,0.9788568655882062,4.9
50,0.8705658986912694,0.9827152007190623,0.9768855652053667,5.0
51,0.8854484981217726,0.9984873030154612,0.9755181281703398,5.1000000000000005
52,0.8943761059514788,1.01345636564424,0.974896723047002,5.2
53,0.8968059615882873,1.025949203355669,0.9751408367183927,5.300000000000001
54,0.894448476692239,1.0344498259427441,0.9769153073595117,5.4
55,0.889948140023633,1.0377357337304791,0.981040650316666,5.5
56,0.8863923902552044,1.035694648788143,0.9876066757813795,5.6000000000000005
57,0.8870871860178335,1.030037327250582,0.995559758557874,5.7
58,0.8942467915677325,1.0236676001967109,1.0028808865064527,5.800000000000001
59,0.9072137224507368,1.0188678814759988,1.0071857620912283,5.9
60,0.9225229759057266,1.0158686597654285,1.0067977536748234,6.0
61,0.9364204896624292,1.013272964843922,1.001919795408185,6.1000000000000005
62,0.9473640824089282,1.0099598578031592,0.9948880310482376,6.2
63,0.9560415031395202,1.0064363516601988,0.9889247941269284,6.300000000000001
64,0.9634043551325098,1.0041582093853723,0.9862891623820403,6.4
65,0.9692491778168897,1.0038109614518136,0.9874128809558183,6.5
66,0.9726828965659341,1.0046823265436982,0.9914192385443563,6.6000000000000005
67,0.9734118423565097,1.0056505134084601,0.9969188564501402,6.7
68,0.9721129555946973,1.00630002206327,1.0023082076514092,6.800000000000001
69,0.9695782401677318,1.0069174375293675,1.0060552403726206,6.9
70,0.966250326846782,1.0079514936401681,1.0073776671202899,7.0
71,0.9631401203811982,1.0098228956160409,1.0066772230985375,7.1000000000000005
72,0.962522090206525,1.012691596043422,1.0050154198956196,7.2
73,0.9666228398666935,1.0158753701075598,1.0031016705757692,7.300000000000001
74,0.9757268159728443,1.0179067528301036,1.000881937098687,7.4
75,0.9882940883888407,1.0177778480130584,0.9980643007002505,7.5
76,1.0027000687130947,1.0160158007975735,0.9948833550049906,7.6000000000000005
77,1.0180529211177485,1.0141377604730368,0.9922007842779549,7.7
78,1.0333368016774267,1.0130270020745313,0.9907508096363085,7.800000000000001
79,1.0466085684012867,1.0121198488596592,0.9904047198389091,7.9
80,1.0554796242895745,1.0101827815194742,0.9904179952554217,8.0
81,1.0580041290017386,1.0066422928202954,0.9902863375879587,8.1
82,1.0529153489893464,1.0021358801472657,0.9900147421640221,8.200000000000001
83,1.0400522335749733,0.9980258749090084,0.9895820659611877,8.3
84,1.0217659181154057,0.9954477938369529,0.9886627482706078,8.4
85,1.0033692790998405,0.9946736538459413,0.9871846576679264,8.5
86,0.9903319004602646,0.9951618226078084,0.9858455032355266,8.6
87,0.9842161136802958,0.9959638217461306,0.9857270936416526,8.700000000000001
88,0.9822240310820831,0.996066557827791,0.9874398441734997,8.8
89,0.9809863571012273,0.9947521370716864,0.9907064656772989,8.9
90,0.9798899279209257,0.9919199694536244,0.9946025526811233,9.0
91,0.9807110438928223,0.9880647125289207,0.9981185182641009,9.1
92,0.9851498894558417,0.9840737800298568,1.0006357198870308,9.200000000000001
93,0.9930974064598728,0.9810712477422245,1.0020388861052736,9.3
94,1.0027460156519077,0.979904245892419,1.0025180332161028,9.4
95,1.0121315163301627,0.9803232169439168,1.0023536728744813,9.5
96,1.0206161574295058,0.9809778621075953,1.0018591304507027,9.600000000000001
97,1.0287755862703152,0.9806960042484364,1.0014102433729055,9.700000000000001
98,1.036950894123347,0.9796075576372407,1.0013778936502657,9.8
99,1.0441867267230436,0.9786374948964209,1.0018333618714772,9.9
100,1.0485727293253748,0.9782376008277556,1.0023393260131575,10.0
