,Al-Al,Al-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,0.0,5.41260899932546e-07,1.0
11,3.778330935817217e-07,1.2144635150841056e-06,8.387318485703652e-06,1.1
12,4.3148935386904784e-06,1.624930216006562e-05,6.845340411390041e-05,1.2000000000000002
13,3.1829150368272646e-05,0.00012462565327567743,0.00040758138894972064,1.3
14,0.000181026326499797,0.0007070331155528736,0.0019187199280262975,1.4000000000000001
15,0.0008293098226356057,0.003180621902305367,0.007441905438619307,1.5
16,0.0031881373849723237,0.011819509525944226,0.024238767875614523,1.6
17,0.01046734500622891,0.03685508845069011,0.06695783581298198,1.7000000000000002
18,0.029667675438610503,0.09722270612137786,0.1578208831024397,1.8
19,0.07307266231792496,0.2184125054873711,0.31893826957212734,1.9000000000000001
20,0.1572480012708355,0.4208203542364681,0.555420323995595,2.0
21,0.297349376705206,0.7016155689979154,0.8388789075235044,2.1
22,0.49749040800621874,1.0241927731416147,1.1088177715297685,2.2
23,0.7425967018820918,1.3284658173227641,1.2990432810769672,2.3000000000000003
24,0.9988991054032118,1.5573722601499598,1.3721317616399853,2.4000000000000004
25,1.2252310466048322,1.679489216072225,1.3351076059325364,2.5
26,1.3887449606610496,1.6939717549746938,1.227632050085124,2.6
27,1.4751121026911198,1.6218228517756241,1.0970090660976628,2.7
28,1.488700567855766,1.4946429907418533,0.9780584919507399,2.8000000000000003
29,1.445977134604753,1.3459464753789685,0.8861353264591904,2.9000000000000004
30,1.3677425069916198,1.204231423453222,0.821996024598807,3.0
31,1.2733971816905127,1.087816211082599,0.7808041356046462,3.1
32,1.1779100599238292,1.0033738920776727,0.7574854947505816,3.2
33,1.0910952211351634,0.9483461953178323,0.7475378517854766,3.3000000000000003
34,1.0183269611171082,0.9153437893476714,0.7469429877253778,3.4000000000000004
35,0.9617171083844812,0.8966258967132112,0.7527305111317729,3.5
36,0.9211882809012566,0.8870016382977784,0.7633559970283395,3.6
37,0.8952404862662275,0.8842045007595958,0.7783023675994466,3.7
38,0.8814115348477702,0.8875795918626429,0.7971923082919354,3.8000000000000003
39,0.876659961589339,0.8968191289755965,0.8194807464768321,3.9000000000000004
40,0.878008383314068,0.9113958753893451,0.84500558911387,4.0
41,0.883362113195544,0.9302616493857219,0.8739181477361093,4.1000000000000005
42,0.8919162303385345,0.9516473796607623,0.9054127076002835,4.2
43,0.9037232645616327,0.9733177595630834,0.9370492300671968,4.3
44,0.9188094435426414,0.9933421058640826,0.9658487430221179,4.4
45,0.9366337138104136,1.0107602974900487,0.9897936531620279,4.5
46,0.9562239197439559,1.0254814572869952,1.0082472851388595,4.6000000000000005
47,0.9765222943740843,1.0375372487369612,1.0212544719871661,4.7
48,0.9963796906351626,1.046493396386251,1.028595021965518,4.800000000000001
49,1.0142777711585622,1.051560849230741,1.0298895503299499,4.9
50,1.028359598109368,1.0522569745114176,1.0260525420512845,5.0
51,1.037053822100093,1.0490587848154864,1.0200699758877938,5.1000000000000005
52,1.0398644160078045,1.0434508472701445,1.0152612491077795,5.2
53,1.0377580982030976,1.0371666254240834,1.0125939966315207,5.300000000000001
54,1.0328186409401459,1.0311647814050853,1.010334095870524,5.4
55,1.0271746607201926,1.0253361654824709,1.0061992892602734,5.5
56,1.0218521160300402,1.0192007503063207,0.998846669789149,5.6000000000000005
57,1.016490384075889,1.0126477120193522,0.9875660033177778,5.7
58,1.0101720462545816,1.0058382910808996,0.9724086433798136,5.800000000000001
59,1.0025928179299965,0.9988796916447464,0.9555428876043462,5.9
60,0.9944792717498887,0.9921762004877395,0.9413088086247489,6.0
61,0.9869685397217681,0.9868502815434669,0.9334562631035809,6.1000000000000005
62,0.9808497913059271,0.9841519671669211,0.9322158799379239,6.2
63,0.9765338655159478,0.9843207926128602,0.9346583358268051,6.300000000000001
64,0.9744342845410775,0.986312287646958,0.9378919475983022,6.4
65,0.9749587099975512,0.9887961539644093,0.9413220356865096,6.5
66,0.9781233123106431,0.9913281901320197,0.9459208925426971,6.6000000000000005
67,0.9833363612582089,0.9944477876196429,0.9523411942033769,6.7
68,0.9895074677651302,0.998669542009602,0.9601387893223329,6.800000000000001
69,0.9953209270165142,1.0035243978297508,0.9679908685374732,6.9
70,0.9995877759334911,1.0077971205990295,0.9741761810316888,7.0
71,1.0016229697957206,1.0106607975249113,0.9774890416611466,7.1000000000000005
72,1.001519516781238,1.0122711015976107,0.9782061432357401,7.2
73,1.000157895371791,1.0132041731458779,0.9780107955505905,7.300000000000001
74,0.9987996571821784,1.0137190124528317,0.978806562140962,7.4
75,0.9983354280648654,1.0137676656441654,0.9815258815380133,7.5
76,0.9987198308072714,1.0133560441808007,0.9857359923375293,7.6000000000000005
77,0.9992143272508146,1.0124559232427799,0.9901199627661129,7.7
78,0.9992773900058914,1.0107168136484863,0.9934244437238281,7.800000000000001
79,0.9990841324069245,1.0077745868553676,0.9949683335423682,7.9
80,0.9990934364010349,1.0039881380184486,0.9943712143399973,8.0
81,0.9992954021257526,1.000530698490994,0.9912919337776601,8.1
82,0.9990876692776357,0.9985158759823002,0.9859274564501779,8.200000000000001
83,0.997926727134428,0.998160504995957,0.9796637265365907,8.3
84,0.9960617121263631,0.9988055347568734,0.9746738519146371,8.4
85,0.9945215753476457,0.9994855560418253,0.972535042669613,8.5
86,0.9942742123970338,0.9994719974300517,0.9733639882353288,8.6
87,0.9954006708439356,0.9986162371789964,0.9763065036440105,8.700000000000001
88,0.9970976698310675,0.9974546529495218,0.9804574233873601,8.8
89,0.9983721009358802,0.9969738839034143,0.9850656347284432,8.9
90,0.9987032541720563,0.9980717978247595,0.9892033668211003,9.0
91,0.9982547817468885,1.0009183365226042,0.9918030196285429,9.1
92,0.9976423197664575,1.0046404085671574,0.9923622848430216,9.200000000000001
93,0.9973747355739652,1.0077658815142791,0.9915919381128577,9.3
94,0.9973479707139616,1.0092538399569526,0.9909279095961265,9.4
95,0.9969658083478329,1.009209891268693,0.9909020033228472,9.5
96,0.9958389326915115,1.0086688357121885,0.9902569135960576,9.600000000000001
97,0.9942303742211381,1.0087485469977866,0.9873062618082413,9.700000000000001
98,0.9927582235172149,1.0098861124586254,0.9820572399687203,9.8
99,0.9918242052389092,1.0116041653867422,0.9764967986107999,9.9
100,0.9914295865427023,1.012876990578863,0.9730204642747557,10.0
