,Li-Li,Li-Cr,Cr-Cr,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,7.276899513195118e-07,0.0,0.0,0.4
5,5.985221565869613e-06,0.0,0.0,0.5
6,3.7530458279098983e-05,0.0,0.0,0.6000000000000001
7,0.00018357845181295697,1.1643039221112194e-07,0.0,0.7000000000000001
8,0.0007431889401204642,1.3732099241436564e-06,9.721482943409105e-07,0.8
9,0.0025481178898428256,1.0760040306915337e-05,1.3545599866075847e-05,0.9
10,0.007598894721143379,6.108637364448466e-05,0.00010101543794071387,1.0
11,0.020022084185396184,0.0002805297686535137,0.0005565807527772998,1.1
12,0.04696867557650901,0.0010769762831364558,0.0024471372401388544,1.2000000000000002
13,0.09839819492137422,0.003518480786427778,0.008884935254086708,1.3
14,0.184685277487275,0.00992538275187147,0.02706623073192071,1.4000000000000001
15,0.3125806571341752,0.02450479072884488,0.07002997961779471,1.5
16,0.4819737962287014,0.05362027156402111,0.1556938670409508,1.6
17,0.6851625774045028,0.10510905610456732,0.3009638056945051,1.7000000000000002
18,0.9078079633890604,0.18613889815402995,0.512090341300432,1.8
19,1.1308574699918406,0.299812677445106,0.7767379788245755,1.9000000000000001
20,1.3342314563855633,0.4420989614170535,1.0637849353240882,2.0
21,1.5015841486950656,0.601303083115932,1.3322040918497595,2.1
22,1.6232684747707293,0.7607172800360535,1.5444849152156634,2.2
23,1.696447549904135,0.9028316211950489,1.6776080306338104,2.3000000000000003
24,1.7236499173942692,1.0132633220181668,1.7268690736239307,2.4000000000000004
25,1.7108065960094871,1.083784184438185,1.7027346324141401,2.5
26,1.6655303634243952,1.1139132594444034,1.6242579568761673,2.6
27,1.5963263270057824,1.1100576992553435,1.512488714285326,2.7
28,1.5121425050996113,1.0823148951430615,1.385886981344071,2.8000000000000003
29,1.4215026994357063,1.0407656850131226,1.2584967382625412,2.9000000000000004
30,1.3317869162054634,0.9932814190086604,1.1402575572199676,3.0
31,1.249144731949014,0.9454858862711946,1.0379214765954503,3.1
32,1.1782197790422622,0.9017901321892952,0.9554915313253773,3.2
33,1.1209798697989692,0.8658240081234115,0.8944528308106882,3.3000000000000003
34,1.0760726302344072,0.8399396911842701,0.854515781714695,3.4000000000000004
35,1.0405978264524776,0.8249891821124405,0.8345098989003447,3.5
36,1.0131204312260123,0.8209699602460012,0.8325649753500857,3.6
37,0.994570906702193,0.8275806800351605,0.8457959905673123,3.7
38,0.9860865307267641,0.8439826173327787,0.8704954635548726,3.8000000000000003
39,0.98646638364975,0.8684057681084489,0.9029268644436813,3.9000000000000004
40,0.991981585234739,0.8982644624906109,0.9397775386300221,4.0
41,0.9984873145218546,0.9306623251927777,0.977875484620049,4.1000000000000005
42,1.0035610321937793,0.9628842012245127,1.0138246663849677,4.2
43,1.006822088911366,0.9926630909863466,1.0442438786201518,4.3
44,1.0087080312735404,1.018295793221487,1.0665069781535748,4.4
45,1.0093389916167903,1.0387495228510475,1.0792997903490782,4.5
46,1.0083687495845348,1.0536740262026356,1.0826511693811989,4.6000000000000005
47,1.0054697199409117,1.063191184356023,1.0777154250869907,4.7
48,1.0006651416406065,1.0676570818898423,1.066536922976823,4.800000000000001
49,0.9941719419617115,1.067665724083112,1.0515791336056874,4.9
50,0.986130718106496,1.0641846752281072,1.0349305085690292,5.0
51,0.9766051547024104,1.058423681915253,1.0176886361013375,5.1000000000000005
52,0.9658646890107611,1.0513858750619303,1.0000823264735865,5.2
53,0.9546575035314004,1.0436398798218451,0.9822516071926215,5.300000000000001
54,0.9440230745284302,1.0356457102077574,0.9650025417684323,5.4
55,0.9345791890206048,1.0281671525296376,0.9498534011211123,5.5
56,0.9261937219742111,1.022182769425556,0.9383704616348106,5.6000000000000005
57,0.9186021293941131,1.0184367618563575,0.9315151015744517,5.7
58,0.9121346247430485,1.0171304067270632,0.9295220426532652,5.800000000000001
59,0.9074787287618564,1.017942434676611,0.9320572822891418,5.9
60,0.9047164493953869,1.0203046597182701,0.9382707241564531,6.0
61,0.9030101280197274,1.023793180100355,0.9468782698017897,6.1000000000000005
62,0.9016510541086679,1.028367747424026,0.9565263486405431,6.2
63,0.901270084284522,1.0342198620098844,0.9661879030707918,6.300000000000001
64,0.9033786065705087,1.0412878150256355,0.9751650474135345,6.4
65,0.9085353950683639,1.048837170648351,0.9828054041928406,6.5
66,0.9153516477120903,1.055569509812847,0.9884577959302319,6.6000000000000005
67,0.9214454567217697,1.060320952077331,0.9917625078767045,6.7
68,0.9251918932124767,1.0627830308517767,0.9928382913118684,6.800000000000001
69,0.9265665956635499,1.0635399478555903,0.9921635962900538,6.9
70,0.9266105725980343,1.0633755432458185,0.9903329512172936,7.0
71,0.9263520963201632,1.0625441891388578,0.9878739331279721,7.1000000000000005
72,0.9261830729584517,1.060684141981392,0.9851250800176093,7.2
73,0.9258768995541382,1.0573908641124623,0.9821275796553074,7.300000000000001
74,0.9249661623094962,1.0528244293592137,0.978636032790697,7.4
75,0.923195179280026,1.0477476472389888,0.9744337743393333,7.5
76,0.9207338579289811,1.0430393108257656,0.9697898801872497,7.6000000000000005
77,0.9179459690795656,1.0392031655365055,0.965493670336122,7.7
78,0.9151263848643514,1.0362514083812193,0.9622752453791,7.800000000000001
79,0.9127415759359625,1.0339026945129475,0.9602333294689169,7.9
80,0.9116845624500391,1.0318510957400049,0.9589800320052856,8.0
81,0.912781736078528,1.0300143987269503,0.9582919324332632,8.1
82,0.9160338409070238,1.0286964628440938,0.9584309170679355,8.200000000000001
83,0.9206658252504969,1.0284492143412387,0.9598404902997919,8.3
84,0.9259679725088993,1.0296182512494105,0.9627416595642257,8.4
85,0.9319021263956254,1.0319967961917214,0.9670898735978533,8.5
86,0.9387930250598071,1.0349198868334823,0.9727168403942509,8.6
87,0.9465376227635933,1.037614563099187,0.9792841256722293,8.700000000000001
88,0.9543245905495749,1.0394897782845773,0.9861218163297983,8.8
89,0.9611961096931588,1.0402591920950552,0.9923707811922273,8.9
90,0.9667050518472524,1.0398669612986924,0.9974457265290152,9.0
91,0.9709300770722391,1.0382951092723562,1.0012808536558848,9.1
92,0.9740994356058987,1.0355020904952617,1.0040609330967492,9.200000000000001
93,0.976370592209338,1.031610221392094,1.0057969721702906,9.3
94,0.9777877689036065,1.0270676555299199,1.0061683473541456,9.4
95,0.9783028324226892,1.0224506456074518,1.0047325962783098,9.5
96,0.977929352722864,1.0180780107415628,1.0014260679839646,9.600000000000001
97,0.9768722288303722,1.0139497244966778,0.9969757030821762,9.700000000000001
98,0.9754554167851539,1.0101079021234778,0.9926842799888922,9.8
99,0.974052956405106,1.0069536616747718,0.989638405949098,9.9
100,0.9731434456071019,1.005134292196411,0.988176859478026,10.0
