,Si-Si,Si-I,I-I,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,4.672383473851409e-07,0.0,0.0,1.0
11,1.1433769799396298e-05,0.0,0.0,1.1
12,0.00011728152483076471,1.419236480182366e-06,0.0,1.2000000000000002
13,0.000796371168130002,1.6720862457928197e-05,0.0,1.3
14,0.004043722138101087,0.0001257899225965483,0.0,1.4000000000000001
15,0.01664604631975284,0.000693115204374003,1.4308622358486355e-07,1.5
16,0.05668827065387807,0.003046302724920072,1.5900933086183621e-06,1.6
17,0.1609825417001101,0.011071604811074115,1.2777248335800621e-05,1.7000000000000002
18,0.38333811840874693,0.033714035243119604,7.908908153972143e-05,1.8
19,0.7703319260806074,0.08660348606652048,0.00038336562121132905,1.9000000000000001
20,1.3171993389048013,0.18878948339230725,0.0015521798391433686,2.0
21,1.936870544011317,0.35169996340025816,0.005318396427606408,2.1
22,2.4813133426690452,0.5651531461597445,0.01553118569470758,2.2
23,2.811982730719503,0.7931858245240538,0.038805651081490165,2.3000000000000003
24,2.86759041205603,0.9880346654478831,0.08348642060963239,2.4000000000000004
25,2.6815528648123896,1.1139386896617858,0.1561892841416029,2.5
26,2.348884194772643,1.162516945160144,0.2575552319652451,2.6
27,1.9756516898475411,1.150349733112613,0.38061996095302153,2.7
28,1.6407624584592064,1.1050872039305017,0.5136492138262098,2.8000000000000003
29,1.3817623667211707,1.0521627145189831,0.6454987495982538,2.9000000000000004
30,1.201881798572271,1.0085613107995992,0.7695640856546209,3.0
31,1.0868131704501922,0.9823620011296424,0.8840003156635567,3.1
32,1.0187397201678698,0.9741249643468347,0.9886038448247866,3.2
33,0.982501855087967,0.9787476935841011,1.080634729007933,3.3000000000000003
34,0.9661142587800394,0.988729585507689,1.1529969106217677,3.4000000000000004
35,0.9598228706510326,0.9981075181534494,1.1972627615482134,3.5
36,0.9559745111988803,1.0043316649114948,1.2098501523501022,3.6
37,0.9498954256652377,1.0072061925720335,1.1958624249470282,3.7
38,0.9405604504830645,1.00707973377227,1.1669697589245989,3.8000000000000003
39,0.92966054648316,1.0044238114586088,1.1353511943090455,3.9000000000000004
40,0.9190703422658697,1.0006905120506906,1.1087296771967798,4.0
41,0.9085835978828772,0.9986671109120228,1.089075062267632,4.1000000000000005
42,0.8963595831086988,1.0012279396179673,1.0739991229260197,4.2
43,0.8819937968109637,1.0092337840376424,1.0593226709265215,4.3
44,0.8685713543958878,1.0204322342065884,1.04226016106027,4.4
45,0.8607090169618532,1.030691963389785,1.0236328308630152,4.5
46,0.8605733612486092,1.0368435572236119,1.0070686523948524,4.6000000000000005
47,0.8664327316985512,1.0386084500907788,0.9960378878098124,4.7
48,0.8746487212050983,1.03782088481473,0.9917175704505332,4.800000000000001
49,0.8820426854502288,1.0361078213312125,0.9928550450310611,4.9
50,0.8867294668577499,1.033765084773188,0.9965062375653478,5.0
51,0.8883097259239844,1.0306696299126734,0.999064658797698,5.1000000000000005
52,0.8878815373473635,1.0274414265504126,0.9979158977991284,5.2
53,0.8870545892028248,1.0252369244597535,0.992918687843543,5.300000000000001
54,0.8865048764471395,1.024659985563173,0.9863327675486551,5.4
55,0.8858679883608758,1.0251882238944428,0.9812582714237481,5.5
56,0.884967017467302,1.0256376879149587,0.9797800121218435,5.6000000000000005
57,0.884540977133011,1.0250098423766016,0.9816467041662087,5.7
58,0.885728732283843,1.0228990886562004,0.9844370988688478,5.800000000000001
59,0.8892420709175102,1.0193486583607927,0.9856783494198271,5.9
60,0.8950596967253606,1.0146211005754606,0.9850450110813257,6.0
61,0.9025692600080304,1.0091248441536056,0.9840149116023291,6.1000000000000005
62,0.9109311364778142,1.003475770644761,0.9837789897112486,6.2
63,0.9194971380157883,0.9987416257689901,0.9844783193317533,6.300000000000001
64,0.9278138353258407,0.996442508966854,0.9859583043359584,6.4
65,0.935176658586881,0.997715378580359,0.9877432393450378,6.5
66,0.9405313633123419,1.002268092360583,0.9883112460458364,6.6000000000000005
67,0.9431095253274214,1.0085824676753228,0.9858234288742769,6.7
68,0.9431308059307857,1.0153039509528596,0.9801394086735693,6.800000000000001
69,0.9418693533221383,1.0219696638404736,0.9735239525965953,6.9
70,0.9409050713080114,1.028259048646666,0.9691243329660091,7.0
71,0.9410562440369619,1.0332094064189878,0.9690334221934306,7.1000000000000005
72,0.942041886873495,1.0356314069211985,0.9735042268305476,7.2
73,0.9433141289218485,1.0349754491758738,0.9810383548077056,7.300000000000001
74,0.9450314324253876,1.0315190202208444,0.988848297941243,7.4
75,0.9479303174585305,1.0260750189387444,0.9939443232229334,7.5
76,0.9522941650710671,1.0198030302657055,0.9948778765217763,7.6000000000000005
77,0.9573855238942003,1.0139349086062763,0.9929052772662577,7.7
78,0.9620821260644655,1.0092603860196747,0.9911426145252806,7.800000000000001
79,0.9658812367065909,1.0059603214843813,0.9920923262513144,7.9
80,0.9690448276899466,1.0040848121938815,0.9957135573027724,8.0
81,0.9719084499159961,1.0039349516256855,0.9997042929068395,8.1
82,0.9744333869798649,1.0056463401013729,1.0015460277130301,8.200000000000001
83,0.9765095421849501,1.0085269479925492,1.0004602675153906,8.3
84,0.9784135370004627,1.0112046359193094,0.9977676910601659,8.4
85,0.9805884732449125,1.0125636489274648,0.9955165304389277,8.5
86,0.9828897838313424,1.0124916859017792,0.9947476146612777,8.6
87,0.9845413265121215,1.0117474529840464,0.9951198419478818,8.700000000000001
88,0.9852445869456635,1.0111331942834518,0.9959218449224805,8.8
89,0.9858976293702336,1.0107697306327341,0.9967237145560986,8.9
90,0.9876510425023869,1.0101727088869428,0.996979919738837,9.0
91,0.9906124188795945,1.0089559200006928,0.9959864000713488,9.1
92,0.9939674258909279,1.0072872541003433,0.9937836747837223,9.200000000000001
93,0.9969563828978426,1.0056767662584114,0.9914851005091808,9.3
94,0.9992814079266742,1.0045342920171234,0.990333393186341,9.4
95,1.0009444063811967,1.0039374316463088,0.990744402451894,9.5
96,1.00209990329147,1.003625271221405,0.9923032538388066,9.600000000000001
97,1.0029085340437225,1.0032080673298895,0.9943024973933257,9.700000000000001
98,1.0033976792138615,1.0025269238214962,0.9961518041880318,9.8
99,1.0035621124064007,1.0017901136497873,0.9975064824266117,9.9
100,1.0035462201214613,1.0013284218495602,0.9982132868382421,10.0
