,Li-Li,Li-Mn,Mn-Mn,r
82,0.93204241689538,1.0293003550985431,0.9678772570357382,8.200000000000001
83,0.9351339198511558,1.0305056664770673,0.9703470036007729,8.3
84,0.9406392915216754,1.0319422048655993,0.9732566017128716,8.4
85,0.9480393291102334,1.0332054423414412,0.9770432890389716,8.5
86,0.9563589439407177,1.0340622716041528,0.982106059099212,8.6
87,0.964673557348242,1.0344731760060664,0.9883659705284694,8.700000000000001
88,0.9722900630486907,1.0343845448885,0.9950094379772898,8.8
89,0.9784227575232508,1.0336407947601765,1.0007660502029283,8.9
90,0.982073927436783,1.0321339103537088,1.004572753198445,9.0
91,0.9826569745959621,1.0299130265195147,1.0060383839099039,9.1
92,0.9806827843365372,1.0270630100932507,1.0053908554349043,9.200000000000001
93,0.9775205469947416,1.0235623656066566,1.003137568689405,9.3
