,Li-Li,Li-Si,Li-F,Si-Si,Si-F,F-F,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,3.989103398175672e-06,0.0,3.989103398175674e-07,0.0,0.5
6,0.0,0.0,4.871347645835467e-05,0.0,1.2747995126080204e-05,0.0,0.6000000000000001
7,1.198503954296336e-06,0.0,0.00034949515430227654,0.0,0.00015952531923158454,0.0,0.7000000000000001
8,9.39528642508794e-06,0.0,0.0018495192951539798,0.0,0.0010858967812619796,0.0,0.8
9,5.1391915535308274e-05,0.0,0.007833863332813891,0.0,0.0054868512436249805,1.166364142373164e-07,0.9
10,0.00022341795192467706,1.2484416190586834e-06,0.02732814023022184,4.161472063528944e-07,0.022249885934507774,3.5695586029674764e-06,1.0
11,0.0007783348226670041,1.0568579477623038e-05,0.0794953760249669,8.689540653779258e-06,0.07365669218593028,3.0209549519263943e-05,1.1
12,0.00222030553300625,6.576893568251627e-05,0.19455442271767537,0.0001103893457282839,0.20024185695914448,0.000177514518176663,1.2000000000000002
13,0.005345215091614209,0.00031463393940294615,0.40400667712252847,0.0007578975182277994,0.4494813224129878,0.0008231920115520287,1.3
14,0.011313636974572352,0.0012264816042156063,0.7184553505468515,0.003879079955475855,0.8386315552050893,0.00311570748028969,1.4000000000000001
15,0.022083506067973217,0.00399201001552346,1.1059689213082213,0.015985762798589483,1.3117200925929653,0.009827040557095535,1.5
16,0.041227983824079786,0.01106322667365992,1.4928163690673348,0.053964149170225136,1.7391125516027863,0.02627584511805185,1.6
17,0.07432162260667002,0.026527624989252,1.7942982643031455,0.15039568252364666,1.9830234391305084,0.0605515696349582,1.7000000000000002
18,0.1277036771404587,0.05577980639501792,1.9556287931733416,0.34855781334944747,1.9823192646310348,0.12211091994932977,1.8
19,0.2054334929560279,0.10408226305614023,1.972560731516834,0.6776878243211458,1.781897536070227,0.21833371737721005,1.9000000000000001
20,0.3060338803601465,0.17433534427630595,1.8809370694971388,1.1170600405718742,1.4882578552924113,0.3498949261037653,2.0
21,0.42199429619854295,0.2652614962613922,1.7302777506204925,1.579968085310998,1.2015417973070823,0.507518294765457,2.1
22,0.5434529181551541,0.3711668872552694,1.5624970872005481,1.943301639553626,0.9776277761780906,0.673204119743837,2.2
23,0.6630686403655687,0.4834038722466687,1.4040067548962953,2.1095726865876174,0.8295722036842252,0.826328348645021,2.3000000000000003
24,0.7771862124847013,0.5927581857605831,1.2670475368929222,2.0562813371586715,0.7467689127553315,0.9508528142500867,2.4000000000000004
25,0.883259436567761,0.6919571638700086,1.1542556078366568,1.837885894143405,0.7120061459757241,1.039296129442159,2.5
26,0.9783472089619042,0.7773597881615452,1.0635480831578075,1.5462145241620453,0.7102651709200156,1.0926877960849342,2.6
27,1.0607098862536042,0.8487720806617536,0.9918640564495435,1.2643544179682766,0.7311088696366217,1.1182454525590213,2.7
28,1.1311152684270394,0.9073154062181041,0.9368190366715907,1.0422178807078821,0.7677147912313206,1.1258292058851698,2.8000000000000003
29,1.1908227743089688,0.9532037324649407,0.8967290252935207,0.8954629980537698,0.8145040052190053,1.1240007232513096,2.9000000000000004
30,1.2383108841305839,0.9855379910772473,0.8701946497580341,0.8154027619058183,0.864965581877647,1.1175916913172934,3.0
31,1.268948370954789,1.0041409934899983,0.8557396345099016,0.781662603388458,0.9117626737491921,1.1078695659396747,3.1
32,1.278769239644838,1.0113395563510543,0.8516159878214855,0.7742249359399458,0.9495747510324701,1.0943159747335096,3.2
33,1.2686628583197146,1.0116214654752205,0.8559675112524581,0.7806748643099576,0.9777127352868384,1.0765432513901747,3.3000000000000003
34,1.2442298321205212,1.0094289782222328,0.8671117881553325,0.7959220187479722,0.9991870551922242,1.0554592487624659,3.4000000000000004
35,1.2118555665428261,1.0072477633176617,0.8833034944333343,0.8174991360106664,1.0170774873966228,1.0331635281442215,3.5
36,1.1761631440664395,1.005459747206124,0.9021437586827605,0.8424016720067486,1.032104188254226,1.0119712727964911,3.6
37,1.1406848247955375,1.0035667155311163,0.920742383735706,0.8678982784806046,1.0431645593193868,0.993740770938965,3.7
38,1.10840618701327,1.0015084773851477,0.93708269830043,0.8928364834100624,1.0490767428182934,0.9799998189577983,3.8000000000000003
39,1.0806437958717676,1.0000541798989335,0.9512952919743359,0.9160302207599375,1.0495310180539568,0.9719316484716319,3.9000000000000004
40,1.0566953190951456,1.0000527496256613,0.9653253728138823,0.9344915024127043,1.0451639785859073,0.9695148077730018,4.0
41,1.0354827584539952,1.0013925947794915,0.9811351668126478,0.9453479765987446,1.037310445117134,0.9709401766283379,4.1000000000000005
42,1.0168661109540154,1.0030551486524186,0.9989205861375775,0.9489944662807352,1.0275409727125826,0.9737039059722685,4.2
43,1.0009918029799219,1.0044448468030178,1.0167652323872713,0.9487992484779173,1.0171472167116282,0.9763774472655539,4.3
44,0.9872146749409417,1.006073205121537,1.0319846297338588,0.947949896801987,1.0070290514987141,0.9788122896287257,4.4
45,0.9744310638830924,1.0084506886758218,1.042915755375459,0.9472538226335602,0.9980332090691827,0.9809035405638152,4.5
46,0.9623724454174609,1.0110434370435866,1.0494500568464868,0.9452806400536689,0.9910675664520208,0.9821410889887396,4.6000000000000005
47,0.9521320783828322,1.01311337530002,1.0519983683526986,0.9401307940174077,0.9865721493500087,0.9825065592239645,4.7
