,Li-Li,Li-In,In-In,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,5.421882211271741e-07,0.0,0.0,0.9
10,8.371696377963391e-06,3.6271387941146604e-07,0.0,1.0
11,5.7737664195877036e-05,5.0780100887484126e-06,0.0,1.1
12,0.0003037451725899954,3.8123448999259614e-05,0.0,1.2000000000000002
13,0.0012748668729151817,0.00021349196793345735,0.0,1.3
14,0.0043990242397093544,0.0009605811217791581,8.902977040099619e-07,1.4000000000000001
15,0.012679791704549722,0.0035851347566547348,1.1803619661777521e-05,1.5
16,0.03109933803072715,0.011323519211859529,9.301063595690867e-05,1.6
17,0.06610550171296645,0.03070013684232881,0.0005326712691128196,1.7000000000000002
18,0.12394575883815752,0.07227772893152656,0.002422800938872115,1.8
19,0.20810354459428584,0.14921006208363113,0.009097616682417712,1.9000000000000001
20,0.31676357933173205,0.2724090683797676,0.02865079424621719,2.0
21,0.44196185078985994,0.44348985371168004,0.07631120253230388,2.1
22,0.5718861356213516,0.6497238744125465,0.17305846683941958,2.2
23,0.69512745077446,0.8656650725314357,0.33653941183615416,2.3000000000000003
24,0.803654861346517,1.061980993836719,0.5661005837344042,2.4000000000000004
25,0.8933917813015704,1.216415476531175,0.8330118949657739,2.5
26,0.9642336321637412,1.3200380553481474,1.0881196184485586,2.6
27,1.0197030939526555,1.3757376471760954,1.285352881687475,2.7
28,1.064189606483156,1.392106331924389,1.4033423478263145,2.8000000000000003
29,1.098850964444653,1.3785532685496495,1.4486441195711774,2.9000000000000004
30,1.1206774074802937,1.3442068254760426,1.4421047600456631,3.0
31,1.1261960362636052,1.2980597987290299,1.403416584929016,3.1
32,1.1157864786084364,1.2476266394223352,1.345054524542851,3.2
33,1.0942671473523027,1.1973250772692288,1.2746913759246192,3.3000000000000003
34,1.0680579602975242,1.1489221462701726,1.1991720939417179,3.4000000000000004
35,1.0420678871881792,1.103335396254211,1.1254695845272205,3.5
36,1.0184896848733191,1.0616780414238887,1.0590751167136685,3.6
37,0.9975410951690145,1.0252360305953025,1.0027786434130734,3.7
38,0.9792153349188827,0.9951520945474126,0.9573409739008808,3.8000000000000003
39,0.964446132454945,0.9719932395399714,0.9228324711412894,3.9000000000000004
40,0.9545474528134658,0.9552540423134229,0.8990522893621471,4.0
41,0.9497980794422991,0.9435552031927102,0.8851473538696512,4.1000000000000005
42,0.9491739248339314,0.9358194737018275,0.8795947939537394,4.2
43,0.9512813964878214,0.9322352496322994,0.8807472471001951,4.3
44,0.9550647885532595,0.9336700924590381,0.8871630292195352,4.4
45,0.9597157407137425,0.9400238397855044,0.8975275339973425,4.5
46,0.9641973994663443,0.9494956281557098,0.9105348611899207,4.6000000000000005
47,0.9671453337996914,0.9594613631222042,0.9246410848948469,4.7
48,0.967544891319677,0.9677731256743014,0.9379301574676363,4.800000000000001
49,0.9654233273280667,0.9734787557008506,0.948808612852886,4.9
50,0.9616588099963165,0.9770850874440399,0.9570665021373466,5.0
51,0.9573912313875442,0.9803194681958737,0.963836680164078,5.1000000000000005
52,0.9537863039372135,0.9850476320680635,0.9704607469405186,5.2
53,0.9517660156311643,0.9918350269092152,0.9775634905693157,5.300000000000001
54,0.9515530510272494,0.9994514203982819,0.9849667288010105,5.4
55,0.9529147325617767,1.0058709628626452,0.9921404198078694,5.5
56,0.9560722549116791,1.0097542533032784,0.998656053485505,5.6000000000000005
57,0.9615433673037992,1.011119430740291,1.0040912624927023,5.7
58,0.9685648367149178,1.0109650376837251,1.007607370784323,5.800000000000001
59,0.9743264877858279,1.0105303729471804,1.0081889981652417,5.9
60,0.9755675012969472,1.0107357312743772,1.0057597087939827,6.0
61,0.9711500542935397,1.0119075862828535,1.0018548112256065,6.1000000000000005
62,0.9631280177849719,1.0137636792288618,0.9987735555105527,6.2
63,0.9553091455188145,1.015674392925988,0.9979339676410586,6.300000000000001
64,0.9505837857159943,1.0171740003111622,0.9990493133954264,6.4
65,0.9493059755704143,1.0183703909620174,1.000735387094149,6.5
66,0.9498395681487274,1.0196933981721885,1.0017554409039484,6.6000000000000005
67,0.9500890716861266,1.0210960720385318,1.0017251515676904,6.7
68,0.9486001005357149,1.021788843080386,1.0008508309796982,6.800000000000001
69,0.9453374700734755,1.0210094420043379,0.9992908773577689,6.9
70,0.9421269604042554,1.0188188909623481,0.9969705733936596,7.0
71,0.941781043683316,1.0159212675815361,0.9938502819792914,7.1000000000000005
72,0.9460059356581344,1.0129386467446757,0.989995065869807,7.2
73,0.9539682476455862,1.010093462371367,0.9854553405009021,7.300000000000001
74,0.9629415588124235,1.0074536215369838,0.9805109486654542,7.4
75,0.9703713444774732,1.0052130956299108,0.9760368506237938,7.5
76,0.9754211252584348,1.0036560002267676,0.9732148727605584,7.6000000000000005
77,0.9787674993993281,1.0030214766380512,0.9727860044495198,7.7
78,0.9811769479884881,1.0034903048644128,0.9747089733271093,7.800000000000001
79,0.9824502847318255,1.0051017136497153,0.9784048035567795,7.9
80,0.9817886592325611,1.0074626343139654,0.983099893445671,8.0
81,0.9790253089368351,1.0096614054336766,0.9880859052028488,8.1
82,0.9752045674360217,1.0107711625921703,0.9930537380539523,8.200000000000001
83,0.971903359503392,1.0104939987969292,0.9982404013071955,8.3
84,0.970298102184161,1.009228644378582,1.003899894320538,8.4
85,0.9708828091640337,1.0075800841311617,1.0094014533308415,8.5
86,0.9734314383610417,1.0059164103882237,1.013078044208503,8.6
87,0.9768937383624761,1.0042099264730682,1.0133643607861391,8.700000000000001
88,0.9798162295611541,1.0020790616405826,1.0102207428475114,8.8
89,0.9812839596336793,0.9991367130035984,1.0053457453995065,8.9
90,0.9813441701746042,0.9956195431812094,1.0009348166200474,9.0
91,0.9805038439858337,0.9926511940082117,0.9982260105756579,9.1
92,0.9790225831190069,0.9916177730113998,0.9970884752311576,9.200000000000001
93,0.9769293255410034,0.9931022294368975,0.996771979379791,9.3
94,0.9747095180920775,0.9963545017967051,0.9968660743018151,9.4
95,0.9736427256076082,0.9997334442497441,0.9975497334677055,9.5
96,0.975124249005836,1.001695569955464,0.9990523087419277,9.600000000000001
97,0.979512884144257,1.0016142247179622,1.0010425748206788,9.700000000000001
98,0.9856282630188522,0.9999717230435011,1.0027186711867413,9.8
99,0.9913559034438721,0.9979194002927869,1.003545940690961,9.9
100,0.9947481352305673,0.9965820849815791,1.003720812472536,10.0
