,Li-Li,Li-Mo,Mo-Mo,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.573177101044739e-07,0.0,0.0,0.5
6,1.8997931267409375e-06,0.0,0.0,0.6000000000000001
7,1.1030980212486995e-05,0.0,0.0,0.7000000000000001
8,4.967970591548614e-05,1.911036313813012e-07,0.0,0.8
9,0.00018305992257402538,2.938973308064395e-06,0.0,0.9
10,0.0005673777554601744,2.2802899910988213e-05,0.0,1.0
11,0.0015236179858659352,0.0001268337592565883,1.2196752540235953e-06,1.1
12,0.0036604034082168423,0.0005657973735956767,6.62933983051142e-05,1.2000000000000002
13,0.008069770010453477,0.0020837186903968404,0.0006195008204604833,1.3
14,0.016591413783315155,0.0064507881485761035,0.0037721067195292833,1.4000000000000001
15,0.03203260420226794,0.017072261562560878,0.017736312474083474,1.5
16,0.058207806244629935,0.03932717295793948,0.06736618177216797,1.6
17,0.0996748864170741,0.08026022096677343,0.21027066547900364,1.7000000000000002
18,0.16102069774165306,0.1473453944384443,0.5453084043012945,1.8
19,0.24538336654493237,0.245987508491089,1.1880604791217648,1.9000000000000001
20,0.3523530053813603,0.37597370533604874,2.201006659019147,2.0
21,0.47664718528650674,0.5287150402755746,3.5147250843063387,2.1
22,0.6092843340847629,0.6881069461188516,4.912674493989585,2.2
23,0.7408545416807314,0.8357271779424104,6.113646027949686,2.3000000000000003
24,0.864196186895624,0.9572339264163033,6.897368876403312,2.4000000000000004
25,0.9745506944521324,1.0457919691685784,7.184438759511345,2.5
26,1.0681914542829096,1.101209323336387,7.036232846906777,2.6
27,1.141817508837724,1.1267661453700992,6.600373963066736,2.7
28,1.1934473222450954,1.12653914789671,6.037307383346858,2.8000000000000003
29,1.2235517127896625,1.104860173300505,5.459082960869735,2.9000000000000004
30,1.2350939737747517,1.06741936428027,4.908526821846755,3.0
31,1.232456679116565,1.0216610337420893,4.3808542247958675,3.1
32,1.2199602857037481,0.9750708153405488,3.8591393587943994,3.2
33,1.2007361179218863,0.9331040035965539,3.338642268935147,3.3000000000000003
34,1.176676261037494,0.8989213696673966,2.836518227401321,3.4000000000000004
35,1.1492666377964673,0.8742650523882842,2.3894093584966827,3.5
36,1.120127561871483,0.8598997794530283,2.0380929481454038,3.6
37,1.0907713321803492,0.8556397591071213,1.8048279932438638,3.7
38,1.0623294221533386,0.8605715352918794,1.6791599181933092,3.8000000000000003
39,1.035684871751365,0.8731520344562552,1.6249016034707193,3.9000000000000004
40,1.0115978488470467,0.8910219313931378,1.6021966965089787,4.0
41,0.9906510810658288,0.9112231835013005,1.5854686937110287,4.1000000000000005
42,0.9734152759229703,0.9309443372845098,1.5666169275033972,4.2
43,0.9607604846484977,0.948209974562459,1.5484831718056016,4.3
44,0.9535961686307407,0.9623201218420967,1.5374155239092853,4.4
45,0.9519613079152971,0.9738576158200026,1.5381045202301618,4.5
46,0.9544644105188069,0.983951444300579,1.5500050142637227,4.6000000000000005
47,0.9588251239414461,0.9934336913745551,1.565283215330431,4.7
48,0.963129302665995,1.0026108157564197,1.5699740599536391,4.800000000000001
49,0.9667901378841207,1.0113886876654772,1.5496709016631798,4.9
50,0.9703809579594157,1.0193894413855709,1.4970721453840652,5.0
51,0.9745565007495424,1.0261934101244037,1.4158075528529315,5.1000000000000005
52,0.9792646685354164,1.0315377249701414,1.3172063986621814,5.2
53,0.9839996078412425,1.03522401448984,1.2131882266716894,5.300000000000001
54,0.988450366443114,1.0371395619417834,1.1124696181540172,5.4
55,0.9926459561520536,1.0374564454675006,1.022491609629802,5.5
56,0.99664256175704,1.036422995225357,0.9512608349602093,5.6000000000000005
57,1.0002573167561908,1.0339174250567842,0.9039701867952616,5.7
58,1.0030140453737544,1.0296854419975212,0.8785676973474732,5.800000000000001
59,1.0043119269704708,1.0240899515460005,0.8671525306551906,5.9
60,1.0038348005591833,1.018216859333431,0.8618025373730078,6.0
61,1.0019035788260753,1.0131190135798025,0.8578075027446992,6.1000000000000005
62,0.9994359848086263,1.0092618580913042,0.8523307593724809,6.2
63,0.9975620042174446,1.006783775372146,0.8425933625198191,6.300000000000001
64,0.9970669855257709,1.0058938407532654,0.8269256193756511,6.4
65,0.9978266129258883,1.0068290350581044,0.807290401173272,6.5
66,0.9987433758507002,1.0096331690031892,0.7892014917921996,6.6000000000000005
67,0.9985671729701021,1.0139920728904612,0.7777101304309977,6.7
68,0.996949029449302,1.019002130578395,0.7729584453186892,6.800000000000001
69,0.9946348037113728,1.0231656559798117,0.7696004381330711,6.9
70,0.9926050865133333,1.0249947188716702,0.7604704641349099,7.0
71,0.9911582945504681,1.0239245959428755,0.7414787259186142,7.1000000000000005
72,0.9899474594132276,1.0208427706271097,0.7143264397028803,7.2
73,0.9887624613623285,1.0177507433272646,0.6850275320874454,7.300000000000001
74,0.9879766033131815,1.0166679781364754,0.6593040804524873,7.4
75,0.9881811097821145,1.018515715790282,0.6391413529669415,7.5
76,0.9895541622870949,1.0226782020179155,0.6235591490151425,7.6000000000000005
77,0.9916239859697226,1.027361696155825,0.6113439170281211,7.7
78,0.9935813419589274,1.0305845013607844,0.6017004748407253,7.800000000000001
79,0.9948367004390579,1.0313584389869261,0.5930981636269401,7.9
80,0.9953035319656224,1.030183252221057,0.5836271543340944,8.0
81,0.9951875180665526,1.0284197543806703,0.5729579795546971,8.1
82,0.9946486218054933,1.0272120062593937,0.5627519223404372,8.200000000000001
83,0.9937785233048885,1.0269549711435446,0.5546737735876961,8.3
84,0.9927587177860431,1.0274919529398208,0.5486885716567478,8.4
85,0.9918400834206936,1.0284865512003911,0.543819593795689,8.5
86,0.9911776251979473,1.0295535082246825,0.5403626900925121,8.6
87,0.9907810824129687,1.030291144128194,0.5405691268417457,8.700000000000001
88,0.9905774189473772,1.0304538466611624,0.5465663091889064,8.8
89,0.9904660580570931,1.0301413476536103,0.5578552443306528,8.9
90,0.990400338442557,1.0297599423480126,0.5713516516043567,9.0
91,0.9904403996936672,1.029634113528891,0.5838042464672338,9.1
92,0.9906395795289241,1.0294566572016568,0.59396641941001,9.200000000000001
93,0.9909045241431669,1.0282416910718952,0.6028703227698595,9.3
94,0.9911052633857313,1.0251666558936952,0.612435223289424,9.4
95,0.9913136636498902,1.0204604221388076,0.623454746007057,9.5
96,0.9917765082654237,1.0152382397933173,0.6345355353283623,9.600000000000001
97,0.9926178944539745,1.0106083409672146,0.6430966686572239,9.700000000000001
98,0.9936595835042802,1.0071576963103188,0.647501648897329,9.8
99,0.9945659316622428,1.0050233677216371,0.6483232355605242,9.9
100,0.9950745336987021,1.004060681325047,0.6477658329883798,10.0
