,Li-Li,Li-Y,Li-Si,Y-Y,Y-Si,Si-Si,r
49,0.9320765659424197,0.9845514283068746,1.0107269451211802,0.9433158774215846,0.8810438206003607,1.0650594235143571,4.9
50,0.9419762978168359,0.9974611353320941,1.0226601786735774,0.9468219813319079,0.9104753340958,1.0786011927798531,5.0
51,0.9454471658372338,1.0085099307062553,1.031910496780828,0.9495300245382402,0.9398028420905434,1.0895202471372885,5.1000000000000005
52,0.9437199598810717,1.017617429330677,1.03904784009616,0.9520701729190242,0.9672483690807964,1.0958563760143685,5.2
53,0.9411361372230738,1.0245186649124283,1.0450129917767401,0.9555046642704174,0.9906046391510883,1.0957198750628938,5.300000000000001
54,0.9417652167637636,1.0287383372409011,1.0501388690441715,0.9609061281221074,1.0081066075515308,1.0891925487143521,5.4
55,0.9469322563280119,1.0302857730597554,1.0540999411972267,0.9689203284726771,1.019328779640971,1.0786240162829892,5.5
56,0.9556052444345905,1.0300414994729072,1.0565551861496014,0.9790087894890622,1.025328502301781,1.0671455835211343,5.6000000000000005
57,0.9657413460995143,1.0292452552082072,1.0573095440811913,0.9890680775426357,1.0281891636921239,1.0566557799802483,5.7
58,0.975027980473292,1.0287014410806696,1.0559722655625117,0.9962945854437966,1.030155704529712,1.0468599891559756,5.800000000000001
59,0.9814323096841063,1.0284337527825667,1.0520264533738166,0.9988354518837947,1.032336276823806,1.0359450646800235,5.9
60,0.9836536964391687,1.0279455387917833,1.04540921863864,0.9967491503961574,1.0338835933857713,1.0222566086558238,6.0
61,0.9812887084728058,1.0267874131213492,1.0368174369149434,0.9918455987944597,1.032948093774433,1.0058218507670662,6.1000000000000005
62,0.9752162146150705,1.0249066620532867,1.027464661751848,0.9870592793816316,1.0287377816893195,0.9887347174533994,6.2
63,0.967959485047348,1.0223870862433537,1.0187502003511362,0.9852467110031559,1.0223222292200842,0.9738957015311714,6.300000000000001
64,0.9627812104445131,1.01907199921713,1.0119558006478233,0.9873765338912,1.0153979763674252,0.963098718094222,6.4
65,0.9616423902868461,1.0148826654436247,1.0076701212592456,0.9918022318894981,1.008896753257261,0.9563353769533817,6.5
66,0.9639905893182509,1.010374026119746,1.0053111112834034,0.9959073012814897,1.0030491894183542,0.9527275800285656,6.6000000000000005
67,0.9675397149141604,1.0064446567678067,1.0034779519201644,0.9983135346996307,0.9981523526915745,0.9515933730047842,6.7
68,0.9701021934752255,1.0035059741290466,1.000911501560957,0.999076135655477,0.9947372814528307,0.9524227290224918,6.800000000000001
69,0.9709415631033165,1.0013464629619082,0.9971152380622833,0.9983450925485822,0.9932192581977768,0.9544069138070114,6.9
70,0.9709562340700592,0.9998723809537263,0.9923996004743554,0.9957818469174871,0.9936377726279008,0.9568274474979349,7.0
71,0.9718810376438844,0.9995868029617677,0.9876793390006954,0.991265582560709,0.99559372258487,0.9599866984597438,7.1000000000000005
72,0.9749894172300054,1.0010017063903922,0.9840400810347935,0.9855510107813024,0.9983332672212525,0.9650127293105776,7.2
73,0.9800208484660548,1.0036848302558516,0.9820584333862636,0.9801546074768329,1.0010863129479668,0.972266308475891,7.300000000000001
74,0.9851536980994472,1.0063571261910653,0.9814387169300021,0.9768482637763772,1.0034130958431242,0.9803215983063988,7.4
75,0.988262856304222,1.0080209665849362,0.981507326854027,0.977005391033816,1.0051296354168693,0.9868817294562737,7.5
76,0.9885252773810207,1.0086274991911677,0.9821516064856716,0.9809749708238356,1.006060713353264,0.9906270956722412,7.6000000000000005
77,0.9870542873311379,1.0085268471884357,0.9840219235090084,0.98804442476744,1.0061587346507948,0.9921427089586001,7.7
78,0.9861495048626422,1.0077382072169636,0.987644894061981,0.9968648088004677,1.0058003090747494,0.9932521277593184,7.800000000000001
79,0.9876550975690355,1.0061160672554104,0.9925377790039958,1.0055392460226433,1.0057260783816266,0.9953690756020652,7.9
80,0.9915464867516964,1.0039818426962022,0.9973736449299284,1.011669260900493,1.0066248327530294,0.9982703145332381,8.0
81,0.9959181611790894,1.0021744742845335,1.0008748807548076,1.013383151204535,1.0087083347134125,1.0004337163811419,8.1
82,0.9984739729666962,1.0014662887853505,1.0025417383893862,1.0107485142788741,1.0115273737788797,1.000595383352776,8.200000000000001
83,0.998208590099306,1.0021235159615154,1.0027588467936395,1.0058028078070484,1.014159590657787,0.9989098697867149,8.3
84,0.9958588406214914,1.0038549598340638,1.0023429489110134,1.0010850639747455,1.015709224776136,0.9967169008782323,8.4
85,0.9929531874832872,1.0058700254687925,1.001902144202699,0.9982245628447589,1.0157634162215534,0.9954143569625469,8.5
86,0.9906433647052587,1.0070595963826823,1.001534273812406,0.9974511927153377,1.0144772348694713,0.9956637336062375,8.6
87,0.9894473983296436,1.0065899371170437,1.0010920106734702,0.9977062142833925,1.0122689812427474,0.9974563657546663,8.700000000000001
88,0.9895756543926965,1.004612029958142,1.0006643968103943,0.9971153094315612,1.009499699701571,1.0004229444178963,8.8
89,0.9907883673297242,1.0021930623863056,1.0007258617886834,0.9940414981976303,1.0065093575769941,1.0039113696366888,8.9
90,0.9920501669897621,1.000331202357969,1.001744813781733,0.9883442564887006,1.0037871555955808,1.0071636435477942,9.0
91,0.9921314425369316,0.9991907118107358,1.0036325353034579,0.9817198878757425,1.0017836860145226,1.009581361440896,9.1
92,0.9907955557327822,0.9984416875990715,1.0057197292456945,0.9765999659375084,1.0004583734366028,1.0106752848190317,9.200000000000001
93,0.9888948942630571,0.9980260911427855,1.0073431001813413,0.9745651830664361,0.9991781963907035,1.0100223272352349,9.3
94,0.9871247489499715,0.9982443202167091,1.0082786532928265,0.9756211828518909,0.9972653390886402,1.0077291547689111,9.4
95,0.9851178167063991,0.9992765623105215,1.0085952217324794,0.9786763660648387,0.9946394455697516,1.004767020259162,9.5
96,0.9821134420516867,1.000965252925319,1.0084930515106667,0.9824351546803335,0.9918290780566101,1.0023937692795906,9.600000000000001
97,0.9782244955073071,1.0030266157434766,1.0084215159940455,0.9859025531415525,0.9894513997999955,1.0012405948975676,9.700000000000001
98,0.9745434152753164,1.0052223449332032,1.00891333931704,0.988504556128709,0.9878144586853659,1.0011247757472963,9.8
99,0.9720658343562536,1.0072213896249853,1.0099763579976346,0.9900911029961519,0.9869051667421828,1.0015010571023322,9.9
100,0.9709610372186464,1.0084677371857025,1.0108933380476939,0.9908027931010718,0.9865380667557645,1.0018489961178532,10.0
