,Li-Li,Li-Zn,Zn-Zn,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,1.121631932792377e-07,0.0,0.0,0.5
6,9.248201776202e-07,0.0,0.0,0.6000000000000001
7,5.818089804147033e-06,0.0,0.0,0.7000000000000001
8,2.8736719383798683e-05,0.0,0.0,0.8
9,0.00011550160766109218,5.903121694730811e-07,0.0,0.9
10,0.0003946105934286736,7.535126038589679e-06,0.0,1.0
11,0.001170634804266837,5.374333680568038e-05,7.443084258723261e-06,1.1
12,0.0030665008915356567,0.00028972422238640225,7.540454032250173e-05,1.2000000000000002
13,0.007220800167503884,0.0012566611619203418,0.0004991588964465824,1.3
14,0.01555007281551097,0.004521345453497395,0.0025196850013274527,1.4000000000000001
15,0.031113662799648445,0.01374825592520764,0.010222907610300964,1.5
16,0.05838752901678547,0.035841553166851677,0.03434111485622823,1.6
17,0.10282768421976729,0.08111887801846297,0.09675525901023918,1.7000000000000002
18,0.1692527534601557,0.1612232346905891,0.2306246650053148,1.8
19,0.2595886484529835,0.28453436390883785,0.46832824582677246,1.9000000000000001
20,0.3714334410110952,0.45110254525668864,0.8159438123546203,2.0
21,0.49850513378298267,0.6504660942483471,1.2307377545547051,2.1
22,0.6326984845165337,0.8638096907507323,1.6282130394144751,2.2
23,0.766191488366391,1.0684489195448414,1.923712908586408,2.3000000000000003
24,0.8921415526381523,1.2422580618619539,2.0764928835031404,2.4000000000000004
25,1.0042002832742059,1.368150040525087,2.099960769535298,2.5
26,1.0963991128026631,1.4386185199656067,2.0377973074141567,2.6
27,1.1643625088480822,1.4572744152693555,1.9335696911591844,2.7
28,1.2070442162774349,1.4350665829762033,1.8143527791609475,2.8000000000000003
29,1.2270707028843872,1.3843537002800415,1.6894711525365371,2.9000000000000004
30,1.2290096711921303,1.3160539216163032,1.557689429463628,3.0
31,1.2173175782389989,1.240475157237919,1.4176055442426243,3.1
32,1.195772583809657,1.1678873917180994,1.2757631990380809,3.2
33,1.167944449560519,1.1063375798362305,1.1467301243957224,3.3000000000000003
34,1.1372738935072046,1.0588497943867319,1.0449713053332836,3.4000000000000004
35,1.1064743693770747,1.023692448497167,0.9759471664818513,3.5
36,1.0770276114810304,0.997654613552048,0.9343713037526277,3.6
37,1.0493955284862884,0.9786157666280463,0.9106467110686951,3.7
38,1.0238176554807668,0.9652873404128044,0.8991517405229635,3.8000000000000003
39,1.0008628022559338,0.9560058431235866,0.9006196032893459,3.9000000000000004
40,0.9812828948194489,0.9491503563025502,0.9174319766652453,4.0
41,0.9656510748290721,0.9447588521188025,0.9482909307530049,4.1000000000000005
42,0.9542858098537861,0.9447286964937407,0.9876090621884562,4.2
43,0.9473183017992333,0.9507506094277003,1.0279028097102259,4.3
44,0.9447197313231661,0.9622705567096461,1.0618270152593048,4.4
45,0.9462691668887694,0.9765700143810874,1.083936471186218,4.5
46,0.9513135496485701,0.9904735948508632,1.0927592958580452,4.6000000000000005
47,0.958502538314656,1.002047602420868,1.0914649775356033,4.7
48,0.9661351307237351,1.011140438012846,1.0856225547814364,4.800000000000001
49,0.9731232921555827,1.0185252960359168,1.079322720228212,4.9
50,0.9795037356130442,1.0244713223370647,1.0725438280385386,5.0
51,0.9858577705883946,1.028151852629492,1.0621210432993955,5.1000000000000005
52,0.992435774175643,1.0284546333482698,1.0451512476793807,5.2
53,0.9989424687250077,1.0252601883882313,1.0216171558776765,5.300000000000001
54,1.004792023881141,1.0197847910431361,0.9951229737335232,5.4
55,1.0092688119374986,1.0137482025897075,0.9725354279772672,5.5
56,1.0117699242878389,1.0082534598751611,0.961673885150152,5.6000000000000005
57,1.0123336035948243,1.0032740664868272,0.9664293322064731,5.7
58,1.011846561115343,0.998114212676691,0.9827475621372664,5.800000000000001
59,1.0113922755857139,0.9924784840482714,1.00017074244574,5.9
60,1.011327968032148,0.9871463439140945,1.0086107595685334,6.0
61,1.0110582156837697,0.9836098218653488,1.0046684208661005,6.1000000000000005
62,1.00963263206698,0.9830185990196479,0.9926705082994287,6.2
63,1.0065515046455251,0.9852243404140363,0.980947422431775,6.300000000000001
64,1.00218044636179,0.9886729311910866,0.9767599607502409,6.4
65,0.9975787960773448,0.9915025743383546,0.982295340930075,6.5
66,0.993930453610801,0.992964353627568,0.9933903223594344,6.6000000000000005
67,0.9919587695452665,0.9936094675391811,1.0024078202015096,6.7
68,0.9915891341392514,0.9941681639723337,1.0036169643579573,6.800000000000001
69,0.9920343397233151,0.994703044395675,0.9962483932064298,6.9
70,0.9923665004051785,0.9949132943434366,0.9828710451375372,7.0
71,0.9921987403910187,0.994737416159877,0.9663429775593866,7.1000000000000005
72,0.9918355098519497,0.9943793167367183,0.9490620475944851,7.2
73,0.991800470028289,0.9940674389464556,0.9337501400652072,7.300000000000001
74,0.9922932316937745,0.9939658950280685,0.9231069638618911,7.4
75,0.9930460341616025,0.994057514350334,0.9181867164152784,7.5
76,0.9936022239797873,0.9940805495721375,0.9173100572885297,7.6000000000000005
77,0.9936905414222027,0.9939154631247309,0.9167645463459181,7.7
78,0.9933375932974924,0.9939967470743424,0.913353203260104,7.800000000000001
79,0.9926893566444159,0.9949377621004977,0.9071930340181869,7.9
80,0.9918740096110475,0.9967438480198031,0.9018211622741954,8.0
81,0.9910884858008532,0.9987596538090691,0.9008675492337148,8.1
82,0.9906707589448539,1.0003851784497007,0.9045668973287476,8.200000000000001
