,Si-Si,Si-Se,Se-Se,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,1.0447559057332031e-06,0.0,1.0
11,4.219540472462631e-06,1.9471285703570797e-05,1.562792767578753e-06,1.1
12,4.4016779722897055e-05,0.0001591374141562194,1.724279132364025e-05,1.2000000000000002
13,0.000292241204601284,0.0009181467595495762,0.00012505097714061997,1.3
14,0.0014569673250089362,0.004175814844616958,0.0006702905073319,1.4000000000000001
15,0.005858234241210146,0.015533213484541735,0.00288224069156474,1.5
16,0.01941879834911098,0.04803155976445433,0.010264160497079499,1.6
17,0.05373224283890567,0.12475003833377811,0.030672701693236062,1.7000000000000002
18,0.12551602958461933,0.2747782861102774,0.07748234815539269,1.8
19,0.25041362317294924,0.5183199382046748,0.16650038822055818,1.9000000000000001
20,0.43218897328893424,0.8460514904686527,0.3065901036384954,2.0
21,0.654550863599338,1.208801315705262,0.48845031965620783,2.1
22,0.883425417350266,1.531601277251527,0.6820919844311745,2.2
23,1.079889135837986,1.7472014188614455,0.8490347085087677,2.3000000000000003
24,1.215785618828144,1.8259917801894443,0.9613391586649606,2.4000000000000004
25,1.2823966401095253,1.7823677088567456,1.0126879268893592,2.5
26,1.2878277014618273,1.6581267120025749,1.015685001240286,2.6
27,1.2476052923774055,1.4993299454860696,0.9917582362294737,2.7
28,1.1774479003520895,1.3412658923254914,0.9616780699922168,2.8000000000000003
29,1.0916973681569249,1.2043384746695311,0.9395697011707139,2.9000000000000004
30,1.0039085361036153,1.096318563340594,0.9308079585304456,3.0
31,0.9265511749496756,1.016986360129145,0.9338459312431713,3.1
32,0.8692892427368574,0.9628950565265108,0.9443389363419424,3.2
33,0.8360259823783993,0.9299517870315539,0.9585663160692376,3.3000000000000003
34,0.8229514264983442,0.9132488345693419,0.9743592735845239,3.4000000000000004
35,0.8210180301599186,0.9067042140548298,0.9902744548399267,3.5
36,0.8221627551969958,0.9047672456197812,1.004900254522822,3.6
37,0.8238176599379351,0.9046006224569593,1.0170415423036625,3.7
38,0.8278261997888987,0.9060763639687609,1.025988896002604,3.8000000000000003
39,0.8363402850830917,0.9098192658565671,1.0312423293839648,3.9000000000000004
40,0.8498280568139683,0.9155893774989312,1.0322456583714072,4.0
41,0.8675525583772747,0.9222765229905062,1.0288451070400937,4.1000000000000005
42,0.8875431235159327,0.9288985976825135,1.0220738443833397,4.2
43,0.9065209193913195,0.9352665448696957,1.0141532994517517,4.3
44,0.9218055270744391,0.9416674990211195,1.007302300707244,4.4
45,0.9329545147894025,0.9481915452607471,1.0023789017679952,4.5
46,0.9404949219037332,0.9547353949387682,0.9987900019026017,4.6000000000000005
47,0.9443494547180122,0.9616413695855367,0.9957158678595899,4.7
48,0.9448049038140423,0.9698756014888748,0.9933301709441736,4.800000000000001
49,0.9437194496022516,0.9802058606842755,0.992784580771454,4.9
50,0.943361727165311,0.9922546224919926,0.9950455309270483,5.0
51,0.9448250136298018,1.004420672430402,0.9997793809390476,5.1000000000000005
52,0.9482744523614524,1.0145827084814332,1.0053700833379748,5.2
53,0.9535477723800365,1.020982516542677,1.0099676204962447,5.300000000000001
54,0.9595618589141174,1.0230149306790033,1.0125164567768157,5.4
55,0.9639688152946162,1.0215536300378112,1.0129715872045235,5.5
56,0.9644421527660975,1.018385665575369,1.011806768749424,5.6000000000000005
57,0.9604648629120233,1.0150634352112182,1.0094704967826145,5.7
58,0.953929519202465,1.0122250234557728,1.0063132343252188,5.800000000000001
59,0.9479225951409186,1.009824807828268,1.0027863351685724,5.9
60,0.9447067275794728,1.0076216333582342,0.9993762039257288,6.0
61,0.9448558811314534,1.0053491397424543,0.9964095960432904,6.1000000000000005
62,0.9478418199900479,1.002725556898291,0.9941849365957505,6.2
63,0.9524879546925296,0.9996156880845991,0.9932008565924074,6.300000000000001
64,0.9572168936074577,0.9963334466632653,0.9939543476892347,6.4
65,0.961058340680316,0.9937408564752637,0.9963201078013866,6.5
66,0.9643763936319192,0.9928044562514472,0.9991523288191101,6.6000000000000005
67,0.9680537198278509,0.9938539820531841,1.0007842560619538,6.7
68,0.972503851233048,0.9963301733255964,1.0003256168232983,6.800000000000001
69,0.9776536453166484,0.999264012978886,0.9984845944483933,6.9
70,0.9828848636850217,1.0019344184242949,0.9968868819348643,7.0
71,0.9867857011792351,1.0041164343336535,0.9966366704865192,7.1000000000000005
72,0.9879166155818516,1.0058017859868011,0.9976279880690792,7.2
73,0.9859024582707592,1.0067512072755753,0.9989539490890957,7.300000000000001
74,0.9813448123377555,1.0064550847899765,0.999658703816488,7.4
75,0.9752170191832865,1.0046460551700103,0.9992014141661475,7.5
76,0.9690346619918662,1.0017358564490753,0.9975604581540934,7.6000000000000005
77,0.9648788950807272,0.9985644158506836,0.9951786729259545,7.7
78,0.9642449920736194,0.9958363155972931,0.9928162793687016,7.800000000000001
79,0.9669669212753488,0.9940618952926874,0.9911329625008395,7.9
80,0.9717178749174954,0.9937874007449328,0.9901627272794049,8.0
81,0.9772346544271591,0.9953622148257955,0.989325032596982,8.1
82,0.9828913839140483,0.9984661096634049,0.9880802279054226,8.200000000000001
83,0.9886220806630616,1.0022057165417235,0.9865306768109773,8.3
84,0.9945439464770586,1.0056904766439663,0.9854523912694486,8.4
85,1.0002875816690637,1.0082976177088088,0.9858272464484267,8.5
86,1.004688858659162,1.009579570743606,0.988100641520644,8.6
87,1.0064952953081003,1.0093725091455095,0.9915775035623412,8.700000000000001
88,1.005344387306762,1.0080957350898105,0.9946355192720986,8.8
89,1.0019667983724465,1.006664418300173,0.9959103996353131,8.9
90,0.9977243566591498,1.00588207948501,0.9954331119595217,9.0
91,0.9940493460578,1.005871614614515,0.9944951188824139,9.1
92,0.9918693969368245,1.0061416064451967,0.9944103651783361,9.200000000000001
93,0.9910002718367212,1.0061929267290692,0.9955524759734149,9.3
94,0.9900240362316127,1.0059422436136685,0.9974679248653815,9.4
95,0.9871887642694156,1.0055770341133632,0.9995393126649791,9.5
96,0.9818330258978373,1.0051806898514233,1.0014342234050708,9.600000000000001
97,0.9749632407072324,1.0046009311533448,1.0031868930809327,9.700000000000001
98,0.9684295017167479,1.003666948340592,1.0049905740082044,9.8
99,0.9636685998503726,1.002524276414986,1.0067754579839316,9.9
100,0.9612515372787542,1.0016981843117887,1.007979219709165,10.0
