,Li-Li,Li-Ni,Ni-Ni,r
82,0.9961385289750112,0.9962034658141145,0.9849316978712582,8.200000000000001
83,0.9971138860055992,0.9969428406012274,0.9852998381734556,8.3
84,0.9975451520143439,0.9979680057068766,0.9856966841010778,8.4
85,0.9975275319969945,0.9995556285016712,0.9865953714816644,8.5
86,0.9975738471849237,1.001906951468361,0.9878185129271833,8.6
87,0.998307567083711,1.0049972847465383,0.9888473570884969,8.700000000000001
88,0.9999584786904626,1.0085318726964823,0.9896817879795564,8.8
89,1.0020749710112111,1.0120284916490003,0.9910096970325036,8.9
90,1.003687828661848,1.0150408375331754,0.9934695606062045,9.0
91,1.0038495245118226,1.0173620728342117,0.9969674423376981,9.1
92,1.0022014903401495,1.0189868510690145,1.0007310926993727,9.200000000000001
93,0.9991683783330481,1.0199343428981968,1.0038722828227722,9.3
