,Li-Li,Li-Ta,Ta-Ta,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,2.3654482561126567e-07,0.0,0.0,0.5
6,3.582061711880681e-06,0.0,0.0,0.6000000000000001
7,2.513073093596428e-05,0.0,0.0,0.7000000000000001
8,0.00013154003334547471,0.0,0.0,0.8
9,0.0005554746521974601,0.0,0.0,0.9
10,0.0019289195824950703,5.55223271226443e-07,0.0,1.0
11,0.005621903691666661,4.672512510652567e-06,0.0,1.1
12,0.014057256397404556,2.9493842264811763e-05,9.994018882075976e-07,1.2000000000000002
13,0.030884240283360925,0.00014549762737343005,1.3043625150220788e-05,1.3
14,0.06098012867419392,0.0005866982250961809,0.00010076405585609952,1.4000000000000001
15,0.11005340653334639,0.0020029841594717034,0.0005817964904115869,1.5
16,0.18337006425435165,0.005905823103713735,0.0026887472515741443,1.6
17,0.2836472822521779,0.015282048170859052,0.010322960329346351,1.7000000000000002
18,0.4093700961328273,0.035072942714881886,0.03355813199931659,1.8
19,0.5547837024222395,0.07195878495797911,0.09336788038423828,1.9000000000000001
20,0.711495550099915,0.13290844990111003,0.22395935993017732,2.0
21,0.8703715596307606,0.2225173440539311,0.46603739966946484,2.1
22,1.0223660782375137,0.3399997972279768,0.8468031526548468,2.2
23,1.158190288532652,0.47747484289819947,1.3541437680636232,2.3000000000000003
24,1.2685234583646807,0.6212314959133871,1.924571359324537,2.4000000000000004
25,1.346279692270883,0.7559305647266282,2.460489149937738,2.5
26,1.3895682113608838,0.8692427419901251,2.8692528402256126,2.6
27,1.4022943605930986,0.9539808472686375,3.0970414047783645,2.7
28,1.3916338560775987,1.0074989458357733,3.1370880936166863,2.8000000000000003
29,1.3646170945944178,1.0306188299225303,3.016448296845568,2.9000000000000004
30,1.326330305106517,1.027420295003605,2.7791238186721117,3.0
31,1.280281995590392,1.0047004144930602,2.4749612710632216,3.1
32,1.229687093517928,0.9700522937127903,2.1512897462531457,3.2
33,1.178320449270867,0.9298322026606823,1.8446440612292392,3.3000000000000003
34,1.130388403378705,0.8885641972601412,1.5763522076146155,3.4000000000000004
35,1.0893979297894336,0.8494219034760647,1.3549540846320371,3.5
36,1.056792900932061,0.8147387387783797,1.1817930854280705,3.6
37,1.031667704905518,0.7864843432288506,1.0542920509847122,3.7
38,1.0120503318580878,0.7666191443767771,0.9665700764921774,3.8000000000000003
39,0.9965321623365941,0.7567261646635027,0.9109690284865326,3.9000000000000004
40,0.9848346276702047,0.7571598956982452,0.8814321278621015,4.0
41,0.9772844028482287,0.7667466184012841,0.8753262878816049,4.1000000000000005
42,0.9740201367403915,0.7833207908997973,0.8911498820505009,4.2
43,0.9745654777191584,0.8045632997956785,0.9248812748046019,4.3
44,0.9780117972090863,0.8288035351909064,0.9696480201800687,4.4
45,0.9835637772504304,0.855400462847652,1.0188278334182197,4.5
46,0.9908553771755432,0.884210143715619,1.0681137518184942,4.6000000000000005
47,0.9996239554797035,0.91434605928177,1.1143002156703437,4.7
48,1.0090179235411594,0.9435610476563924,1.1536447914259016,4.800000000000001
49,1.017382285105951,0.969306059766962,1.1827962508581444,4.9
50,1.0230198378705426,0.9906106839701282,1.200724539381753,5.0
51,1.0252878542207131,1.0084791740751569,1.2084600216939227,5.1000000000000005
52,1.024931774842971,1.0240294819146578,1.2069083467342674,5.2
53,1.023477434025861,1.0366269952295941,1.195763859626537,5.300000000000001
54,1.022320305063349,1.044436076279689,1.1747225232962766,5.4
55,1.0219484452760772,1.0465985269540188,1.1452193788732394,5.5
56,1.0216171885654128,1.0442759403110797,1.1106250732075926,5.6000000000000005
57,1.019857640845042,1.0396318058249137,1.0745874189200957,5.7
58,1.0155674823156693,1.034347231206258,1.0390986893423142,5.800000000000001
59,1.008828952535109,1.0291626456168177,1.0041856052428455,5.9
60,1.0008763016370021,1.0242490690821096,0.9695215397501308,6.0
61,0.9932820632015821,1.0195862274100083,0.9362494767743261,6.1000000000000005
62,0.9869784437608893,1.015102934236524,0.9071940552554955,6.2
63,0.9819861204577437,1.0107618136660272,0.8853608763427048,6.300000000000001
64,0.9780309656387683,1.006706346187734,0.8722731057365954,6.4
65,0.975166934684655,1.0034678725563941,0.867414146091081,6.5
66,0.9736440541943616,1.0020311126408765,0.8684742013313791,6.6000000000000005
67,0.9733725688209727,1.0034109354391627,0.8719446408639809,6.7
68,0.9737900068949004,1.0078944860690058,0.8744450085319984,6.800000000000001
69,0.9742086513361173,1.0147087141089148,0.8745710681190276,6.9
70,0.9741420269662904,1.0225854474833669,0.8736281144312851,7.0
71,0.9734474443873657,1.0306612251003828,0.8743115299575128,7.1000000000000005
72,0.9724579352864325,1.038737051651881,0.8785120683410147,7.2
73,0.9719079045097219,1.0467252923135475,0.8860565431197224,7.300000000000001
74,0.9724386587856679,1.0541240770172042,0.8949590369697732,7.4
75,0.97408549468834,1.0602079716318276,0.902582628507122,7.5
76,0.9762562042806509,1.0646312831841644,0.9068962114876974,7.6000000000000005
77,0.9781397011484448,1.0676989462997037,0.9071561393075891,7.7
78,0.9791566821752402,1.0700359713398975,0.9037170304843226,7.800000000000001
79,0.9791598108614339,1.0720766324260496,0.8973206018966218,7.9
80,0.9783321323125341,1.0739223811793777,0.8886173392711625,8.0
81,0.9769700046392936,1.0755245017587312,0.8782608834246735,8.1
82,0.9753491579574379,1.0767166488797715,0.8670474603266094,8.200000000000001
83,0.9736893621199815,1.077062600234241,0.8557172068776285,8.3
84,0.9721531492394518,1.075973647832366,0.8449358476442532,8.4
85,0.9708645380106927,1.0732321890321375,0.8357589824310926,8.5
86,0.9699170528027189,1.0694163818511402,0.8296206732094316,8.6
87,0.9693178291180106,1.0656502090689666,0.8271802885084278,8.700000000000001
88,0.9688952570172216,1.0627742966263372,0.8271615135009976,8.8
89,0.9682875545261423,1.0607725729848143,0.8269468055257346,8.9
90,0.9671654406006719,1.0590574971559772,0.8247318940619957,9.0
91,0.9656033779250273,1.057193670297246,0.8210292508841793,9.1
92,0.9641750415475759,1.0552755870677608,0.8180091554791575,9.200000000000001
93,0.963567528217384,1.0537395035430417,0.8176018454837551,9.3
94,0.9640738029677384,1.0529192368938962,0.820323679196731,9.4
95,0.9653973685601406,1.0527948781325032,0.8255809776473779,9.5
96,0.9668808276717384,1.0532046496720744,0.8325577174716091,9.600000000000001
97,0.9679605920151607,1.0541848107206104,0.8405304927019437,9.700000000000001
98,0.9684836567901298,1.0558316914929364,0.8485404660616874,9.8
99,0.9686407844430738,1.0577944374069785,0.8551908561335482,9.9
100,0.968666195922319,1.0591791824497527,0.858995457598806,10.0
