,Li-Li,Li-Cr,Cr-Cr,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,8.938118142639601e-07,8.938118142639602e-08,0.0,0.5
6,8.602850004134442e-06,9.681808551353084e-07,0.0,0.6000000000000001
7,5.091325507241192e-05,7.88951305271633e-06,0.0,0.7000000000000001
8,0.0002427023716471845,4.636394047441504e-05,1.652155275428539e-06,0.8
9,0.0009310443342836871,0.00021614500693860615,1.9031732029656643e-05,0.9
10,0.0029630062664910673,0.0008427421946451168,0.00013495078356164062,1.0
11,0.008029252036517838,0.0027773011073375558,0.0007234479301911751,1.1
12,0.0189576913558722,0.007816268286868776,0.00311078026742498,1.2000000000000002
13,0.03984399378442797,0.018986869927173508,0.011103774304581166,1.3
14,0.07578851236417432,0.040334335022810586,0.033418176632358666,1.4000000000000001
15,0.132203729128557,0.07603319232313707,0.0856657569128844,1.5
16,0.21402595111648529,0.12901884288702228,0.18869239364053722,1.6
17,0.3246949822982819,0.19962245217238295,0.3604259031319011,1.7000000000000002
18,0.463811048476334,0.285106443514503,0.6037575754870329,1.8
19,0.6241259886101497,0.3808885053636872,0.8996430823113984,1.9000000000000001
20,0.7915723593082415,0.48267063792013454,1.213061321468606,2.0
21,0.9499772523069504,0.5871289377073241,1.5077374245093838,2.1
22,1.0866628575126767,0.6903373534732358,1.7571600913481695,2.2
23,1.1948253217279448,0.7862591913033542,1.9451602647739985,2.3000000000000003
24,1.2727593432949171,0.8677689871941725,2.061544530087285,2.4000000000000004
25,1.3219673699288124,0.9294188956471005,2.10189159505606,2.5
26,1.345297176823425,0.9692127944995773,2.0723901066251043,2.6
27,1.3458390166809986,0.9883059160226673,1.9911415633883602,2.7
28,1.3271519845889488,0.989836771263002,1.879638408253412,2.8000000000000003
29,1.2942020997387662,0.978038957673738,1.7507893182982717,2.9000000000000004
30,1.2533910710299534,0.9575831729553933,1.6060649951989616,3.0
31,1.2108224145734992,0.9328892042464084,1.4446088471514944,3.1
32,1.1701083541773598,0.9077148323232029,1.2739871465827584,3.2
33,1.1322075095172046,0.8851872442690962,1.1121331144740343,3.3000000000000003
34,1.0974216510927088,0.8678010800860292,0.9805480607397047,3.4000000000000004
35,1.0669444774657812,0.857014375055244,0.8955688527421956,3.5
36,1.0424212638664603,0.8528803236356037,0.8628318249975282,3.6
37,1.0247022383320261,0.8542408270176279,0.8763128611450005,3.7
38,1.013167752443098,0.8593327881696755,0.9216720794875102,3.8000000000000003
39,1.0059011092084398,0.8663418583631396,0.9822226000557117,3.9000000000000004
40,1.0006846997370782,0.8739679644305054,1.0442370371710097,4.0
41,0.9963988662682488,0.8820903767678137,1.0988062309334508,4.1000000000000005
42,0.9935734478839278,0.8917798573634355,1.1407870889352822,4.2
43,0.9934650030912745,0.904099023208198,1.167655325328803,4.3
44,0.9965038932429211,0.918826268899332,1.1795344702307793,4.4
45,1.0014586122621927,0.9346808604710201,1.1790666095153628,4.5
46,1.005923846920828,0.9506387234997915,1.1699813767310143,4.6000000000000005
47,1.0077916693750137,0.9664442505393701,1.1551959547636292,4.7
48,1.0066446875577812,0.9817518892650702,1.135890493626462,4.800000000000001
49,1.0038728958005783,0.9953759729290388,1.1121159105393317,4.9
50,1.0013440470449777,1.005840520605654,1.0843020952540392,5.0
51,0.9999451929453884,1.012492684262994,1.0542672864320204,5.1000000000000005
52,0.9993168357256408,1.0158209633494806,1.0248512182490537,5.2
53,0.9986534513242447,1.0168915585049323,0.9985769792961544,5.300000000000001
54,0.9974353818612995,1.0167894606781724,0.9765419705406758,5.4
55,0.9954897991233499,1.0164576450681273,0.9584934872100197,5.5
56,0.9928669005030915,1.0166306414251605,0.9439241051068731,5.6000000000000005
57,0.9900056735443652,1.0177136351265994,0.9329851718546274,5.7
58,0.9876960731894869,1.019764643115178,0.9262093465971354,5.800000000000001
59,0.9863942559796373,1.0226259109284972,0.9234208445325129,5.9
60,0.9855898302760979,1.0260404419647373,0.923247139411089,6.0
61,0.9841183751355175,1.0296934970076277,0.9240322862922511,6.1000000000000005
62,0.9810694112726156,1.0332710596194778,0.9252066985009456,6.2
63,0.9763767044472034,1.0365911388761477,0.927452045940593,6.300000000000001
64,0.9708290218911143,1.0397106757285586,0.9313234119637988,6.4
65,0.9656759332306921,1.0428607800330831,0.9359109185485678,6.5
66,0.9619320583097003,1.0461820171096499,0.9391212698539855,6.6000000000000005
67,0.9597972645698273,1.0494644115710796,0.9391873231102301,6.7
68,0.9587465401433929,1.0521610789891467,0.935710990716174,6.800000000000001
69,0.95814270316655,1.0537858337557682,0.9295563247784608,6.9
70,0.9577559590489967,1.0544383262103703,0.9222863987472364,7.0
71,0.9578768291179355,1.0548728002719945,0.915531303507202,7.1000000000000005
72,0.9589817076843582,1.0558646862819716,0.9101519746435841,7.2
73,0.9610751413775439,1.0575066760170286,0.9057305967433821,7.300000000000001
74,0.9633137931106515,1.0591986241535398,0.9011969362089209,7.4
75,0.9644972033175815,1.0601984168146013,0.8961611429361281,7.5
76,0.9640957398136195,1.0600487869463828,0.8915258537832454,7.6000000000000005
77,0.962820960210642,1.0586896918609028,0.8888123371218046,7.7
78,0.9621160165473802,1.0564592661784753,0.8890895670303548,7.800000000000001
79,0.9629301990833048,1.0540128137433875,0.8924691720765231,7.9
80,0.9648711792441429,1.0520013774209107,0.8981301384164502,8.0
81,0.9666268159099136,1.05062613473829,0.9044498854494484,8.1
82,0.9672290433714341,1.0495144624231145,0.9094352899476199,8.200000000000001
83,0.9667515492480179,1.0481590438057178,0.9117716190650003,8.3
84,0.9658825707138221,1.0465057627517595,0.9117797220853286,8.4
85,0.9651928648133712,1.0450417468673983,0.9111089608798465,8.5
86,0.964856650212634,1.0442499353832897,0.9113399320841533,8.6
87,0.9647340679919459,1.044022246182226,0.9129199057770672,8.700000000000001
88,0.9645713687742892,1.0437218409762983,0.9152210711868105,8.8
89,0.9643546718760667,1.042870508269364,0.9173015683902943,8.9
90,0.9646322903401526,1.041702635349992,0.9186456281549596,9.0
91,0.9662993870812935,1.040943740027177,0.919419397341344,9.1
92,0.9698101032955405,1.0410717950926034,0.9201715391476945,9.200000000000001
93,0.9745888175408992,1.0418980967578122,0.9214087221675037,9.3
94,0.9793515078160832,1.0428334322505572,0.9235203877255579,9.4
95,0.9830535557103101,1.0433998919957281,0.9269263015326797,9.5
96,0.9854942312990579,1.0434484739030536,0.9319860754038202,9.600000000000001
97,0.9871112991483602,1.0430582421967796,0.9386224162606093,9.700000000000001
98,0.988398216145316,1.042398898841926,0.9460216835160006,9.8
99,0.98949966058418,1.0417045761624535,0.9526396054157447,9.9
100,0.9901923750837279,1.0412538889707694,0.9566153571930139,10.0
