,Li-Li,Li-Ti,Li-Si,Ti-Ti,Ti-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,7.83334905573133e-07,0.0,0.0,0.0,0.0,0.0,0.5
6,5.783411755607042e-06,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,3.564016759806595e-05,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.00017500736376887844,3.8784257531794767e-07,0.0,0.0,0.0,0.0,0.8
9,0.000700700246617214,3.559719439441739e-06,9.161494743381277e-07,3.435560528767979e-07,1.1451868429226597e-07,0.0,0.9
10,0.00239655293911731,2.1607339581326846e-05,1.0672845592620325e-05,5.611145557810777e-06,7.467556261680556e-07,0.0,1.0
11,0.007136002476703705,0.00010200896047669669,7.418042113757976e-05,4.408427605302261e-05,4.6174435222476014e-06,2.200281424518439e-06,1.1
12,0.01863020837535863,0.00039239214878197045,0.000393618172962411,0.0002471720629376837,2.451633911571983e-05,2.824791508250227e-05,1.2000000000000002
13,0.042733852842895464,0.0012571209112885178,0.001682394125340616,0.0011014703374653224,0.00012023788833967539,0.000194123847546333,1.3
14,0.08653453214938316,0.003444360502064023,0.005991169172928515,0.004038985016871095,0.0005390289495700951,0.0010006729398264694,1.4000000000000001
15,0.15654242568049107,0.00830958274910454,0.01807351114786143,0.01236415368499051,0.0021820280984978474,0.004130719909902672,1.5
16,0.25766591047146703,0.01819863122019268,0.04687154864090158,0.03206677065317274,0.007879218614636432,0.014008399348275644,1.6
17,0.39324073653561753,0.036986172329178925,0.10577386215795184,0.07154997111660899,0.02493706318772183,0.03951947220390816,1.7000000000000002
18,0.5638415582239994,0.0703476360095988,0.20991775264611603,0.13971811097556477,0.06833937714216434,0.093972938862446,1.8
19,0.7640963204994571,0.12486246455981084,0.36982287014438897,0.2430214260790187,0.1616305173861608,0.19091860966796104,1.9000000000000001
20,0.9806334056756973,0.2055480988412281,0.5834179858377855,0.3828741306565208,0.33089536725457525,0.336089900288376,2.0
21,1.1936200352111255,0.31301132093443207,0.8314278729051063,0.5545209433719773,0.5906592710224995,0.5196528251473116,2.1
22,1.3809541068054136,0.44208189152306154,1.0808110418470962,0.7478467734680391,0.9284980431423867,0.7143039533581736,2.2
23,1.5238493489393297,0.5826544319189347,1.2958918251002967,0.9497173927721733,1.2997840483005012,0.8824332079876722,2.3000000000000003
24,1.6130518106108258,0.7221334852534919,1.4505019448913226,1.1461170947793045,1.6389846059607633,0.9912988282111045,2.4000000000000004
25,1.652242191320544,0.8486250743019778,1.534032208186582,1.322783894357544,1.8834725992845058,1.0284975365239406,2.5
26,1.6543122774190497,0.9535218255349407,1.5501248502836815,1.4655272516597864,1.997530213980601,1.0058682665399254,2.6
27,1.6320981665659473,1.0320003403955846,1.5116701252885054,1.5621686175653344,1.9827750912906523,0.9483845423759668,2.7
28,1.592072324127829,1.0820093634978751,1.4356651816710329,1.6056417822015847,1.8697740051584661,0.8796249655944226,2.8000000000000003
29,1.53658997521013,1.1036409874792352,1.3393009117647499,1.596152307469764,1.6993993158671787,0.8157087457370047,2.9000000000000004
30,1.4693703860760476,1.0993530412762162,1.2375841039778126,1.5413072927426308,1.5076523666932242,0.7658931298865701,3.0
31,1.396155850028448,1.0742251731009265,1.1421866476445783,1.4542944989230493,1.320170018382391,0.7331506873174892,3.1
32,1.3218424709540766,1.0356134038271445,1.060660269349581,1.350468105765983,1.1532975486196733,0.7152187482285495,3.2
33,1.2499496048739562,0.9916581396672934,0.9957431509149511,1.2433830768031306,1.0162290110294887,0.7084740328256688,3.3000000000000003
34,1.1842831554232862,0.9488631379053809,0.9460769127068849,1.142180551847551,0.9120309556931774,0.7115947211805042,3.4000000000000004
35,1.1289619762745136,0.9106865180710331,0.9089065134286604,1.051616841310789,0.8388082331533929,0.7253517549183908,3.5
36,1.0865378047298133,0.8786906502172369,0.8826362073106867,0.9740541836207669,0.792111420632749,0.750288344344098,3.6
37,1.056810131022337,0.8545594226899623,0.8669228004718476,0.91121624607553,0.7673444049959628,0.7855991313009794,3.7
38,1.0374745561632708,0.8402190491199627,0.8612290909119309,0.8644182251216618,0.7605267706019095,0.829496311323609,3.8000000000000003
39,1.0253455941162017,0.8364171085831683,0.8642114522228341,0.8340242684261829,0.7681013116392754,0.8794786656692634,3.9000000000000004
40,1.0170105506714313,0.8421907093650378,0.8741724187223188,0.8193834640778512,0.7872523513158382,0.9321642302514946,4.0
41,1.0094713443017223,0.8558351030206376,0.8893269040561714,0.8193146528676574,0.8162184029358726,0.9835668237460613,4.1000000000000005
42,1.001612592635631,0.8758329268511675,0.9076616861105948,0.832475510723508,0.8532593726787379,1.0303928955854662,4.2
43,0.9953098690778063,0.9007269861982574,0.9273305459981884,0.8571483230979834,0.8950586603990808,1.0712975705570444,4.3
44,0.9940687127096098,0.9285553818730136,0.9475024694899725,0.8905882285417674,0.9367506839761236,1.106495177305423,4.4
45,0.9993955929941043,0.9568712724363349,0.9682709743618856,0.9287735371960112,0.97393600864843,1.1358176620732447,4.5
46,1.008354812629279,0.9834771911514093,0.9894116234940389,0.9672622378309423,1.0045858345354022,1.157172555247676,4.6000000000000005
47,1.015138456054741,1.0070846903604591,1.0095330984571473,1.0025711361476597,1.0290556355135383,1.167179297327826,4.7
48,1.0151620008457662,1.0272295009889059,1.0264882116387037,1.0326668963223724,1.0485718577495473,1.1638041158172694,4.800000000000001
49,1.0079127950062494,1.0436129101271079,1.038281352009429,1.0562621250169948,1.0637638331014496,1.14881189687789,4.9
50,0.9965852444566109,1.0556418157344722,1.0438548024968004,1.0721745935898055,1.0742935066877026,1.1275958171576577,5.0
51,0.9854074503777615,1.0626812008197923,1.0436734515573078,1.0797083984884228,1.0794185897741264,1.1061173719759818,5.1000000000000005
52,0.9769771321826415,1.064812701125856,1.0396583621955033,1.079372858219063,1.0786811480766658,1.0875948057967597,5.2
53,0.9714639095711685,1.0632740303719217,1.033986444973899,1.072723406862186,1.072254265120148,1.0716725486321945,5.300000000000001
54,0.9676026276050684,1.059908449979442,1.0275189925867747,1.0614087650499706,1.0610317016334534,1.055854814147242,5.4
55,0.9638768614066525,1.056064333071115,1.0194586091928393,1.0466199526392188,1.0465518722614393,1.0374520105262663,5.5
56,0.9589534066910492,1.0520537250139064,1.0087782586055796,1.0293545096166339,1.030662055784934,1.015300411925022,5.6000000000000005
57,0.9520382563579173,1.0475162466318637,0.9960584032647738,1.0107395734101239,1.01508032538126,0.9905459763217712,5.7
58,0.9434481238562955,1.0421302514802657,0.9837902877970301,0.9919250435628745,1.0011831312490806,0.9656170865766257,5.800000000000001
