,Si-Si,Si-B,B-B,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,1.365082665326082e-06,0.5
6,0.0,6.539086463721876e-08,3.061122420444607e-05,0.6000000000000001
7,0.0,7.112155441745139e-07,0.000281670666341692,0.7000000000000001
8,0.0,1.028077573049996e-05,0.0016912706329555798,0.8
9,0.0,9.388361684876968e-05,0.007888659895076491,0.9
10,4.7468923958869924e-07,0.0005854306673056186,0.029864023797858106,1.0
11,7.213719174965416e-06,0.0028263442034851165,0.09302488771644064,1.1
12,5.827495315201193e-05,0.01116908440958107,0.2401243904628744,1.2000000000000002
13,0.0003388300173757098,0.03654742246665692,0.5171480942837906,1.3
14,0.00156351524573342,0.09950411833687907,0.9364814944022801,1.4000000000000001
15,0.005941385304159637,0.22666765818514248,1.4390068426185814,1.5
16,0.018929477317065006,0.4354251666521355,1.8971320750631224,1.6
17,0.051109039308020694,0.7129722440698603,2.1752081033454087,1.7000000000000002
18,0.11791986585102524,1.0090376337919205,2.206305149992519,1.8
19,0.23439515852958479,1.255453831338289,2.0227302785186514,1.9000000000000001
20,0.4049717929575956,1.4003281122818776,1.7220574492881566,2.0
21,0.614624822423835,1.4301972250846338,1.4067461989256687,2.1
22,0.8303650280325271,1.3676072830623842,1.1434688536459319,2.2
23,1.0150602518453737,1.2532401979378114,0.9564850105385078,2.3000000000000003
24,1.1438447541130852,1.1276375640826857,0.8419988125828752,2.4000000000000004
25,1.2111207551942706,1.0203001751202496,0.7856651809537486,2.5
26,1.2264771049410734,0.9462323823935616,0.7731898889772544,2.6
27,1.2069111279708196,0.9073489859394952,0.7927166873002353,2.7
28,1.1708984818772086,0.8968227219016291,0.8329160347490624,2.8000000000000003
29,1.1339455716321092,0.9047606765073642,0.8814892823544008,2.9000000000000004
30,1.10467756574035,0.9228140184885276,0.926359438084756,3.0
31,1.083640755481026,0.9458413643778821,0.9587367753346916,3.1
32,1.066593263558678,0.9711092372332,0.9754297851105692,3.2
33,1.0497382380338893,0.996701553956389,0.978500781238473,3.3000000000000003
34,1.0324738454326512,1.0202390512007449,0.9726371079421221,3.4000000000000004
35,1.0162526711000701,1.038609469515591,0.9622218188212843,3.5
36,1.0019489975608051,1.0491437406347923,0.9500203162420492,3.6
37,0.988710306825811,1.0513212459377368,0.9378374264835218,3.7
38,0.9749811424866617,1.0471810026829156,0.9276571469079016,3.8000000000000003
39,0.9603715156891112,1.0400110523031236,0.9215101454853311,3.9000000000000004
40,0.9466736194226233,1.0326992869064158,0.9201646174171509,4.0
41,0.937126043735402,1.0269151433143855,0.9224508036721962,4.1000000000000005
42,0.9343119073827082,1.0230546544083174,0.9263319073095339,4.2
43,0.9383423702509955,1.0205216950422733,0.9306491113791066,4.3
44,0.9469487961574081,1.0182738856132894,0.9356334373198718,4.4
45,0.9571959574649368,1.0155857927420975,0.9417416130015298,4.5
46,0.967031804868714,1.01256835475877,0.9485161647207494,4.6000000000000005
47,0.9756856831382401,1.0099359220043151,0.9549877828159348,4.7
48,0.9832433187213341,1.0082296475767678,0.9607437337660601,4.800000000000001
49,0.9898786173342861,1.0073231468719286,0.9658694959168364,4.9
50,0.9953133679296741,1.0066837723790396,0.970075278756535,5.0
51,0.9991897345356288,1.0059511391526592,0.9727942359804678,5.1000000000000005
52,1.001911130068263,1.005144973447658,0.9742375975224646,5.2
53,1.004563849224308,1.0043428550675595,0.9755720968687193,5.300000000000001
54,1.00778924908332,1.0033364646950993,0.9777098161917955,5.4
55,1.0110407710981748,1.0018367825674568,0.9803811626151957,5.5
56,1.0130664556978657,1.0000050616181342,0.9826287502150982,5.6000000000000005
57,1.0129247569426534,0.998523064396135,0.9838820536045063,5.7
58,1.0105813550990015,0.9980116399973302,0.984267926260161,5.800000000000001
59,1.007003171528539,0.9984668871162239,0.9841075576562724,5.9
60,1.0039042985725053,0.9993410680172632,0.9835725460956858,6.0
61,1.0029906128080226,1.0001107830928941,0.9829009007808842,6.1000000000000005
62,1.004837333992361,1.000663360144043,0.982514663068529,6.2
63,1.0083104441160369,1.001177115224462,0.9825849793767677,6.300000000000001
64,1.011244373545876,1.0018397631356393,0.9826870727886706,6.4
65,1.0118452957751811,1.002742276426589,0.9822880523899683,6.5
66,1.009665607082794,1.0038562644636326,0.981545321162043,6.6000000000000005
67,1.0056187562853245,1.0050052413008677,0.98126149624296,6.7
68,1.0012405884052635,1.0059551058042917,0.9819796591865757,6.800000000000001
69,0.997740158741397,1.0065598277316052,0.9833342519230692,6.9
70,0.9954758045931065,1.0067895868360444,0.9843412531389409,7.0
71,0.9941421894237704,1.006723673823399,0.9842103387689078,7.1000000000000005
72,0.9932663233590547,1.0065923017667817,0.9828439886388686,7.2
73,0.9924849762746231,1.006678792550289,0.9807193250028764,7.300000000000001
74,0.9915725634661274,1.0070941576580699,0.9785212080059811,7.4
75,0.9905109275221179,1.0077576933444148,0.9769789882940845,7.5
76,0.9895687489934131,1.0085773648187955,0.9767608139005294,7.6000000000000005
77,0.9891380442188561,1.0094632618792434,0.9781182270977995,7.7
78,0.9893772435280157,1.0101888347903505,0.9805864968519633,7.800000000000001
79,0.9900481617031441,1.0104149979263877,0.9832183682687792,7.9
80,0.990722759230463,1.0098320449569322,0.9851386902191719,8.0
81,0.9911562616050115,1.0082684227669283,0.9858928564547415,8.1
82,0.9915053787731138,1.0058441228592796,0.9854874164005695,8.200000000000001
83,0.992202335204203,1.0031183892847344,0.9843107633986092,8.3
84,0.9935634886586961,1.0009174417512083,0.9829502302065654,8.4
85,0.9954908012455378,0.9998603434898992,0.9818616474048508,8.5
86,0.997561905005807,0.9999817127235028,0.9811156898275276,8.6
87,0.999415813448723,1.0007339902891024,0.9804815729299327,8.700000000000001
88,1.001047607114137,1.001347390042033,0.9796982340173093,8.8
89,1.0027204326841903,1.0013488911591624,0.9786459705844315,8.9
90,1.0045808865774841,1.0009308071070038,0.9774244821321122,9.0
91,1.0063980384070765,1.0008687524657296,0.97637591162552,9.1
92,1.0076573686801054,1.001964153807573,0.9759271543661963,9.200000000000001
93,1.007805035405686,1.0044338085267248,0.9763414908812152,9.3
94,1.0063931444706071,1.0077965796799024,0.9776759423471374,9.4
95,1.0032010315766042,1.0112906255481593,0.9799656454053891,9.5
96,0.9984226535034094,1.0142870046082073,0.9833359843768408,9.600000000000001
97,0.9927585366167191,1.0163822482359253,0.9878054631172486,9.700000000000001
98,0.9872510127170464,1.017409002636347,0.9929050470298119,9.8
99,0.9829489930498283,1.017565573816418,0.997531399218952,9.9
100,0.9806146552076354,1.017395703698192,1.0003163349187267,10.0
