,Li-Li,Li-Si,Li-Se,Si-Si,Si-Se,Se-Se,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,1.7824438859796248e-07,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,1.7833820868647118e-06,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,1.2067870815093804e-05,0.0,0.0,0.0,0.0,0.0,0.8
9,6.205794312179794e-05,7.555341731228516e-07,0.0,0.0,0.0,0.0,0.9
10,0.00026057598938534674,9.104992211179342e-06,1.078268523617304e-06,1.3478356545216304e-06,0.0,0.0,1.0
11,0.0009199391000771099,6.738688030979741e-05,1.6708728677454578e-05,2.5724678182718587e-05,1.2096918339750921e-05,0.0,1.1
12,0.0027855726565650884,0.00036791188192713604,0.00013855238905587046,0.0002413167333680507,8.543229768789493e-05,0.0,1.2000000000000002
13,0.007375691701218321,0.0016220872274264496,0.0007972829341720839,0.0014908897438662496,0.0004532118877458127,0.0,1.3
14,0.017387354151899737,0.005938877773511627,0.0036350200849954144,0.007108792894281814,0.0018839233770014778,0.0,1.4000000000000001
15,0.037060440322417676,0.01838207550439501,0.013588776491485745,0.02759661517679193,0.006196992636488495,0.0,1.5
16,0.07220491726801201,0.048719297905760926,0.04229524154325235,0.08854593942991304,0.016365305158730012,0.0,1.6
17,0.12932600992408216,0.1118365378731078,0.11065696254038832,0.23638247067562573,0.035256729471274076,0.0,1.7000000000000002
18,0.21340588371409788,0.22471242586163892,0.24568671489483065,0.5284145136518255,0.06357371362192346,0.0,1.8
19,0.32498313550817187,0.3991670793638469,0.4678558261619582,0.996666564754675,0.0993936553388762,0.0,1.9000000000000001
20,0.4584220583269244,0.632883051767937,0.773339382652009,1.6014346629588536,0.140332732163251,0.0,2.0
21,0.6030037318546135,0.9044109449005693,1.1244351010002123,2.2181745738859844,0.1849743987712422,0.0,2.1
22,0.7462883839898848,1.1772319491715835,1.4591357874667812,2.685776742606927,0.23035374290514313,0.0,2.2
23,0.8773994516630518,1.412021707330101,1.7161703196057636,2.8872099169801086,0.26855911943677563,0.0,2.3000000000000003
24,0.988541897337035,1.5798013184247053,1.8591332183615943,2.8016620730424915,0.28912453546767697,0.0,2.4000000000000004
25,1.0751438220827767,1.6685752761350834,1.8853870808472526,2.498050679780647,0.28767407873385203,1.9248429843085763e-05,2.5
26,1.135704240779343,1.682301133407488,1.8187420893074138,2.0885100706823185,0.271585285026772,0.000137604076127092,2.6
27,1.1715078963325376,1.6361671719899193,1.6951640220354032,1.6774725468392682,0.254884283479666,0.0007504706032743715,2.7
28,1.1859708270123386,1.5514106973698594,1.54985892702038,1.3308954005121318,0.2481723302616635,0.003182265375587955,2.8000000000000003
29,1.1838204924536735,1.4498422784873406,1.4076251735611935,1.0721717136817186,0.25465064750900385,0.010753576629043124,2.9000000000000004
30,1.1702452674940842,1.3482956274762206,1.2777607514916782,0.8957183916055618,0.273003637110572,0.029437377616549992,3.0
31,1.149936435886546,1.2557306441166252,1.1578939209788592,0.7833707496306396,0.3007188798940127,0.06635307562687376,3.1
32,1.1262972182362951,1.174853077955948,1.0456139121484513,0.7152130382876768,0.3362616364356813,0.12558142360565816,3.2
33,1.1012920942554107,1.1057717307532837,0.9466006193741681,0.6745548597513278,0.38133984876569005,0.2038551340678669,3.3000000000000003
34,1.0758522553379914,1.0480448434356024,0.8709710907554763,0.6490947341436173,0.4403243776623867,0.2899289699703328,3.4000000000000004
35,1.0504354643233715,1.0010837998976942,0.8237087649484035,0.6309401804158934,0.5147663118918906,0.36954138002888265,3.5
36,1.0257214740929308,0.964627138374918,0.8007862697339463,0.6176744624453103,0.5988213320423201,0.4342730004636935,3.6
37,1.0032343085222175,0.9390171531183483,0.7938921389510292,0.6125726894920447,0.6821738301821669,0.4881020087841638,3.7
38,0.9850115248713476,0.9242505113180844,0.7972901061443761,0.6213358670802905,0.7575145138443433,0.5442164089524895,3.8000000000000003
39,0.9722998762917405,0.9188778303361317,0.810138778717578,0.6470196663450846,0.82417524560086,0.6126668818886447,3.9000000000000004
40,0.9647135803072374,0.9204507874561454,0.8334791198863096,0.6876635752760426,0.8852750011230571,0.6903060749818591,4.0
41,0.9608310676231627,0.9270192094599521,0.8660999907203795,0.7379537594828037,0.9429940030425826,0.7636807970554522,4.1000000000000005
42,0.9594676535607924,0.937836003660219,0.903408939067472,0.7920449739741954,0.9964232177700946,0.8214285131060877,4.2
43,0.9603786767563286,0.9525707341468018,0.9395091670630802,0.8447034192824341,1.042228206431001,0.8617519716718914,4.3
44,0.9639675744288869,0.9698827931984277,0.9700902643597726,0.8907398444745163,1.0763252966931907,0.8874118045004633,4.4
45,0.9704132839832665,0.9868352018160506,0.993961813213044,0.9248496436047009,1.0954618809925798,0.8973236815372208,4.5
46,0.9790192443479894,1.0000526365086961,1.01243969379842,0.9436745832607858,1.0998534510855895,0.8859205721352287,4.6000000000000005
47,0.9883859661893472,1.007811439018488,1.0271351764950543,0.9481949558505047,1.096420621356801,0.8518839805297543,4.7
48,0.997176902379244,1.0109633446632476,1.0381096309509097,0.9427327252713361,1.097482675069687,0.8076725751170991,4.800000000000001
49,1.004626849179096,1.0118277979635906,1.0440033411321006,0.9314456787059537,1.1121853692436074,0.7763636905924971,4.9
