,Si-Si,Si-O,O-O,r
83,0.9940934181331627,0.9991495262615271,0.9736254921052568,8.3
84,0.9925078002776768,1.001164607475119,0.9733482030621701,8.4
85,0.991521829944446,1.00389773740393,0.9730452560653059,8.5
86,0.9912677759432998,1.0066378361358235,0.9731291468722836,8.6
87,0.9914838980331544,1.0087982329137568,0.9736044619202388,8.700000000000001
88,0.9917651171602502,1.0101947243149771,0.9740993179829306,8.8
89,0.9918831383092614,1.0108928028173445,0.974647904672952,8.9
90,0.9918769059794231,1.0109106832441257,0.975860260286975,9.0
91,0.992014531259074,1.0101148765068013,0.9780222588857057,9.1
92,0.9927316810551456,1.0083191373208678,0.9804691572084094,9.200000000000001
93,0.9944333262232457,1.0054754951277636,0.9822985324326678,9.3
94,0.9972075665280948,1.0019044152533498,0.9834621308139541,9.4
