,Sr-Sr,Sr-Li,Sr-Si,Li-Li,Li-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,1.7489468907660167e-06,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,1.6528434169790006e-05,2.561933922020532e-07,0.0,0.8
9,0.0,0.0,0.0,0.00010176819801742309,2.578348672155049e-06,0.0,0.9
10,0.0,2.024244086534741e-07,0.0,0.00048503647268915566,1.946389527050701e-05,1.6193952692277928e-06,1.0
11,0.0,2.0466821887594015e-06,0.0,0.001866964881421702,0.00010769716547212484,1.56467482756849e-05,1.1
12,0.0,1.35736442736847e-05,0.0,0.005932276605993848,0.0004911203725182126,0.00011827922656776459,1.2000000000000002
13,0.0,6.80462648303967e-05,0.0,0.015834726992936823,0.0018913523961748314,0.0006720958358885928,1.3
14,0.0,0.0002784290468593967,5.420289950721124e-07,0.036146784211816115,0.006252698133237386,0.003058160822383936,1.4000000000000001
15,2.479603342295864e-07,0.0009509502738514062,5.270195374446652e-06,0.07186485827149688,0.01802334975675571,0.011624083854899233,1.5
16,2.0723594079980493e-06,0.0027659236857302152,3.849082868549684e-05,0.12680024554118516,0.04573521982698013,0.0374243676305977,1.6
17,1.2650373071415062e-05,0.006995873430101476,0.00021285269003562752,0.2023402257877541,0.10286705681080413,0.10242036086890162,1.7000000000000002
18,5.985538554397106e-05,0.015719475710894933,0.0009592659666115658,0.2974930917283448,0.2059547277636063,0.23858267310400952,1.8
19,0.00023144975842498503,0.0319702112999777,0.003637964495043335,0.4099092962456773,0.3683114279778359,0.474421517663494,1.9000000000000001
20,0.0007504910991290169,0.05966081884327687,0.01181285486893004,0.5362453953907947,0.5909933457312526,0.8100619218860319,2.0
21,0.00209116214222891,0.1029741999603945,0.033154236763227915,0.6712741299554511,0.8568062247141316,1.1988444825544688,2.1
22,0.005126622939625505,0.16521741550866573,0.08090759255945948,0.8076474055856545,1.1327481693384802,1.5575129017396157,2.2
23,0.011294589071980094,0.24773799027939003,0.17272244884224972,0.9379483183583228,1.3804166311771364,1.8042532945870629,2.3000000000000003
24,0.022769022650071472,0.3494813661520645,0.3249462322370982,1.0566002209426846,1.5685148659631787,1.896677630624697,2.4000000000000004
25,0.04262469172785586,0.4669760122763716,0.5435665539565504,1.1589609673749743,1.6809717590018856,1.8432321789138653,2.5
26,0.07491191604482601,0.5946568308757821,0.8167785859338529,1.239613957002285,1.7178110218520075,1.6874419764907083,2.6
27,0.12435168964658484,0.7259999650208243,1.114533937130407,1.293306999998264,1.6907390286637363,1.4826972434556016,2.7
28,0.1951508286776029,0.8549736326684828,1.3965180916218727,1.3176599601071977,1.6174922234587568,1.273190769112388,2.8000000000000003
29,0.2888309122441179,0.9760514218667776,1.625115553858366,1.3147225646159957,1.5172320142224587,1.0862604931521445,2.9000000000000004
30,0.402346563054471,1.082965063014545,1.7769699053078458,1.2906437898929812,1.4073095870038481,0.9336565371215604,3.0
31,0.5285304386850084,1.1690567785394492,1.8470968128006127,1.2539797110788464,1.301132843467829,0.8165278906191805,3.1
32,0.6589964025865229,1.230144664300716,1.8447475545890872,1.2130628270447286,1.2069217413417095,0.7306809014029912,3.2
33,0.7868906734526863,1.2665830121342634,1.7864214991253076,1.1738445495906902,1.1276673094601586,0.6710416132924304,3.3000000000000003
34,0.907380591715637,1.281907073119353,1.690862915266364,1.1391050789201784,1.062730932395929,0.6340621577038386,3.4000000000000004
35,1.0167419156179611,1.2803280116265747,1.575835021833676,1.10801059611336,1.0103003004263331,0.6170598179299335,3.5
36,1.1116005419060329,1.2661447353982402,1.4555803620371734,1.0767037570580553,0.9690154824031009,0.6162490905235161,3.6
37,1.1884374736431413,1.2439619187859534,1.3399856407989015,1.041973248599996,0.9380072885567219,0.6267738040174712,3.7
38,1.243480421478323,1.2174741036628722,1.235633616135858,1.005504465578968,0.9160372968014963,0.6449091863464375,3.8000000000000003
39,1.2739510944216905,1.1881407860095208,1.1469026067233385,0.9734732340203792,0.9009956795107246,0.6690648634622305,3.9000000000000004
40,1.28040631362428,1.1561878995945827,1.0758736435858636,0.9514389108705198,0.8906694325302736,0.6980377106694681,4.0
41,1.2678194469077255,1.1229429926877228,1.0219408403249572,0.940277887898381,0.8842463439486359,0.7294633853155182,4.1000000000000005
42,1.2436036001747306,1.0914318021115725,0.9824930308488953,0.9369157077838931,0.8827421009369006,0.7610698998698355,4.2
43,1.2141143342584417,1.0643639525636728,0.9544127209769923,0.9378353838588862,0.8874649445776445,0.7925433613657847,4.3
44,1.182825238961253,1.0419781131868113,0.9349760597623086,0.9410557189380728,0.8980884787671352,0.8249693748886912,4.4
45,1.1512211450668017,1.0224972522340139,0.921820142745233,0.945532281322297,0.9122937799546081,0.8587919293075539,4.5
46,1.1202122625290054,1.0046927309415388,0.9129814865223381,0.9501014124714375,0.9270496235919793,0.8930338237647716,4.6000000000000005
47,1.0903104212258572,0.9893885018971438,0.9073601966661058,0.9534783185146772,0.9400332256733184,0.9260096149823126,4.7
48,1.0615923395457767,0.9785516079101513,0.9048919479835816,0.9548351659196547,0.9501297918770121,0.9560420755117784,4.800000000000001
