,Ba-Ba,Ba-Li,Ba-Si,Li-Li,Li-Si,Si-Si,r
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,4.273262675749182e-06,7.122104459581969e-07,0.0,0.9
10,0.0,0.0,0.0,3.675901081514069e-05,7.185292023109454e-06,0.0,1.0
11,0.0,0.0,0.0,0.00020976906556753367,5.668992670570174e-05,2.62274949267819e-05,1.1
12,0.0,2.5728602360239863e-07,0.0,0.0009489200395157427,0.00031921242656193734,0.0002471814133832307,1.2000000000000002
13,0.0,2.611179653310743e-06,0.0,0.00343694548923659,0.001454500004852367,0.0016106402125947248,1.3
14,0.0,1.5882891521250295e-05,0.0,0.010211243824451115,0.005523486244245458,0.007946647395794652,1.4000000000000001
15,0.0,7.662551212488836e-05,3.890903948618504e-07,0.02536838849527083,0.01774332608886162,0.031665855053007064,1.5
16,0.0,0.00030044836893127044,4.145225733866939e-06,0.05396410409170425,0.0486362537070745,0.10445929486924029,1.6
17,0.0,0.0009818388565725603,3.0286475231195092e-05,0.10083527953978802,0.11463211489078845,0.2889207679591103,1.7000000000000002
18,6.089610026092276e-07,0.0027512647029270406,0.0001666640629499621,0.16942370416715224,0.2343912962027253,0.6759064770519929,1.8
19,6.088504990521652e-06,0.006813339642827529,0.0007480320500102844,0.26064636778748,0.42009665503064847,1.3468006068051366,1.9000000000000001
20,3.843750275547972e-05,0.01532480893816364,0.002818945884242462,0.3716169562158236,0.6676925664725634,2.30099822390708,2.0
21,0.0001887757331043792,0.031874529661664625,0.009105160454746833,0.49512250197325064,0.9531724894021925,3.396528186632079,2.1
22,0.0007563824608930565,0.06172844414002394,0.025529147240882046,0.6210901229781136,1.239261566471263,4.373214643561623,2.2
23,0.0025292820050599662,0.1113347805790803,0.06277862042118712,0.7402891853177909,1.4886219509817014,4.969720656498937,2.3000000000000003
24,0.007226670418256948,0.18678180949023984,0.136645768349469,0.8480233304073842,1.6744111501601462,5.053627415820524,2.4000000000000004
25,0.018057857703257553,0.29131129759959107,0.2654539071936234,0.9444826465156133,1.7832385915476192,4.66835850865524,2.5
26,0.040219392506801545,0.42253452980134654,0.46371764449016917,1.0312228121991525,1.813763994127787,3.9803597629550826,2.6
27,0.08082085938129924,0.5710597595086706,0.7332652652489965,1.107275983977193,1.7754818667324745,3.186368181690496,2.7
28,0.14733667166927888,0.7226068472434612,1.0560672013088375,1.1683368599031276,1.6871807313795304,2.4427865826540063,2.8000000000000003
29,0.24427576348989602,0.8633765920918296,1.3948342274333776,1.2093507953742977,1.5727120602667068,1.8373648845697985,2.9000000000000004
30,0.3698155001441063,0.9850606195851054,1.704389338393013,1.2284419156672788,1.4548665314373213,1.3933746842513264,3.0
31,0.5150744332202961,1.085998606966841,1.9479069624838172,1.2290904504981381,1.350331347825652,1.0906849840232542,3.1
32,0.6664240290500645,1.1686655304668272,2.1061411511298496,1.2181332536622456,1.2670756728654202,0.89117625825725,3.2
33,0.8088378563229514,1.236095387507772,2.1746927405826315,1.2008700919671604,1.203824487139935,0.7596592403162788,3.3000000000000003
34,0.9293421149556113,1.2895218292171158,2.15719819140602,1.1785234293683495,1.152113976384791,0.6744440584771647,3.4000000000000004
35,1.0207593664802603,1.32827863748824,2.063888805197757,1.1506453642357424,1.1020234144608891,0.626633630930159,3.5
36,1.083909347733261,1.351077861364248,1.913888365373055,1.1184481216954096,1.0492004014277947,0.6124843667603898,3.6
37,1.1258305455935864,1.3568018408997753,1.733348573812374,1.0845251472845285,0.9972328089119383,0.625439857005871,3.7
38,1.155316370408884,1.3449893512803515,1.5481361700404606,1.0504788431943712,0.953151651150919,0.6536244483475243,3.8000000000000003
39,1.1791585697432876,1.3170210786442962,1.3773052365898755,1.016922742146034,0.9212032290073416,0.6845891673063024,3.9000000000000004
40,1.2000924619725526,1.276649300434295,1.231663855528384,0.9853075427513788,0.9009264602629121,0.7119808737904008,4.0
41,1.216032657330573,1.228861060323925,1.1156675518857408,0.9577105636927459,0.8896414420122019,0.7366097462229048,4.1000000000000005
42,1.2217558660446501,1.1788682159668213,1.0290147555762992,0.9348640152558233,0.8852640844364572,0.7612625711992178,4.2
43,1.2130888517683913,1.1319371741781101,0.9671511075878053,0.9163843321882911,0.886609396983868,0.7854114512841085,4.3
44,1.1898719678669345,1.092119274515575,0.9229247331245917,0.9026429136789137,0.8922546979433976,0.8046438887229875,4.4
45,1.1550603873975476,1.060194397104935,0.8903007523386567,0.8942259640236501,0.9005793353284047,0.8146387178962715,4.5
46,1.1126020680697652,1.0340427500822533,0.8672352141838348,0.889540244525871,0.9106016796888277,0.8157138806777656,4.6000000000000005
47,1.0675605329097135,1.0119926273593063,0.8546368167081984,0.8849707510575913,0.921415035330076,0.813283649154222,4.7
48,1.027327961307076,0.9952495087029275,0.8529741772887468,0.8782434983237128,0.9310958088713466,0.8134159131494134,4.800000000000001
49,1.0002241430561303,0.9864557756134339,0.8605284718427255,0.8708675219347174,0.9377185998964498,0.8178403600146519,4.9
50,0.9910351443077046,0.9861117029820288,0.874372539589036,0.8665371404733054,0.9412032826700552,0.8229668334810737,5.0
51,0.9973959357903339,0.9907607243684504,0.8917608085264299,0.867418067277068,0.9428965720716072,0.8232523879786969,5.1000000000000005
52,1.010785498068712,0.9946988967627604,0.9102952249051999,0.872620560400221,0.9438061537571127,0.8158268520248508,5.2
53,1.021629155529341,0.9937207032747644,0.9277503552081631,0.8798192066250541,0.9443451408631118,0.8030377935695342,5.300000000000001
54,1.024438551686847,0.9876963709198423,0.9424478966183838,0.8869994764902137,0.9450923359066367,0.7913048406551758,5.4
55,1.0194529273011892,0.9798622011416012,0.9535318318896506,0.8925988374305766,0.9466655662482888,0.7873456980362362,5.5
56,1.0106481012646344,0.9739124775085364,0.9605442464435974,0.8954362548584319,0.949274583445294,0.794565333047116,5.6000000000000005
57,1.0023314075567307,0.9717114313391042,0.963057182921176,0.8951627347556076,0.9531571657445848,0.8119350733889685,5.7
58,0.9968927471649378,0.9728921881015666,0.9612222338778487,0.8921693622609342,0.9590848462432342,0.8355598474943546,5.800000000000001
59,0.9948969730639766,0.9758363875193914,0.9565667440896928,0.8870701532086684,0.9679925443159085,0.8615580218359394,5.9
60,0.9960618316402733,0.9792358131927011,0.9517349249951984,0.8807557892777719,0.9801641687149962,0.8879441094836983,6.0
