,Li-Li,Li-Mo,Mo-Mo,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,8.363178937524964e-08,0.0,0.0,0.4
5,9.016488857236538e-07,0.0,0.0,0.5
6,7.243411350081863e-06,0.0,0.0,0.6000000000000001
7,4.0308510421072576e-05,0.0,0.0,0.7000000000000001
8,0.00018326587590436586,0.0,0.0,0.8
9,0.0006935067879822496,3.7504082709454506e-07,0.0,0.9
10,0.002224587628854992,3.449154868725523e-06,7.526861043772467e-07,1.0
11,0.006134774426986264,2.294200558388975e-05,1.706786778238203e-05,1.1
12,0.014763176090210823,0.00011764410047390684,0.0001706716476990372,1.2000000000000002
13,0.03149580302302406,0.0004916036075922072,0.0010993886059993822,1.3
14,0.060484065710486784,0.001732594462984359,0.005402292373960421,1.4000000000000001
15,0.10600787220731858,0.005246803510312417,0.021640057188343744,1.5
16,0.17164495837233215,0.013847031845220728,0.07175219523581759,1.6
17,0.2595350743903724,0.03224093554115354,0.19901678883664553,1.7000000000000002
18,0.36971512089379616,0.0670040261519683,0.46641688014175503,1.8
19,0.49920713137549505,0.12565595467270027,0.9342163474336533,1.9000000000000001
20,0.6412512149156384,0.2146049244210385,1.62018151131357,2.0
21,0.7859398323575648,0.3359183629848612,2.4664771039336637,2.1
22,0.9226013113688392,0.48404599504239276,3.3399448924835085,2.2
23,1.0423280481788222,0.6452204714832066,4.072001682375812,2.3000000000000003
24,1.139048156602498,0.8013857892604501,4.520118580611375,2.4000000000000004
25,1.2094006961708337,0.9363049785319985,4.620201971047716,2.5
26,1.2525954463753266,1.039285386766615,4.404247129430772,2.6
27,1.2705743089509363,1.1053125996138171,3.9775549960794714,2.7
28,1.2677597606598718,1.1343305844126164,3.469044416591866,2.8000000000000003
29,1.2497640706383841,1.1312957113343551,2.9794372251425676,2.9000000000000004
30,1.2216334390889718,1.1052920995935869,2.5551477227902435,3.0
31,1.1868882691742644,1.0664828113443836,2.1986695917935597,3.1
32,1.1479237478391515,1.022908914171385,1.896796916917764,3.2
33,1.107195913256946,0.979582795392908,1.6401651656219245,3.3000000000000003
34,1.0679016424654724,0.9395205596880495,1.4266943109055412,3.4000000000000004
35,1.033296117478092,0.9048250208054115,1.257755314130228,3.5
36,1.0052902484030772,0.8770520817642998,1.1341835914043474,3.6
37,0.9838664545101486,0.8573578236455659,1.0535458576223244,3.7
38,0.9678774931844966,0.8466954582928773,1.0090794864800496,3.8000000000000003
39,0.9562966427931336,0.8455838715098469,0.9909648391831191,3.9000000000000004
40,0.948751414576335,0.8534197987193395,0.9893372922303918,4.0
41,0.9451467063161195,0.8683350315075301,0.9966938584806008,4.1000000000000005
42,0.9451247148819166,0.8881120687004358,1.0080455553973273,4.2
43,0.947974873803548,0.9110715727408679,1.019778449855759,4.3
44,0.9528869834773437,0.9358301033815163,1.0295974049747794,4.4
45,0.9591959704651906,0.9606205504964739,1.0378311585256779,4.5
46,0.9664970636057203,0.9835379014563292,1.0471396389852494,4.6000000000000005
47,0.9745389135470287,1.0036574511638303,1.058924647090249,4.7
48,0.9828846747104412,1.0214757282998508,1.0699947600774309,4.800000000000001
49,0.9906953666241014,1.037720117317821,1.0736719896621798,4.9
50,0.9970205405620959,1.05181643582834,1.064622714409197,5.0
51,1.0014331966501735,1.0620424872587726,1.0426148939323852,5.1000000000000005
52,1.004328828770352,1.0671864794240842,1.0115733425390272,5.2
53,1.0064927655430094,1.0676575922776412,0.975345254930111,5.300000000000001
54,1.008355802430498,1.0649615994942505,0.9352580210310206,5.4
55,1.009652497393909,1.060432075201891,0.8918369219033921,5.5
56,1.0096781607829022,1.0545926237005308,0.8473851624537649,5.6000000000000005
57,1.007918429213651,1.0475367802113882,0.8059532828297538,5.7
58,1.0046355332325565,1.039662603646027,0.7713322471477417,5.800000000000001
59,1.0008392230747043,1.0319824297275098,0.7453591159764151,5.9
60,0.9975014104278627,1.0257295502882828,0.7276556886123358,6.0
61,0.9948583840969863,1.021665342877939,0.7166509250817618,6.1000000000000005
62,0.9926375403944108,1.0197498368269922,0.7109132032212953,6.2
63,0.9907142588809881,1.0194806951621425,0.7096254640209952,6.300000000000001
64,0.9891788169822229,1.0204141631925059,0.7122921887660719,6.4
65,0.9879770686186807,1.0221830058147663,0.718474732887777,6.5
66,0.9869722472381024,1.0242620326954914,0.7275780727289679,6.6000000000000005
67,0.9862881415620794,1.0261916748051234,0.7383990460356719,6.7
68,0.9861926050806832,1.0280786097664614,0.749113117920586,6.800000000000001
69,0.9866947611980483,1.0305431910111054,0.7581530066144168,6.9
70,0.9875392028778541,1.0339861764717104,0.7650740637968089,7.0
71,0.988522449608405,1.037914444080027,0.7703877899246303,7.1000000000000005
72,0.9896233875540997,1.0411695082091617,0.774710882448921,7.2
73,0.9908829506738897,1.0429990693471327,0.7782120821618279,7.300000000000001
74,0.9922606352829278,1.043727482087173,0.7805875588335986,7.4
75,0.9935765672171909,1.0441648588280192,0.7812592416908802,7.5
76,0.9945763961365712,1.0445985773279785,0.7796636225211827,7.6000000000000005
77,0.9950984157668138,1.044547900241226,0.7757195487133267,7.7
78,0.9951818966122713,1.0432465730691545,0.7703363342600664,7.800000000000001
79,0.9950430481699594,1.0402514864315027,0.7654338753910827,7.9
80,0.9949514040835947,1.0358694484726148,0.7630961083482491,8.0
81,0.9950115454209266,1.0312064307743687,0.7643530251131041,8.1
82,0.9950415161607398,1.0276926511124962,0.7688735482606119,8.200000000000001
83,0.9947626270804094,1.0262687927484357,0.7758400862164757,8.3
84,0.9940735511768413,1.026816966355503,0.7846792256873163,8.4
85,0.9930657449113467,1.0283541714240363,0.7949571945818142,8.5
86,0.9919004730462212,1.029899384920446,0.8061979225537859,8.6
87,0.9908096178336863,1.0311052120700497,0.8178363293690121,8.700000000000001
88,0.990110403077581,1.0319681708108799,0.8288982955312773,8.8
89,0.9900302354222493,1.0321813090403615,0.8378767242005953,8.9
90,0.9905190170951207,1.0311495993652495,0.8433967203472257,9.0
91,0.9913135107937392,1.028669366962583,0.8450694761438278,9.1
92,0.992135525806656,1.025356122032456,0.8436421276686591,9.200000000000001
93,0.9927829640497176,1.0222499793013065,0.8404488837100975,9.3
94,0.9931379014597888,1.0200426012590122,0.8368934966350035,9.4
95,0.9932041516303476,1.0187488951453574,0.8343890693043708,9.5
96,0.9931076378645046,1.0180449499906596,0.8342207065631202,9.600000000000001
97,0.9929915545008229,1.017776650129866,0.8367124757810884,9.700000000000001
98,0.9929238756078385,1.018033865591015,0.8405876122229378,9.8
99,0.9929033458699611,1.0187391324089392,0.8438807140368458,9.9
100,0.9929043313195298,1.019376491817094,0.8455331952051452,10.0
