,Si-Si,Si-Ru,Ru-Ru,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,1.1852029689021299e-07,0.0,1.0
11,0.0,4.123592216063234e-06,1.4183038298219394e-07,1.1
12,4.0320605002050465e-06,4.5502736920867196e-05,4.444903090833363e-06,1.2000000000000002
13,4.5362011095543176e-05,0.00031390549969766786,4.262750042817639e-05,1.3
14,0.0002919102742714732,0.0016290567962539857,0.000274592935788046,1.4000000000000001
15,0.001423357228015776,0.006824978668600667,0.0013549162382720432,1.5
16,0.005584281829347578,0.023668724038062146,0.0054438671413522995,1.6
17,0.017893567527049754,0.06873081001787867,0.01818207218308577,1.7000000000000002
18,0.04742589773683624,0.1685405870362769,0.05109697246517398,1.8
19,0.10537945400385373,0.351993911971225,0.12211491899314761,1.9000000000000001
20,0.19950087467089045,0.6320387970291628,0.2508867765206814,2.0
21,0.32795701675265554,0.9862926754733045,0.44835655849494555,2.1
22,0.477818683407053,1.3540749333719115,0.705780243123495,2.2
23,0.6294331362471214,1.6580537159522992,0.9913892305487798,2.3000000000000003
24,0.7631190288036324,1.8381510567732746,1.2587653004553556,2.4000000000000004
25,0.8647998385677348,1.8753111567017033,1.4631903940727433,2.5
26,0.9293453966059803,1.792439813122378,1.5772952756666374,2.6
27,0.9607786710470112,1.6365916722417981,1.5981220130811096,2.7
28,0.9688841783111685,1.455976586523826,1.5433466573656371,2.8000000000000003
29,0.9639801474017796,1.2844575985835218,1.440780523759457,2.9000000000000004
30,0.9532944179290999,1.1382419240595585,1.3176311257137767,3.0
31,0.9408917954409048,1.0209790947228223,1.194075111932638,3.1
32,0.929512125931504,0.93069068216196,1.0821943258038451,3.2
33,0.9217422141505794,0.864401375096174,0.9882088247864349,3.3000000000000003
34,0.920180170464925,0.8195927058418201,0.914894933651507,3.4000000000000004
35,0.9271517262719003,0.793747935638722,0.8627562887929325,3.5
36,0.9434622910911121,0.7839781117157477,0.8306419225470313,3.6
37,0.9666857847965,0.7875713129125184,0.8164508081708788,3.7
38,0.9916689052540383,0.8025520916550983,0.8176246038726259,3.8000000000000003
39,1.0138425424185078,0.8273296521296838,0.8313567807405585,3.9000000000000004
40,1.0317968634016326,0.8597900860918852,0.8547832440183339,4.0
41,1.0464956958977838,0.8968327762725424,0.8850425369729644,4.1000000000000005
42,1.0589871582955144,0.9349163658514914,0.9190838760031919,4.2
43,1.0693796023544262,0.9712652580892847,0.9536391029570304,4.3
44,1.077019028028082,1.0045457414784267,0.985779775379414,4.4
45,1.0807658516397767,1.0342046371517737,1.0136688614668254,4.5
46,1.0794499768457535,1.059189377468847,1.0367147481006769,4.6000000000000005
47,1.0727010488135678,1.0776232453858987,1.0549623177843237,4.7
48,1.0612574480776562,1.0878955716040177,1.0682806065998125,4.800000000000001
49,1.046208485486972,1.0898135053966056,1.0759968855357906,4.9
50,1.028119691854156,1.084459211957296,1.0772025478148808,5.0
51,1.007366758874597,1.073280389316006,1.0715163061323607,5.1000000000000005
52,0.9854047407840381,1.0578411664160814,1.0597295058178948,5.2
53,0.9652073496305872,1.0402574147990742,1.0437418044515008,5.300000000000001
54,0.9498691575041549,1.0230606957089314,1.0258722588750242,5.4
55,0.9407050151624801,1.0082306555928646,1.008180146679611,5.5
56,0.9367381118035663,0.9965081908067028,0.9921710144547705,5.6000000000000005
57,0.9359145963562474,0.987644501245238,0.978804103264366,5.7
58,0.9368784817599071,0.9810418448288021,0.9685969351633538,5.800000000000001
59,0.9397680663002751,0.9762458563243421,0.9617084747077722,5.9
60,0.9453602215532795,0.9732718233346054,0.958041346643664,6.0
61,0.9535150364100807,0.972669111860051,0.9574541874529225,6.1000000000000005
62,0.9627091645617402,0.9750816611613369,0.9599466401199918,6.2
63,0.971128099253413,0.9805913931269761,0.965453845443113,6.300000000000001
64,0.9779472947430281,0.988378251264515,0.9733089571386506,6.4
65,0.9834263671337242,0.9968671720233697,0.9820802133622704,6.5
66,0.987939162346495,1.00434461317425,0.9902530649092132,6.6000000000000005
67,0.9913128729781793,1.0097920728884215,0.9971877323660854,6.7
68,0.993261531313828,1.0132073526746563,1.003308330797362,6.800000000000001
69,0.9940501646705866,1.015098539576501,1.009273133856327,6.9
70,0.9943720536428293,1.0158664198772647,1.0150015957284249,7.0
71,0.9947691287876156,1.0157620166357482,1.0195482231705109,7.1000000000000005
72,0.9953237559404121,1.0150875903035075,1.0218750454959897,7.2
73,0.9958269529120254,1.0141139730377395,1.021639269823085,7.300000000000001
74,0.9960783314380195,1.0128519484277323,1.0192941614916984,7.4
75,0.995958004406873,1.0111164221142377,1.0156930807484905,7.5
76,0.9954414751302716,1.0088721374913905,1.0116989603178435,7.6000000000000005
77,0.9948709547935324,1.00645187725116,1.0079060840075522,7.7
78,0.9950192983546453,1.0043458228960422,1.0044675788921162,7.800000000000001
79,0.9963706916424785,1.0027403043721768,1.0011728974743488,7.9
80,0.9983900355310793,1.001332449331875,0.9977698149706693,8.0
81,0.9998698754926301,0.9996783567357689,0.9942082701680052,8.1
82,0.9998330619022622,0.997674231785207,0.9905749237560344,8.200000000000001
83,0.9978994052248826,0.9956154472218154,0.986923153770119,8.3
84,0.9942379123620853,0.9938355791566906,0.9833224817745753,8.4
