,Li-Li,Li-Co,Li-Si,Co-Co,Co-Si,Si-Si,r
48,0.9916307724890258,1.0819704455250798,1.0231542139903642,1.018957083786239,1.0726516939362492,0.991030085147782,4.800000000000001
49,0.9936524625869899,1.0677555995791859,1.023151764023025,0.9977122408605469,1.062357158248236,0.9820095346635139,4.9
50,0.9939614650892464,1.0518837020030933,1.0204430775834632,0.9780700964475254,1.0499859495385875,0.974553613576726,5.0
51,0.9934619451684404,1.0375263214534822,1.016214452569193,0.9619993597594932,1.0355492789405927,0.9679214350917398,5.1000000000000005
52,0.9926564620660403,1.025988887272632,1.0118385455318817,0.9507928109825616,1.0188675102403038,0.9618889854450143,5.2
53,0.9911151919227654,1.0171354138488777,1.008486014399185,0.9435894553212595,1.0006410016234715,0.9573042458399228,5.300000000000001
54,0.9880612780045159,1.0104013970134909,1.0069689986076098,0.9381920645496791,0.9827312221442882,0.955588702118982,5.4
55,0.9831520663073992,1.00530129973417,1.0075513590262728,0.933127456609236,0.9674466241176861,0.9572938346395604,5.5
56,0.9767513234705701,1.0014833983986706,1.009685566454991,0.9284483917981727,0.9566554836916467,0.9610959677461542,5.6000000000000005
57,0.9698966833539671,0.9987997981873563,1.0121992807258655,0.9252404763205043,0.9513286944544368,0.9647031611979577,5.7
58,0.9640399317423808,0.9974211657952129,1.0141780804738134,0.9249737285143748,0.9514042883500434,0.9670376288354201,5.800000000000001
59,0.9603728016588802,0.9977730868784702,1.0156916924087025,0.9286647972215325,0.955883761896742,0.9691039224140908,5.9
60,0.9591632234100579,1.00019418093421,1.0174278267782797,0.9360719778787895,0.9632013403714655,0.9724407228812796,6.0
61,0.9597658244075783,1.0044953189557015,1.019760866418646,0.9459047547246118,0.9716782120607561,0.9772279789610582,6.1000000000000005
62,0.961192063352626,1.0098665218518974,1.02250653736255,0.9566548058022775,0.9798979735905626,0.982275094555621,6.2
63,0.9626555590583343,1.015309348741,1.0253105363456683,0.9667369586363769,0.9870515878201691,0.9863762370769618,6.300000000000001
64,0.9638039664005671,1.0201650343690678,1.0277822641660042,0.974232719164032,0.9930100054041429,0.9890466711786583,6.4
65,0.9646443911552136,1.024281616926568,1.0293791867942712,0.9775121089216221,0.9977156177916997,0.9902453281360978,6.5
66,0.9652746769281951,1.0277843788779404,1.0296508248949756,0.9765190166929497,1.0004400879307287,0.9901317716936104,6.6000000000000005
67,0.9656125247408577,1.030638336981291,1.0286742748419004,0.9731954612616711,1.0000955609283306,0.9892508903634087,6.7
68,0.9654393731048774,1.0323617309913222,1.0270723417998253,0.9704165857296696,0.9965084189080989,0.9884206007167711,6.800000000000001
69,0.9648298637337186,1.0323707544288971,1.0255738447267462,0.970327289019211,0.9911176497737073,0.9879784449523853,6.9
70,0.9644396467454937,1.0307842121897723,1.0245193132081238,0.9732823923487319,0.9862368529151411,0.9872326397797113,7.0
71,0.9649588973433793,1.0286410979074287,1.0236888866675604,0.9779589303784841,0.9836890502354748,0.9850957572300201,7.1000000000000005
72,0.9662332728333876,1.0270317474912456,1.0226320845636427,0.9822468822831827,0.9839746741126439,0.9814435819430466,7.2
73,0.9673566742525798,1.0261486233848698,1.0211812584693398,0.9841411191200155,0.9863097877020566,0.9776001784344845,7.300000000000001
74,0.9676367717386528,1.0253818564896966,1.0195116687565564,0.982580740598389,0.9892843646493306,0.975302757014155,7.4
75,0.9670273766632034,1.0241183223735604,1.0177843538713511,0.9783042624176607,0.9917554930917818,0.9753254844066803,7.5
76,0.9657566524655797,1.0222650712090704,1.0160437039209542,0.9736992180687943,0.993376306465987,0.9772125637885984,7.6000000000000005
77,0.9641325861942187,1.0202219635961334,1.0144616675077542,0.9710697911766378,0.9943468737420866,0.9800369161396739,7.7
78,0.9626426268050052,1.0185557272562982,1.013441229450622,0.9709044011414665,0.9947636589499292,0.982974324005662,7.800000000000001
79,0.9617286264594885,1.0176019913492165,1.0134212042675361,0.9719557218601947,0.9943264461675695,0.9852393108242073,7.9
80,0.9615091380041922,1.0172514384573303,1.0145635116463094,0.9726856576555188,0.9925492969512715,0.9861992655323838,8.0
81,0.9619583661783613,1.017098583524554,1.0164975663852942,0.9723055360814864,0.9891067393275781,0.9859277414612607,8.1
82,0.9631618414046644,1.0168667985042048,1.0184601786908805,0.970674806703865,0.984116218321468,0.9851772746531594,8.200000000000001
83,0.9651839674089066,1.0166453563924327,1.0199690270499808,0.9677670269494946,0.9783298298889039,0.9844721645418651,8.3
84,0.9677950751376904,1.0165702841244806,1.0212845450868309,0.9636079749519765,0.9730825153433685,0.9835780502789465,8.4
85,0.9704741203794476,1.016426725729716,1.022883144096191,0.9586102910660107,0.9697908046812511,0.9821682139597533,8.5
86,0.9726999498261659,1.0158424317235197,1.0245675887730115,0.953667550651435,0.96909585647878,0.980664669867997,8.6
87,0.9742929991743547,1.0147847626277036,1.0255455318927218,0.9498627777087261,0.9703346376160488,0.9799776752168812,8.700000000000001
88,0.9755838707888478,1.0136167421380846,1.0254299702556084,0.9480699048391652,0.9721114928164968,0.9805096033175205,8.8
89,0.9771913253508884,1.0126950295249113,1.0247509032992936,0.9486919596427732,0.9737156060321661,0.9817161343525139,8.9
90,0.9793772454305145,1.012026581250326,1.0243307952786935,0.9517918916903276,0.9759967932791271,0.9826312094033824,9.0
91,0.9815664288553816,1.0112520629094341,1.024497794640382,0.9574898184521804,0.9807296263422993,0.9827166013292583,9.1
92,0.9827204841962451,1.0099351992352643,1.0251356130745932,0.9659185808816989,0.989084310142424,0.9822550231294213,9.200000000000001
93,0.9823697728202455,1.00806038516503,1.0261255576361763,0.9765367348992895,1.0006002550912774,0.9819418187988517,9.3
94,0.9810959410287724,1.0063078106973022,1.0272862037089774,0.9876091798840073,1.0133028414829954,0.9820564108777821,9.4
95,0.9798132981279953,1.0056031241069854,1.028044912935578,0.996615029792096,1.0246832275441171,0.9820790605214006,9.5
96,0.9788025899368963,1.0062313022673508,1.0276617639185892,1.001370072869368,1.0329000023113353,0.9811803197967239,9.600000000000001
97,0.9777504168786311,1.0075053138604333,1.0258693599360502,1.0011022977337818,1.0375087801186362,0.9790426895902428,9.700000000000001
98,0.9765320449612039,1.0084296416643248,1.0231384605322815,0.9969131536047796,1.039305621578469,0.9761850712374049,9.8
99,0.9754799029473694,1.0086077532548392,1.0204202951012733,0.991419415236672,1.0395814743318756,0.9735818470426132,9.9
100,0.9749220772328343,1.0084268193777022,1.0187288213948116,0.9876560106106572,1.0394307119895327,0.9720726566908947,10.0
