,Mn-Mn,Mn-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,9.435659839357861e-07,0.0,0.0,0.9
10,1.078182968794012e-05,1.1923198763056888e-06,9.351528441613245e-08,1.0
11,7.691672715365949e-05,1.7846576092114024e-05,2.1625126391244853e-06,1.1
12,0.000415686395914564,0.0001402118752358671,2.7121427895918578e-05,1.2000000000000002
13,0.00179840282802509,0.0008006025938044533,0.00019824097220975644,1.3
14,0.006457629788091888,0.0036304917015146636,0.0010691777374875657,1.4000000000000001
15,0.019535355022767268,0.013547688292205285,0.004624094957753835,1.5
16,0.050220402251719545,0.042338895383585005,0.0164938127888963,1.6
17,0.11036971647422954,0.11189890789334911,0.04903018168305834,1.7000000000000002
18,0.20873987692904136,0.252109700363279,0.122358437402749,1.8
19,0.34298973117166526,0.48789832786128584,0.25837053368891877,1.9000000000000001
20,0.49699033887784944,0.8176849410960344,0.4659922243943814,2.0
21,0.6492028926320641,1.1981740761786945,0.7261602339899036,2.1
22,0.786391912649467,1.5530997352680922,0.9915459037768524,2.2
23,0.9090933722501316,1.8057721001578824,1.206685262555752,2.3000000000000003
24,1.0235169777171091,1.91309952878143,1.3350556035690562,2.4000000000000004
25,1.1291835292494463,1.8783487191219304,1.3728368084994635,2.5
26,1.2139678669786251,1.7399800656948858,1.34249670378751,2.6
27,1.259809670267909,1.5497335283305995,1.2757761107830266,2.7
28,1.2546692842413238,1.3533762629894688,1.1990737400645068,2.8000000000000003
29,1.2017328055518353,1.1806099839984987,1.1275535113276212,2.9000000000000004
30,1.117665658426132,1.0443861781881947,1.067055291588914,3.0
31,1.0219314605434469,0.9459206498322767,1.0188602885625875,3.1
32,0.9282546264675907,0.8806746883984702,0.9827280803187417,3.2
33,0.8442274914071056,0.8423681393156843,0.9574855678697938,3.3000000000000003
34,0.77523734931464,0.8247714091578566,0.9411932315111242,3.4000000000000004
35,0.7274291404373658,0.8225815231906979,0.931844475752468,3.5
36,0.7077709292351325,0.8322298087170931,0.9279545989361194,3.6
37,0.7208886802141482,0.8519048420153146,0.9286606904604646,3.7
38,0.7647385269623997,0.8801437087404985,0.9335526569113809,3.8000000000000003
39,0.8291839013066884,0.914198605753612,0.9423450663326777,3.9000000000000004
40,0.8992536907789257,0.9499609977155958,0.9545503584232747,4.0
41,0.9609762363329084,0.9833212658161277,0.9693245508057234,4.1000000000000005
42,1.0061530308758337,1.011274146809487,0.9853204994804656,4.2
43,1.0336286310407012,1.032014925473815,1.0005415316955748,4.3
44,1.0472951284016863,1.0448076130683335,1.012681518992721,4.4
45,1.0527921512477956,1.0501836919460168,1.0199824436051732,4.5
46,1.0541147656646839,1.0499463306643961,1.0219020532371195,4.6000000000000005
47,1.0513483879344054,1.0465013105030265,1.0190876058290292,4.7
48,1.0417133770408031,1.0418100948447147,1.0130160080587638,4.800000000000001
49,1.023518715926282,1.0367297226555927,1.0057064987274302,4.9
50,0.9988612144000082,1.0312595469244608,0.999266090992969,5.0
51,0.9722438989696344,1.0253439402526305,0.9950919784089236,5.1000000000000005
52,0.947426355612217,1.0191928136626822,0.9933450819869845,5.2
53,0.9262181061220003,1.0129645543194568,0.9932379907309538,5.300000000000001
54,0.9095363183896331,1.0067886828110015,0.9937962269231735,5.4
55,0.8984662904190895,1.0013447543187992,0.9943886861446037,5.5
56,0.8941174766595179,0.9978288609969788,0.9948425375759535,5.6000000000000005
57,0.8969795995981843,0.9969471618197078,0.9953215406312197,5.7
58,0.9064657336278626,0.9982092409690688,0.99606961268373,5.800000000000001
59,0.9205414990747134,1.000377685521675,0.9971673752806001,5.9
60,0.9359913240542961,1.0022689194789844,0.9984891423686257,6.0
61,0.9501753901049189,1.003124266399497,0.9997880306839398,6.1000000000000005
62,0.9630898846596697,1.0027909793935943,1.000743145223994,6.2
63,0.9769371975574926,1.0018021587541661,1.0010121179028209,6.300000000000001
64,0.9928722944207833,1.0009822606217857,1.0004075220179807,6.4
65,1.0085925881792173,1.000771467599445,0.9990889957775613,6.5
66,1.019805499799805,1.000940479248696,0.997518486123071,6.6000000000000005
67,1.0236728262148411,1.000917054160852,0.9961480153483387,6.7
68,1.0205269540020252,1.0002855002926125,0.9951595666993396,6.800000000000001
69,1.0132730324360404,0.9989443480026265,0.9945593248727653,6.9
70,1.00597834895475,0.9969954205667217,0.9944676084397907,7.0
71,1.002326543887915,0.9947837221279012,0.9951653790073731,7.1000000000000005
72,1.0039490362961105,0.9930825895697664,0.9967827899209546,7.2
73,1.0093365998463089,0.9928972452480437,0.9989557102245599,7.300000000000001
74,1.0144188385849593,0.9946701051031761,1.0008236468364466,7.4
75,1.0152140604460749,0.9976202561776032,1.0014495402992767,7.5
76,1.0108819750635705,1.000145872884034,1.0004091484328388,7.6000000000000005
77,1.0042484266947975,1.001056195964123,0.9981130148901564,7.7
78,0.9990818520843238,1.0003518600378762,0.9955423984530442,7.800000000000001
79,0.9969725564903291,0.9988568197199144,0.9935603226202157,7.9
80,0.9967866485387034,0.9973876428332981,0.9924394530271143,8.0
81,0.9964445736022893,0.9964156560091016,0.9920274948914943,8.1
82,0.9946070034477767,0.9961976282590342,0.9921859187614346,8.200000000000001
83,0.990936923699727,0.9967853344189503,0.992914609742939,8.3
84,0.9856675283157948,0.997863677116949,0.9941303922435845,8.4
85,0.9794308418958156,0.998842364714371,0.9955193242525984,8.5
86,0.9730902478870452,0.999309224365436,0.9967147026605906,8.6
87,0.9672124649047485,0.9993848115777452,0.9976071121176542,8.700000000000001
88,0.9617819460029401,0.9995541139265838,0.9984052366924475,8.8
89,0.9567287280912833,1.0001207449553005,0.9993593078787747,8.9
90,0.9526126198793413,1.0008621922048953,1.0004604935583652,9.0
91,0.9506338972236028,1.0011868652132598,1.0014286622134487,9.1
92,0.9519917823113498,1.0005382156296325,1.0019445734848578,9.200000000000001
93,0.9570168985022428,0.99869200772276,1.0018445893338326,9.3
94,0.9644540621465816,0.9958772270959085,1.001129376702759,9.4
95,0.9715380347979546,0.9927433249861881,0.9999266870149087,9.5
96,0.9752297099757647,0.9901067196578077,0.9985456697374991,9.600000000000001
97,0.973951334484597,0.9885227608836918,0.9974721129944543,9.700000000000001
98,0.9685869173893576,0.9880015740883888,0.9971080007303935,9.8
99,0.9620383176826265,0.9881106365576797,0.9974065530059195,9.9
100,0.9576780461560971,0.9883256450276231,0.9978312695546652,10.0
