,Li-Li,Li-Zn,Zn-Zn,r
83,0.9995456993845588,1.0086802721447095,0.9932049481069367,8.3
84,1.0004708453032787,1.0113464988546694,0.9857537209002505,8.4
85,1.0005662041478882,1.0130335254340521,0.9781720911371119,8.5
86,0.9998379091879017,1.0134394076651492,0.9714621914033893,8.6
87,0.9987469093111391,1.0125549183511748,0.9651072763910099,8.700000000000001
88,0.997898950710789,1.0108238302125172,0.9579234026793548,8.8
89,0.9975828744993307,1.0089811567727436,0.9494088214460433,8.9
90,0.9975229868627957,1.0075048606641617,0.9407966547940664,9.0
91,0.9971315187443316,1.0062898070108806,0.9345601831451434,9.1
92,0.9960643723036161,1.0050188181880761,0.9323475101625553,9.200000000000001
93,0.9945006931405299,1.0037459587294644,0.933316137287563,9.3
94,0.9929151596095389,1.0028853537581004,0.9348049269200083,9.4
