"Unnamed: 0" formula diff_coeff_mul_thousand temperature AAV LBI SDLI SBI ENS RBI AFC AASD VPA LASD LLSD LNC SDLC LLB SNC RNC PF SPF SLPW SLPW_pp SLPE Li_percentage avg_B_with_Li avg_B_wiout_Li avg_G_with_Li avg_G_wiout_Li avg_Ecoh_with_Li avg_Echo_wiout_Li BR5_M_with_Li BR5_M_without_Li GR5_M_with_Li GR5_M_without_Li ER2_m_with_Li ER2_m_without_Li atomic_radius_avg atomic_radius_avg_exclude_Li ratio_r_without_Li_with avg_m_with_Li avg_m_wiout_Li avg_X_with_Li avg_X_wiout_Li avg_diff_of_X_Li_rest
222 Li2MoO3 0.3831207 2000 11.4754148099 1.4038510911 1.0972993131 1.0100398406 3.12 1.3898967493 8.0392156863 2.9633749332 22.9508296198 1.8083518492 2.5550727741 22.9411764706 1.8140169347 7.6470588235 22.1470588235 1.0358565737 0.5298342743000001 0.274664711 0.1810612431 1.0706965484 2.56 0.3333333333333333 51.33333333333333 69.99999999999999 22.999999999999996 32.49999999999999 3.2833142427083333 4.121675859062499 1.485948394327048 0.8299451781816516 0.9946445606464055 0.5655123146388924 0.36213826885270056 0.2749807226213242 1.025 0.8124999999999999 0.7926829268292682 26.303366666666665 35.98454999999999 2.4066666666666667 3.1199999999999997 0.7133333333333329
223 Li2MoO3 0.6680177 2500 11.9514146443 1.4208255659 1.0989375292 1.0236734694 3.12 1.3879675584 7.7450980392 2.9870271338 23.9028292886 1.8183372918 2.440622055 22.1176470588 2.1249872786 7.2941176471 21.6176470588 1.0231292517 0.5087320839 0.2637253904 0.2450603124 1.1174452287 2.5947058824 0.3333333333333333 51.33333333333333 69.99999999999999 22.999999999999996 32.49999999999999 3.2833142427083333 4.121675859062499 1.485948394327048 0.8299451781816516 0.9946445606464055 0.5655123146388924 0.36213826885270056 0.2749807226213242 1.025 0.8124999999999999 0.7926829268292682 26.303366666666665 35.98454999999999 2.4066666666666667 3.1199999999999997 0.7133333333333329
224 Li2O 0.2461267 1500 9.053563974 0.7857972545 1.1471311775 1.4957788945 3.44 0.525343189 11.0588235294 3.3645127715 27.1606919221 1.8323208433 2.115489687 27.8676470588 1.9546656985 18.9705882353 29.2647058824 0.9522613065 0.6911944657 0.044338356 -0.114813863 0.8959267660000001 1.3417647059 0.6666666666666666 11.333333333333332 5.999999999999999 3.333333333333333 1.9999999999999993 2.2092325829166666 3.4145157287499996 1.5682162943672395 0.17076619554527686 0.8504846967394043 0.09859190896655386 0.5494493530030302 0.27718132152539166 1.1666666666666665 0.5999999999999998 0.5142857142857141 9.960466666666665 15.999399999999996 1.7999999999999998 3.439999999999999 1.6399999999999992
225 Li2O 0.4857103 2000 9.5298598351 0.7961601755000001 1.1510997847 1.511875 3.44 0.5266044981 9.5 3.3287842811 28.5895795054 1.8078268725 2.059611692 26.8235294118 1.8703662465 18.1470588235 28.2352941176 0.95 0.6566490401 0.0421223554 0.0761427836 1.0676013188 1.3417647059 0.6666666666666666 11.333333333333332 5.999999999999999 3.333333333333333 1.9999999999999993 2.2092325829166666 3.4145157287499996 1.5682162943672395 0.17076619554527686 0.8504846967394043 0.09859190896655386 0.5494493530030302 0.27718132152539166 1.1666666666666665 0.5999999999999998 0.5142857142857141 9.960466666666665 15.999399999999996 1.7999999999999998 3.439999999999999 1.6399999999999992
226 Li2O 0.8009552000000001 2500 10.209056866 0.786619469 1.1474662352 1.5255377574 3.44 0.5156342183 9.0588235294 3.3542321069 30.6271705979 1.8209191442 2.1257007181 24.9411764706 2.0995962703 16.9705882353 25.7058823529 0.9702517162 0.6129629206 0.0393200026 0.0525158699 1.0492450985 1.3055882353 0.6666666666666666 11.333333333333332 5.999999999999999 3.333333333333333 1.9999999999999993 2.2092325829166666 3.4145157287499996 1.5682162943672395 0.17076619554527686 0.8504846967394043 0.09859190896655386 0.5494493530030302 0.27718132152539166 1.1666666666666665 0.5999999999999998 0.5142857142857141 9.960466666666665 15.999399999999996 1.7999999999999998 3.439999999999999 1.6399999999999992
227 Li2Pd 0.1264423999999999 1000 15.446556605 0.4458587786 0.5876626112000001 0.9108382066 2.2 0.4895038168 3.3823529412 3.0877689214 46.3396698149 2.4402085315 2.4283716396 15.4264705882 1.1416728757 9.7941176471 15.0882352941 1.022417154 0.6218981315000001 0.2427616469 0.1869876921 1.5414846023000002 1.895 0.6666666666666666 62.66666666666666 159.99999999999997 17.0 43.0 2.3043734866666665 3.6999384399999995 3.074754905398373 2.8435996573821702 1.6014621047951432 1.4741534381912043 0.34359579432959403 0.26104396511576405 1.4333333333333331 1.3999999999999995 0.9767441860465114 40.10066666666666 106.41999999999997 1.3866666666666667 2.1999999999999997 0.813333333333333
228 Li2Pd 0.4309365 1500 15.9027074561 0.4218147087 0.5803931741 0.8940080972000001 2.2 0.4718242598 3.2058823529 3.0959200462 47.7081223682 2.3983938744 2.3655640876 15.4117647059 1.4270011142 10.0882352941 14.5294117647 1.0607287449 0.6040596997000001 0.2357983086 0.204996685 1.5504790523 1.7335294118 0.6666666666666666 62.66666666666666 159.99999999999997 17.0 43.0 2.3043734866666665 3.6999384399999995 3.074754905398373 2.8435996573821702 1.6014621047951432 1.4741534381912043 0.34359579432959403 0.26104396511576405 1.4333333333333331 1.3999999999999995 0.9767441860465114 40.10066666666666 106.41999999999997 1.3866666666666667 2.1999999999999997 0.813333333333333
229 Li2Pd 0.7821799 2000 16.5161192008 0.426705314 0.5819613203 0.8797609562 2.2 0.4850241546 3.2058823529 2.9836180264000003 49.5483576023 2.4265885488 2.3903984326 15.2352941176 1.4564021651 9.9117647059 14.7647058824 1.03187251 0.5816248099 0.2270407155 -0.1285111666 1.2078038235 1.6438235294 0.6666666666666666 62.66666666666666 159.99999999999997 17.0 43.0 2.3043734866666665 3.6999384399999995 3.074754905398373 2.8435996573821702 1.6014621047951432 1.4741534381912043 0.34359579432959403 0.26104396511576405 1.4333333333333331 1.3999999999999995 0.9767441860465114 40.10066666666666 106.41999999999997 1.3866666666666667 2.1999999999999997 0.813333333333333
230 Li2Pd 1.1598162 2500 17.190501683 0.4402186879 0.5860605282 0.9093634497 2.2 0.4840954274 2.9411764706 3.0132630487 51.5715050491 2.407397692 2.3292929885 14.8088235294 1.5363952553 9.4705882353 14.3235294118 1.0338809035 0.558807699 0.2181339201 0.1677315507 1.5155028841 1.7694117647 0.6666666666666666 62.66666666666666 159.99999999999997 17.0 43.0 2.3043734866666665 3.6999384399999995 3.074754905398373 2.8435996573821702 1.6014621047951432 1.4741534381912043 0.34359579432959403 0.26104396511576405 1.4333333333333331 1.3999999999999995 0.9767441860465114 40.10066666666666 106.41999999999997 1.3866666666666667 2.1999999999999997 0.813333333333333
231 Li2PdO3 0.0261614 1000 10.4217703478 1.3718712753 1.1057792666 0.9835645933 3.13 1.3947953034 4.7058823529 3.3865862303 62.530622087 2.7227580894 2.4316160813 24.7058823529 2.0077703725 8.7058823529 24.5882352941 1.004784689 0.5186472528 0.2376799615 0.0146580401 0.8985564175 2.4611764706 0.3333333333333333 34.33333333333333 44.49999999999999 9.5 12.249999999999998 2.8594446077083333 3.4858714065624996 1.1530224297702207 0.6145903342621096 0.6065150381223952 0.322458451896007 0.3246031558168638 0.24039554816055295 1.0166666666666666 0.7999999999999999 0.7868852459016393 28.05003333333333 38.604549999999996 2.413333333333333 3.1299999999999994 0.7166666666666663
232 Li2PdO3 0.0258915 1500 10.1313204734 1.4337777778 1.0863083127 1.0218944844 3.13 1.4030585346 3.4117647059 3.2597499133 60.7879228406 2.7374133063 2.435426615 25.1764705882 1.7230374725000002 8.0588235294 24.5294117647 1.0263788969 0.5335160973 0.2444938921 0.0548641159 0.967398198 2.2082352941 0.3333333333333333 34.33333333333333 44.49999999999999 9.5 12.249999999999998 2.8594446077083333 3.4858714065624996 1.1530224297702207 0.6145903342621096 0.6065150381223952 0.322458451896007 0.3246031558168638 0.24039554816055295 1.0166666666666666 0.7999999999999999 0.7868852459016393 28.05003333333333 38.604549999999996 2.413333333333333 3.1299999999999994 0.7166666666666663
233 Li2PdO3 0.4548754 2000 11.2330354648 1.4052699229 1.1011323786 0.9927143778 3.13 1.4155833282 3.5294117647 3.210127192 67.398212789 2.7880054971 2.4229418354 22.9117647059 2.5937441374 7.7647058824 22.8088235294 1.0045132173 0.4811898419 0.220514391 0.1641514957 1.0312642651 2.4252941176 0.3333333333333333 34.33333333333333 44.49999999999999 9.5 12.249999999999998 2.8594446077083333 3.4858714065624996 1.1530224297702207 0.6145903342621096 0.6065150381223952 0.322458451896007 0.3246031558168638 0.24039554816055295 1.0166666666666666 0.7999999999999999 0.7868852459016393 28.05003333333333 38.604549999999996 2.413333333333333 3.1299999999999994 0.7166666666666663
234 Li2PdO3 0.7278521 2500 11.6036205589 1.4468733154 1.0840194176 1.0064655738 3.13 1.4375785452 2.8235294118 3.2096021377 69.6217233533 2.7533074328 2.5448755173 21.8529411765 1.7000407078 6.8823529412 22.4264705882 0.9744262295 0.465822071 0.2134718179 0.0998236904 0.9390402697 2.6770588235 0.3333333333333333 34.33333333333333 44.49999999999999 9.5 12.249999999999998 2.8594446077083333 3.4858714065624996 1.1530224297702207 0.6145903342621096 0.6065150381223952 0.322458451896007 0.3246031558168638 0.24039554816055295 1.0166666666666666 0.7999999999999999 0.7868852459016393 28.05003333333333 38.604549999999996 2.413333333333333 3.1299999999999994 0.7166666666666663
235 Li2SiHg 0.1039881 1000 18.880214418 0.5397694524000001 0.4854269848 0.5773755656 1.95 0.9348671551 3.4 2.5803715084 75.5208576719 2.9676283844 2.6909524813 13.9 1.6401219467 6.2 13.26 1.04826546 0.4360631393 0.2034246331 0.390105041 1.6413359230000002 1.8352 0.5 29.75 45.5 18.25 32.5 1.9970085437500003 2.3874260775000007 1.5528262792553875 1.215540009604877 1.2162163054963493 1.0273188109103037 0.24952571080045244 0.1878509942888973 1.375 1.3 0.9454545454545454 60.639375 114.33775 1.4649999999999999 1.9499999999999997 0.4849999999999999
236 Li2SiHg 0.450497 1500 20.2174900777 0.5232037325000001 0.4865627409 0.5586084142000001 1.95 0.936619856 2.72 2.5275059675 80.8699603109 2.792331481 2.6926152180000003 12.88 1.3511476603 5.96 12.36 1.0420711974 0.4072199634 0.1899692136 0.4024607742 1.6599578865 1.7128 0.5 29.75 45.5 18.25 32.5 1.9970085437500003 2.3874260775000007 1.5528262792553875 1.215540009604877 1.2162163054963493 1.0273188109103037 0.24952571080045244 0.1878509942888973 1.375 1.3 0.9454545454545454 60.639375 114.33775 1.4649999999999999 1.9499999999999997 0.4849999999999999
237 Li2SiHg 0.9205407 2000 21.003701516 0.4997106109 0.4856362198 0.5463837012 1.95 0.9145781798 2.28 2.5451048702 84.014806064 2.734252872 2.6407187991 12.46 1.5900943368 6.04 11.78 1.0577249576 0.3919768886 0.182858278 0.4158451199 1.6466638673 1.6212 0.5 29.75 45.5 18.25 32.5 1.9970085437500003 2.3874260775000007 1.5528262792553875 1.215540009604877 1.2162163054963493 1.0273188109103037 0.24952571080045244 0.1878509942888973 1.375 1.3 0.9454545454545454 60.639375 114.33775 1.4649999999999999 1.9499999999999997 0.4849999999999999
238 Li2SiHg 1.2208048 2500 21.8555564524 0.5020567376 0.4846378979 0.5260540541000001 1.95 0.9543824132 2.72 2.5627028428000003 87.4222258095 2.820844452 2.5879064558 11.3 1.8027756377 5.44 11.1 1.018018018 0.3766989684 0.175731087 0.60405181 1.8661859604 1.6924 0.5 29.75 45.5 18.25 32.5 1.9970085437500003 2.3874260775000007 1.5528262792553875 1.215540009604877 1.2162163054963493 1.0273188109103037 0.24952571080045244 0.1878509942888973 1.375 1.3 0.9454545454545454 60.639375 114.33775 1.4649999999999999 1.9499999999999997 0.4849999999999999
239 Li2SiPb 0.1341237 1000 21.5267533136 0.636202946 0.5838053745 0.6908666667000001 2.115 0.9208765985 2.96 2.5064668835 86.1070132544 2.8354830904 2.686917192 12.24 1.6560193236 5.36 12.0 1.02 0.4219617226 0.217924225 0.5562428354 1.8491824173 1.9028 0.5 37.0 60.0 20.5 37.0 2.6867603237500006 3.7669296375000014 1.951215179433726 1.8080608679135333 1.4523832591805976 1.4198363272866399 0.3011388334289627 0.25946523266133714 1.45 1.45 1.0 62.291875 117.64274999999999 1.5474999999999999 2.1149999999999998 0.5674999999999999
240 Li2SiPb 0.5421956 1500 22.3900929963 0.6496226415 0.5954826034 0.7318537415 2.115 0.8876399814 2.68 2.7050182086 89.5603719853 2.6811542022 2.7014760548 11.68 1.2874781552 5.12 11.76 0.9931972789 0.4056912989 0.2095212839 0.3399518277 1.6502072777 1.9224 0.5 37.0 60.0 20.5 37.0 2.6867603237500006 3.7669296375000014 1.951215179433726 1.8080608679135333 1.4523832591805976 1.4198363272866399 0.3011388334289627 0.25946523266133714 1.45 1.45 1.0 62.291875 117.64274999999999 1.5474999999999999 2.1149999999999998 0.5674999999999999
241 Li2SiPb 0.9262934 2000 23.0456629255 0.6340316901 0.5834653393 0.7186126126 2.115 0.8822996967000001 2.28 2.712980021 92.1826517022 2.7683874284 2.6748680765 11.38 1.6234531099 5.0 11.1 1.0252252252 0.3941507753 0.2035611233 0.4065303221 1.6865858768000002 1.9506 0.5 37.0 60.0 20.5 37.0 2.6867603237500006 3.7669296375000014 1.951215179433726 1.8080608679135333 1.4523832591805976 1.4198363272866399 0.3011388334289627 0.25946523266133714 1.45 1.45 1.0 62.291875 117.64274999999999 1.5474999999999999 2.1149999999999998 0.5674999999999999
242 Li2SiPb 1.4291144000000002 2500 24.0012476359 0.6309398496 0.5962650278 0.7195856874000001 2.115 0.8768098931 2.68 2.8545900914 96.0049905435 2.7693000775 2.5613141446 10.66 1.6566230712 4.84 10.62 1.0037664783 0.3784580722 0.1954565489 0.3991759808 1.692434338 1.758 0.5 37.0 60.0 20.5 37.0 2.6867603237500006 3.7669296375000014 1.951215179433726 1.8080608679135333 1.4523832591805976 1.4198363272866399 0.3011388334289627 0.25946523266133714 1.45 1.45 1.0 62.291875 117.64274999999999 1.5474999999999999 2.1149999999999998 0.5674999999999999
243 Li2SnO2 0.0359189 1000 13.0355012284 1.1697783251 1.0979604589 1.1217456359 2.9466666667 1.0428195909 4.2 3.5382730823 65.1775061421 2.8778832464 2.3291007843 20.325 2.3915214822 8.1 20.05 1.0137157107 0.4791081583 0.2095510587 0.1507416322 1.0455817025 2.2585 0.4 15.600000000000001 16.666666666666668 6.6000000000000005 8.333333333333334 2.6396906775000004 3.3284237891666675 0.8936181278242094 0.4224032434468115 0.5812482238893127 0.2986841978364325 0.31432702507072124 0.22737109292096963 1.1099999999999999 0.8833333333333332 0.7957957957957957 32.91816 50.23626666666667 2.16 2.946666666666667 0.7866666666666671
244 Li2SnO2 0.2184124 1500 13.942313473 1.1539736842 1.0821652605 1.1520398912 2.9466666667 1.0016785816 2.9 3.4067762185 69.7115673648 2.8760655566 2.3886221579 19.025 2.0795131642 7.45 18.3833333333 1.0349048051 0.4479468202 0.1959217951 0.0666135652 0.9881129951 2.197 0.4 15.600000000000001 16.666666666666668 6.6000000000000005 8.333333333333334 2.6396906775000004 3.3284237891666675 0.8936181278242094 0.4224032434468115 0.5812482238893127 0.2986841978364325 0.31432702507072124 0.22737109292096963 1.1099999999999999 0.8833333333333332 0.7957957957957957 32.91816 50.23626666666667 2.16 2.946666666666667 0.7866666666666671
245 Li2SnO2 0.4172996 2000 13.973601659 1.1707908163 1.0972887859 1.1789596413 2.9466666667 0.9930711581 4.0 3.6256279127 69.8680082952 2.7696283900000003 2.4876132843 19.625 2.717420652 7.8 18.5833333333 1.0560538117 0.4469438258 0.1954831081 0.2742326867 1.1942817194 2.1725 0.4 15.600000000000001 16.666666666666668 6.6000000000000005 8.333333333333334 2.6396906775000004 3.3284237891666675 0.8936181278242094 0.4224032434468115 0.5812482238893127 0.2986841978364325 0.31432702507072124 0.22737109292096963 1.1099999999999999 0.8833333333333332 0.7957957957957957 32.91816 50.23626666666667 2.16 2.946666666666667 0.7866666666666671
246 Li2SnO2 0.6869487000000001 2500 14.3136747993 1.1753052917 1.0795455467 1.1636261682 2.9466666667 1.0100368347 2.85 3.471759655 71.5683739966 2.7159407966 2.3983246461 18.45 2.6358110706 7.0 17.8333333333 1.0345794393 0.4363250579 0.1908386995 0.0050603582 0.9594368296 2.147 0.4 15.600000000000001 16.666666666666668 6.6000000000000005 8.333333333333334 2.6396906775000004 3.3284237891666675 0.8936181278242094 0.4224032434468115 0.5812482238893127 0.2986841978364325 0.31432702507072124 0.22737109292096963 1.1099999999999999 0.8833333333333332 0.7957957957957957 32.91816 50.23626666666667 2.16 2.946666666666667 0.7866666666666671
247 Li2Te 0.1795255 1000 23.609598558 0.4217994859 0.542889768 1.0830363036 2.1 0.3894601542 9.0294117647 4.5203380265 70.8287956739 2.635327486 2.845247849 11.4558823529 1.3872722233 7.1470588235 8.9117647059 1.2854785479 0.4034729306 0.1554232589 0.4293753337 1.785845922 1.8364705882 0.6666666666666666 16.666666666666664 21.999999999999993 7.666666666666666 14.999999999999998 1.8998670399999997 2.486419099999999 1.462185285458277 0.9629552215034133 0.9917023102448254 0.7951341047358649 0.2876860724702065 0.195429384900937 1.4333333333333331 1.3999999999999995 0.9767441860465114 47.160666666666664 127.59999999999998 1.3533333333333333 2.0999999999999996 0.7466666666666664
248 Li2Te 0.4878425 1500 24.0493742733 0.4358095238 0.5462921688 1.0467973856 2.1 0.4163265306 7.7352941176 4.4242135519 72.14812282 2.5418213566 2.7327608192 10.8235294118 1.4646940704 6.6176470588 9.0 1.2026143791 0.396094876 0.152581132 0.3031786584 1.6552374819 1.7870588235 0.6666666666666666 16.666666666666664 21.999999999999993 7.666666666666666 14.999999999999998 1.8998670399999997 2.486419099999999 1.462185285458277 0.9629552215034133 0.9917023102448254 0.7951341047358649 0.2876860724702065 0.195429384900937 1.4333333333333331 1.3999999999999995 0.9767441860465114 47.160666666666664 127.59999999999998 1.3533333333333333 2.0999999999999996 0.7466666666666664
249 Li2Te 0.9096228 2000 25.3337261633 0.4272 0.5442654445 1.027628866 2.1 0.4157142857 6.3529411765 4.3744331556 76.00117849 2.5571293777 2.711775391 10.3088235294 1.5835306136 6.3823529412 8.5588235294 1.204467354 0.3760139294 0.1448456783 0.3990115589 1.7648960494 1.9517647059 0.6666666666666666 16.666666666666664 21.999999999999993 7.666666666666666 14.999999999999998 1.8998670399999997 2.486419099999999 1.462185285458277 0.9629552215034133 0.9917023102448254 0.7951341047358649 0.2876860724702065 0.195429384900937 1.4333333333333331 1.3999999999999995 0.9767441860465114 47.160666666666664 127.59999999999998 1.3533333333333333 2.0999999999999996 0.7466666666666664
250 Li2Te 1.3989864 2500 26.6539681533 0.4549457364 0.5503494291000001 0.9980952381 2.1 0.4558139535 5.0588235294 4.2233192085 79.96190446 2.5804875098 2.6543773193 9.5 1.7863864281 5.6470588235 8.6470588235 1.0986394558 0.3573889586 0.1376710863 0.4267560121 1.7807135702 1.8364705882 0.6666666666666666 16.666666666666664 21.999999999999993 7.666666666666666 14.999999999999998 1.8998670399999997 2.486419099999999 1.462185285458277 0.9629552215034133 0.9917023102448254 0.7951341047358649 0.2876860724702065 0.195429384900937 1.4333333333333331 1.3999999999999995 0.9767441860465114 47.160666666666664 127.59999999999998 1.3533333333333333 2.0999999999999996 0.7466666666666664
251 Li2Ti3MnO8 0.0707828 1500 10.8399330947 1.5195652174 1.0460525048 0.9426149176 2.8075 1.6120742299000002 5.3333333333 3.4373008675 50.5863544417 2.7373591562 2.7027305126 24.5 1.9685019685 3.375 24.0208333333 1.0199479618 0.5925477502000001 0.4767783251 0.327516976 1.1891501152 2.5387500000000003 0.14285714285714285 46.78571428571429 52.25 283.42857142857144 330.0 3.646484432142857 3.9864666691666666 1.220181749238436 0.968946138784289 3.0032376963122105 2.4350812629236827 0.3678914261772757 0.3317205813301922 0.95 0.8666666666666666 0.9122807017543859 24.315446071428568 27.211187083333325 2.5464285714285713 2.8074999999999997 0.2610714285714284
252 Li2Ti3MnO8 0.2363613 2000 11.1484492898 1.5131607629 1.0299146667 0.9367135086 2.8075 1.6153933396 5.0416666667 3.376685758 52.0260966859 2.7635063506 2.9493985694 23.0 1.5811388301 2.625 22.9791666667 1.0009066183 0.5761499021 0.4635842179 -0.1058968043 0.8932636857 1.994375 0.14285714285714285 46.78571428571429 52.25 283.42857142857144 330.0 3.646484432142857 3.9864666691666666 1.220181749238436 0.968946138784289 3.0032376963122105 2.4350812629236827 0.3678914261772757 0.3317205813301922 0.95 0.8666666666666666 0.9122807017543859 24.315446071428568 27.211187083333325 2.5464285714285713 2.8074999999999997 0.2610714285714284
253 Li2Ti3MnO8 0.3436916 2500 11.291453962 1.5610704225 1.0317857269 0.929907919 2.8075 1.6787365616 4.625 3.3476583201 52.6934518227 2.7113979039 2.7953975991 22.25 2.6339134382 2.625 22.625 0.9834254144 0.5688530448 0.4577129891 -0.3321373313 0.7975789855000001 1.62375 0.14285714285714285 46.78571428571429 52.25 283.42857142857144 330.0 3.646484432142857 3.9864666691666666 1.220181749238436 0.968946138784289 3.0032376963122105 2.4350812629236827 0.3678914261772757 0.3317205813301922 0.95 0.8666666666666666 0.9122807017543859 24.315446071428568 27.211187083333325 2.5464285714285713 2.8074999999999997 0.2610714285714284
254 Li2Ti3ZnO8 0.0053442 1000 11.267054682 1.5352266667 1.0337946626 0.9422136364 2.8158333333 1.629382772 2.5 3.0970574071 157.7387655483 3.3249106498 2.9883337733 23.5 1.7677669530000002 3.0 22.9166666667 1.0254545455 0.5469879455000001 0.4356072113 0.0202905894 0.9729583665 2.070625 0.14285714285714285 32.714285714285715 35.83333333333333 280.14285714285717 326.1666666666667 3.4546624575 3.7626743654166663 0.9955626213385266 0.7803935766595761 2.9133297128599134 2.354452151948211 0.351375039722239 0.31570375179159615 0.9464285714285714 0.8624999999999999 0.911320754716981 25.063371428571426 28.08376666666666 2.5535714285714284 2.815833333333333 0.2622619047619046
255 Li2Ti3ZnO8 0.0941969 1500 11.3054171853 1.5231830239000002 1.042343395 0.9302851886 2.8158333333 1.6373291143 1.25 3.8259338628 158.2758405947 2.9393057369 2.8975372845000003 23.625 2.0271593425 3.375 22.6458333333 1.0432382705 0.5451318595 0.4341290719 0.1011637826 1.0610514689 2.14 0.14285714285714285 32.714285714285715 35.83333333333333 280.14285714285717 326.1666666666667 3.4546624575 3.7626743654166663 0.9955626213385266 0.7803935766595761 2.9133297128599134 2.354452151948211 0.351375039722239 0.31570375179159615 0.9464285714285714 0.8624999999999999 0.911320754716981 25.063371428571426 28.08376666666666 2.5535714285714284 2.815833333333333 0.2622619047619046
256 Li2Ti3ZnO8 0.3484526 2000 11.5650448393 1.5864444444 1.015926855 0.9363265306 2.8158333333 1.6943281992 1.875 3.254110069 161.91062775 3.4119956681 2.7114486857 22.5625 1.4128318194 2.375 21.9479166667 1.0280018984 0.5328940076 0.4243831596 -0.0326384191 0.8715784223 2.238125 0.14285714285714285 32.714285714285715 35.83333333333333 280.14285714285717 326.1666666666667 3.4546624575 3.7626743654166663 0.9955626213385266 0.7803935766595761 2.9133297128599134 2.354452151948211 0.351375039722239 0.31570375179159615 0.9464285714285714 0.8624999999999999 0.911320754716981 25.063371428571426 28.08376666666666 2.5535714285714284 2.815833333333333 0.2622619047619046
257 Li2Ti3ZnO8 0.5133141 2500 11.8289462837 1.5733888889 1.0199891314 0.9326274891 2.8158333333 1.6870496606 1.625 3.2626736985 165.6052479722 3.1616563033 2.6964638599 22.5625 1.498697351 2.5 21.4479166667 1.0519669743 0.521005248 0.4149152555 -0.048911422 0.9220307347 2.26625 0.14285714285714285 32.714285714285715 35.83333333333333 280.14285714285717 326.1666666666667 3.4546624575 3.7626743654166663 0.9955626213385266 0.7803935766595761 2.9133297128599134 2.354452151948211 0.351375039722239 0.31570375179159615 0.9464285714285714 0.8624999999999999 0.911320754716981 25.063371428571426 28.08376666666666 2.5535714285714284 2.815833333333333 0.2622619047619046
258 Li2TiV3O8 0.0457262 1500 10.3738449539 1.5573170732 1.0216310313 0.9661738765 2.8291666667 1.6118393501 3.75 2.9525416561 48.4112764515 2.6968821086 2.5683621096 25.6875 1.6476782908 3.375 24.8020833333 1.035699286 0.6153377074 0.4943668592 -0.0246332865 0.9104749664 2.210625 0.14285714285714285 51.285714285714285 57.49999999999999 100.07142857142856 116.08333333333331 3.7403492792857147 4.0959756575 1.237891768889798 0.9769897967676013 1.7291772803869665 1.3881648425389828 0.36723492308258876 0.3303093446254048 0.9392857142857143 0.8541666666666666 0.9093789607097592 24.469192857142858 27.39055833333333 2.5649999999999995 2.8291666666666657 0.2641666666666662
259 Li2TiV3O8 0.2341013 2000 10.7389803773 1.5642635659000002 1.0168761833 0.9409947415 2.8291666667 1.6623510175 3.6666666667 2.9128943205 50.1152417608 2.7014976539 2.7802612905 24.25 2.4366985862 3.0 23.7708333333 1.0201577564 0.5944156471 0.4775579215 0.0708544732 0.9886989268 2.186875 0.14285714285714285 51.285714285714285 57.49999999999999 100.07142857142856 116.08333333333331 3.7403492792857147 4.0959756575 1.237891768889798 0.9769897967676013 1.7291772803869665 1.3881648425389828 0.36723492308258876 0.3303093446254048 0.9392857142857143 0.8541666666666666 0.9093789607097592 24.469192857142858 27.39055833333333 2.5649999999999995 2.8291666666666657 0.2641666666666662
260 Li2TiV3O8 0.4420684 2500 11.1319604981 1.5148924731 1.0362369821 0.9462937699 2.8291666667 1.6008691184 3.5833333333 2.9526950659 51.949148991 2.8439089534 2.9487992065 23.3125 1.792998536 3.5 22.90625 1.0177353342 0.5734316046 0.4606991867 0.2165208433 1.0848812513 2.210625 0.14285714285714285 51.285714285714285 57.49999999999999 100.07142857142856 116.08333333333331 3.7403492792857147 4.0959756575 1.237891768889798 0.9769897967676013 1.7291772803869665 1.3881648425389828 0.36723492308258876 0.3303093446254048 0.9392857142857143 0.8541666666666666 0.9093789607097592 24.469192857142858 27.39055833333333 2.5649999999999995 2.8291666666666657 0.2641666666666662
261 Li2V(Si2O5)3 0.1460006 1500 11.4319926932 1.7463243243000002 0.9153996297 0.8301903292 2.9377272727 2.1035228463 1.25 2.9112733105 274.3678246379 3.6474487314 3.0976491741 23.25 1.7853571071 2.25 22.0909090909 1.0524691358 0.3098313613 0.245796668 -0.020963124 0.8502868760000001 2.6325000000000003 0.08333333333333333 33.125 34.86363636363637 18.083333333333332 19.363636363636363 3.64293405671875 3.828056151875 0.8062614014300955 0.6732063986144127 0.5957131260408827 0.5017129982155686 0.35546731718505425 0.3298606502942697 0.8270833333333334 0.7704545454545455 0.9315319441264026 19.721979166666664 20.883886363636364 2.774583333333333 2.937727272727273 0.16314393939393979
262 Li2V(Si2O5)3 0.1187546 2000 11.3057218699 1.797712766 0.8744727520000001 0.8439645570000001 2.9377272727 2.1300808797 1.0 3.3280631338 271.3373248783 3.2658517234 3.2065403816 23.625 1.3169567191 1.5 22.4431818182 1.0526582278 0.3132917915 0.2485419105 0.1240952387 0.9056328601 2.8287500000000003 0.08333333333333333 33.125 34.86363636363637 18.083333333333332 19.363636363636363 3.64293405671875 3.828056151875 0.8062614014300955 0.6732063986144127 0.5957131260408827 0.5017129982155686 0.35546731718505425 0.3298606502942697 0.8270833333333334 0.7704545454545455 0.9315319441264026 19.721979166666664 20.883886363636364 2.774583333333333 2.937727272727273 0.16314393939393979
